time_s,tx_id,rx_id,distance_m,rssi_dbm,snr_db
21.2163,3,2,141.3670,-102.7080,18.5105
21.2163,3,4,46.7963,-109.9086,11.3099
21.2653,4,2,145.1369,-103.2475,17.9709
21.2653,4,3,46.1809,-108.9366,12.2819
21.3146,2,3,140.1055,-113.8911,7.3274
21.3146,2,4,144.4318,-103.1641,18.0544
21.3576,4,2,143.6581,-104.2374,16.9811
21.3576,4,3,45.5188,-97.3097,23.9088
21.4576,4,2,142.0314,-103.6810,17.5375
21.4576,4,3,44.7412,-96.4037,24.8147
21.5163,3,2,137.2797,-113.3917,7.8267
21.5163,3,4,44.4379,-96.3957,24.8228
21.5576,4,2,140.3977,-102.3905,18.8280
21.5576,4,3,43.9964,-101.1358,20.0827
21.6146,2,4,139.5402,-102.3908,18.8276
21.6576,4,2,138.7575,-102.3905,18.8280
21.6576,4,3,43.2780,-101.1358,20.0827
21.7576,4,2,137.1111,-101.9863,19.2322
21.7576,4,3,42.5866,-101.1358,20.0827
21.8146,3,4,42.1206,-97.6030,23.6155
21.8228,3,2,133.1172,nan,3.8253
21.8576,4,2,135.0593,-101.9863,19.2322
21.8576,4,3,41.5601,-97.3434,23.8751
21.9273,2,4,133.8488,-119.8044,1.4141
21.9576,4,3,40.5274,-83.4638,37.7547
21.9596,4,2,132.9427,nan,1.5513
