time_ms,rx_rnti,tx_rnti,frame,subframe,slot,sinr_db,sinr_min_db,mcs,tbler,tb_size_bytes,corrupt,ndi,tbler_sci2,sci2_corrupted,rb_start,rb_end,rb_assigned,bwp_id,rv,dst_l2_id,src_l2_id
2100.2321,9,4,210,0,0,33.9741,33.9741,14,0.0000,308,0,1,0.0000,0,10,19,10,0,0,255,4
2100.2321,10,4,210,0,0,34.5879,34.5879,14,0.0000,308,0,1,0.0000,0,10,19,10,0,0,255,4
2100.2321,11,4,210,0,0,31.5694,31.5694,14,0.0000,308,0,1,0.0000,0,10,19,10,0,0,255,4
2103.4821,1,2,210,3,1,25.9245,25.9245,14,0.0000,308,0,1,0.0000,0,30,39,10,0,0,255,2
2103.4821,3,2,210,3,1,37.7322,37.7322,14,0.0000,308,0,1,0.0000,0,30,39,10,0,0,255,2
2103.4821,4,2,210,3,1,23.3380,23.3380,14,0.0000,308,0,1,0.0000,0,30,39,10,0,0,255,2
2103.4821,5,2,210,3,1,40.2807,40.2807,14,0.0000,308,0,1,0.0000,0,30,39,10,0,0,255,2
2103.4821,6,2,210,3,1,50.6097,50.6097,14,0.0000,308,0,1,0.0000,0,30,39,10,0,0,255,2
2103.4821,7,2,210,3,1,32.3252,32.3252,14,0.0000,308,0,1,0.0000,0,30,39,10,0,0,255,2
2103.4821,8,2,210,3,1,32.8671,32.8671,14,0.0000,308,0,1,0.0000,0,30,39,10,0,0,255,2
2103.4821,9,2,210,3,1,28.7663,28.7663,14,0.0000,308,0,1,0.0000,0,30,39,10,0,0,255,2
2103.4821,10,2,210,3,1,33.8547,33.8547,14,0.0000,308,0,1,0.0000,0,30,39,10,0,0,255,2
2103.4821,11,2,210,3,1,30.7811,30.7811,14,0.0000,308,0,1,0.0000,0,30,39,10,0,0,255,2
2103.9821,1,3,210,3,3,23.8737,23.8737,14,0.0000,308,0,1,0.0000,0,40,49,10,0,0,255,3
2103.9821,4,3,210,3,3,26.9838,26.9838,14,0.0000,308,0,1,0.0000,0,40,49,10,0,0,255,3
2103.9821,5,3,210,3,3,32.4594,32.4594,14,0.0000,308,0,1,0.0000,0,40,49,10,0,0,255,3
2103.9821,6,3,210,3,3,36.4303,36.4303,14,0.0000,308,0,1,0.0000,0,40,49,10,0,0,255,3
2103.9821,7,3,210,3,3,31.8430,31.8430,14,0.0000,308,0,1,0.0000,0,40,49,10,0,0,255,3
2103.9821,8,3,210,3,3,34.8123,34.8123,14,0.0000,308,0,1,0.0000,0,40,49,10,0,0,255,3
2103.9821,9,3,210,3,3,28.6602,28.6602,14,0.0000,308,0,1,0.0000,0,40,49,10,0,0,255,3
2103.9821,10,3,210,3,3,29.2851,29.2851,14,0.0000,308,0,1,0.0000,0,40,49,10,0,0,255,3
2103.9821,11,3,210,3,3,31.7952,31.7952,14,0.0000,308,0,1,0.0000,0,40,49,10,0,0,255,3
2116.2321,2,3,211,6,0,37.7290,37.7290,14,0.0000,308,0,0,0.0000,0,20,29,10,0,1,255,3
2163.4821,1,6,216,3,1,41.8890,41.8890,14,0.0000,308,0,1,0.0000,0,0,9,10,0,0,255,6
2163.4821,2,6,216,3,1,45.8788,45.8788,14,0.0000,308,0,1,0.0000,0,0,9,10,0,0,255,6
2163.4821,3,6,216,3,1,25.3975,25.3975,14,0.0000,308,0,1,0.0000,0,0,9,10,0,0,255,6
2163.4821,4,6,216,3,1,17.1786,17.1786,14,0.0000,308,0,1,0.0000,0,0,9,10,0,0,255,6
2163.4821,5,6,216,3,1,51.3568,51.3568,14,0.0000,308,0,1,0.0000,0,0,9,10,0,0,255,6
2163.4821,7,6,216,3,1,32.6073,32.6073,14,0.0000,308,0,1,0.0000,0,0,9,10,0,0,255,6
2163.4821,8,6,216,3,1,39.1959,39.1959,14,0.0000,308,0,1,0.0000,0,0,9,10,0,0,255,6
2163.4821,9,6,216,3,1,37.4719,37.4719,14,0.0000,308,0,1,0.0000,0,0,9,10,0,0,255,6
2163.4821,10,6,216,3,1,28.4148,28.4148,14,0.0000,308,0,1,0.0000,0,0,9,10,0,0,255,6
2163.4821,11,6,216,3,1,26.4085,26.4085,14,0.0000,308,0,1,0.0000,0,0,9,10,0,0,255,6
2200.2321,1,4,220,0,0,19.8078,19.8078,14,0.0000,308,0,1,0.0000,0,10,19,10,0,0,255,4
2200.2321,2,4,220,0,0,23.3343,23.3343,14,0.0000,308,0,1,0.0000,0,10,19,10,0,0,255,4
2200.2321,3,4,220,0,0,27.4837,27.4837,14,0.0000,308,0,1,0.0000,0,10,19,10,0,0,255,4
2200.2321,5,4,220,0,0,38.2769,38.2769,14,0.0000,308,0,1,0.0000,0,10,19,10,0,0,255,4
2200.2321,6,4,220,0,0,17.1729,17.1729,14,0.0000,308,0,1,0.0000,0,10,19,10,0,0,255,4
2200.2321,7,4,220,0,0,31.2738,31.2738,14,0.0000,308,0,1,0.0000,0,10,19,10,0,0,255,4
2200.2321,8,4,220,0,0,29.4412,29.4412,14,0.0000,308,0,1,0.0000,0,10,19,10,0,0,255,4
2200.2321,9,4,220,0,0,37.9727,37.9727,14,0.0000,308,0,1,0.0000,0,10,19,10,0,0,255,4
2200.2321,10,4,220,0,0,36.9230,36.9230,14,0.0000,308,0,1,0.0000,0,10,19,10,0,0,255,4
2200.2321,11,4,220,0,0,32.8883,32.8883,14,0.0000,308,0,1,0.0000,0,10,19,10,0,0,255,4
2203.4821,1,2,220,3,1,26.2048,26.2048,14,0.0000,308,0,1,0.0000,0,30,39,10,0,0,255,2
2203.4821,3,2,220,3,1,40.2353,40.2353,14,0.0000,308,0,1,0.0000,0,30,39,10,0,0,255,2
2203.4821,4,2,220,3,1,23.3380,23.3380,14,0.0000,308,0,1,0.0000,0,30,39,10,0,0,255,2
2203.4821,5,2,220,3,1,39.1361,39.1361,14,0.0000,308,0,1,0.0000,0,30,39,10,0,0,255,2
2203.4821,6,2,220,3,1,45.9119,45.9119,14,0.0000,308,0,1,0.0000,0,30,39,10,0,0,255,2
2203.4821,7,2,220,3,1,33.1408,33.1408,14,0.0000,308,0,1,0.0000,0,30,39,10,0,0,255,2
2203.4821,8,2,220,3,1,35.6712,35.6712,14,0.0000,308,0,1,0.0000,0,30,39,10,0,0,255,2
2203.4821,9,2,220,3,1,28.0071,28.0071,14,0.0000,308,0,1,0.0000,0,30,39,10,0,0,255,2
2203.4821,10,2,220,3,1,37.0085,37.0085,14,0.0000,308,0,1,0.0000,0,30,39,10,0,0,255,2
2203.4821,11,2,220,3,1,32.5431,32.5431,14,0.0000,308,0,1,0.0000,0,30,39,10,0,0,255,2
2203.9821,1,3,220,3,3,23.8503,23.8503,14,0.0000,308,0,1,0.0000,0,40,49,10,0,0,255,3
2203.9821,4,3,220,3,3,27.4839,27.4839,14,0.0000,308,0,1,0.0000,0,40,49,10,0,0,255,3
2203.9821,5,3,220,3,3,29.1784,29.1784,14,0.0000,308,0,1,0.0000,0,40,49,10,0,0,255,3
2203.9821,6,3,220,3,3,25.3955,25.3955,14,0.0000,308,0,1,0.0000,0,40,49,10,0,0,255,3
2203.9821,7,3,220,3,3,35.1842,35.1842,14,0.0000,308,0,1,0.0000,0,40,49,10,0,0,255,3
2203.9821,8,3,220,3,3,31.2854,31.2854,14,0.0000,308,0,1,0.0000,0,40,49,10,0,0,255,3
2203.9821,9,3,220,3,3,29.2476,29.2476,14,0.0000,308,0,1,0.0000,0,40,49,10,0,0,255,3
2203.9821,10,3,220,3,3,28.5876,28.5876,14,0.0000,308,0,1,0.0000,0,40,49,10,0,0,255,3
2203.9821,11,3,220,3,3,28.6416,28.6416,14,0.0000,308,0,1,0.0000,0,40,49,10,0,0,255,3
2207.9821,2,1,220,7,3,26.2028,26.2028,14,0.0000,308,0,1,0.0000,0,10,19,10,0,0,255,1
2207.9821,3,1,220,7,3,23.8501,23.8501,14,0.0000,308,0,1,0.0000,0,10,19,10,0,0,255,1
2207.9821,4,1,220,7,3,20.4724,20.4724,14,0.0000,308,0,1,0.0000,0,10,19,10,0,0,255,1
2207.9821,5,1,220,7,3,26.1736,26.1736,14,0.0000,308,0,1,0.0000,0,10,19,10,0,0,255,1
2207.9821,6,1,220,7,3,27.3300,27.3300,14,0.0000,308,0,1,0.0000,0,10,19,10,0,0,255,1
2207.9821,7,1,220,7,3,33.8811,33.8811,14,0.0000,308,0,1,0.0000,0,10,19,10,0,0,255,1
2207.9821,8,1,220,7,3,31.6845,31.6845,14,0.0000,308,0,1,0.0000,0,10,19,10,0,0,255,1
2207.9821,9,1,220,7,3,34.8477,34.8477,14,0.0000,308,0,1,0.0000,0,10,19,10,0,0,255,1
2207.9821,10,1,220,7,3,34.5630,34.5630,14,0.0000,308,0,1,0.0000,0,10,19,10,0,0,255,1
2207.9821,11,1,220,7,3,31.6082,31.6082,14,0.0000,308,0,1,0.0000,0,10,19,10,0,0,255,1
2215.7321,1,5,221,5,2,26.1761,26.1761,14,0.0000,308,0,1,0.0000,0,0,9,10,0,0,255,5
2215.7321,2,5,221,5,2,40.3101,40.3101,14,0.0000,308,0,1,0.0000,0,0,9,10,0,0,255,5
2215.7321,3,5,221,5,2,29.2561,29.2561,14,0.0000,308,0,1,0.0000,0,0,9,10,0,0,255,5
2215.7321,4,5,221,5,2,35.5696,35.5696,14,0.0000,308,0,1,0.0000,0,0,9,10,0,0,255,5
2215.7321,6,5,221,5,2,51.3690,51.3690,14,0.0000,308,0,1,0.0000,0,0,9,10,0,0,255,5
2215.7321,7,5,221,5,2,33.7205,33.7205,14,0.0000,308,0,1,0.0000,0,0,9,10,0,0,255,5
2215.7321,8,5,221,5,2,32.6520,32.6520,14,0.0000,308,0,1,0.0000,0,0,9,10,0,0,255,5
2215.7321,9,5,221,5,2,33.0862,33.0862,14,0.0000,308,0,1,0.0000,0,0,9,10,0,0,255,5
2215.7321,10,5,221,5,2,26.2407,26.2407,14,0.0000,308,0,1,0.0000,0,0,9,10,0,0,255,5
2215.7321,11,5,221,5,2,38.9200,38.9200,14,0.0000,308,0,1,0.0000,0,0,9,10,0,0,255,5
2216.2321,2,3,221,6,0,37.0840,37.0840,14,0.0000,308,0,0,0.0000,0,20,29,10,0,1,255,3
2300.2321,1,4,230,0,0,26.0967,26.0967,14,0.0000,308,0,1,0.0000,0,10,19,10,0,0,255,4
2300.2321,2,4,230,0,0,21.4626,21.4626,14,0.0000,308,0,1,0.0000,0,10,19,10,0,0,255,4
2300.2321,3,4,230,0,0,27.7073,27.7073,14,0.0000,308,0,1,0.0000,0,10,19,10,0,0,255,4
2300.2321,5,4,230,0,0,35.5980,35.5980,14,0.0000,308,0,1,0.0000,0,10,19,10,0,0,255,4
2300.2321,6,4,230,0,0,17.5540,17.5540,14,0.0000,308,0,1,0.0000,0,10,19,10,0,0,255,4
2300.2321,7,4,230,0,0,32.4170,32.4170,14,0.0000,308,0,1,0.0000,0,10,19,10,0,0,255,4
2300.2321,8,4,230,0,0,28.5175,28.5175,14,0.0000,308,0,1,0.0000,0,10,19,10,0,0,255,4
2300.2321,9,4,230,0,0,37.7269,37.7269,14,0.0000,308,0,1,0.0000,0,10,19,10,0,0,255,4
2300.2321,10,4,230,0,0,37.6531,37.6531,14,0.0000,308,0,1,0.0000,0,10,19,10,0,0,255,4
2300.2321,11,4,230,0,0,33.3959,33.3959,14,0.0000,308,0,1,0.0000,0,10,19,10,0,0,255,4
2303.4821,1,2,230,3,1,26.5744,26.5744,14,0.0000,308,0,1,0.0000,0,30,39,10,0,0,255,2
2303.4821,3,2,230,3,1,40.4183,40.4183,14,0.0000,308,0,1,0.0000,0,30,39,10,0,0,255,2
2303.4821,4,2,230,3,1,21.4673,21.4673,14,0.0000,308,0,1,0.0000,0,30,39,10,0,0,255,2
2303.4821,5,2,230,3,1,40.3102,40.3102,14,0.0000,308,0,1,0.0000,0,30,39,10,0,0,255,2
2303.4821,6,2,230,3,1,50.3418,50.3418,14,0.0000,308,0,1,0.0000,0,30,39,10,0,0,255,2
2303.4821,7,2,230,3,1,33.2403,33.2403,14,0.0000,308,0,1,0.0000,0,30,39,10,0,0,255,2
2303.4821,8,2,230,3,1,37.0987,37.0987,14,0.0000,308,0,1,0.0000,0,30,39,10,0,0,255,2
2303.4821,9,2,230,3,1,28.7430,28.7430,14,0.0000,308,0,1,0.0000,0,30,39,10,0,0,255,2
2303.4821,10,2,230,3,1,36.8405,36.8405,14,0.0000,308,0,1,0.0000,0,30,39,10,0,0,255,2
2303.4821,11,2,230,3,1,32.2549,32.2549,14,0.0000,308,0,1,0.0000,0,30,39,10,0,0,255,2
2303.9821,1,3,230,3,3,23.7913,23.7913,14,0.0000,308,0,1,0.0000,0,40,49,10,0,0,255,3
2303.9821,4,3,230,3,3,27.7075,27.7075,14,0.0000,308,0,1,0.0000,0,40,49,10,0,0,255,3
2303.9821,5,3,230,3,3,32.2576,32.2576,14,0.0000,308,0,1,0.0000,0,40,49,10,0,0,255,3
2303.9821,6,3,230,3,3,37.1482,37.1482,14,0.0000,308,0,1,0.0000,0,40,49,10,0,0,255,3
2303.9821,7,3,230,3,3,33.7364,33.7364,14,0.0000,308,0,1,0.0000,0,40,49,10,0,0,255,3
2303.9821,8,3,230,3,3,30.7024,30.7024,14,0.0000,308,0,1,0.0000,0,40,49,10,0,0,255,3
2303.9821,9,3,230,3,3,29.8007,29.8007,14,0.0000,308,0,1,0.0000,0,40,49,10,0,0,255,3
2303.9821,10,3,230,3,3,27.8032,27.8032,14,0.0000,308,0,1,0.0000,0,40,49,10,0,0,255,3
2303.9821,11,3,230,3,3,28.8261,28.8261,14,0.0000,308,0,1,0.0000,0,40,49,10,0,0,255,3
2316.2321,2,3,231,6,0,40.4622,40.4622,14,0.0000,308,0,0,0.0000,0,20,29,10,0,1,255,3
2400.2321,1,4,240,0,0,30.1930,30.1930,14,0.0000,308,0,1,0.0000,0,10,19,10,0,0,255,4
2400.2321,2,4,240,0,0,32.1072,32.1072,14,0.0000,308,0,1,0.0000,0,10,19,10,0,0,255,4
2400.2321,3,4,240,0,0,27.4096,27.4096,14,0.0000,308,0,1,0.0000,0,10,19,10,0,0,255,4
2400.2321,5,4,240,0,0,36.9683,36.9683,14,0.0000,308,0,1,0.0000,0,10,19,10,0,0,255,4
2400.2321,6,4,240,0,0,41.4480,41.4480,14,0.0000,308,0,1,0.0000,0,10,19,10,0,0,255,4
2400.2321,7,4,240,0,0,33.4367,33.4367,14,0.0000,308,0,1,0.0000,0,10,19,10,0,0,255,4
2400.2321,8,4,240,0,0,30.5108,30.5108,14,0.0000,308,0,1,0.0000,0,10,19,10,0,0,255,4
2400.2321,9,4,240,0,0,35.7177,35.7177,14,0.0000,308,0,1,0.0000,0,10,19,10,0,0,255,4
2400.2321,10,4,240,0,0,35.1196,35.1196,14,0.0000,308,0,1,0.0000,0,10,19,10,0,0,255,4
2400.2321,11,4,240,0,0,34.6402,34.6402,14,0.0000,308,0,1,0.0000,0,10,19,10,0,0,255,4
2403.9821,1,3,240,3,3,23.4457,23.4457,14,0.0000,308,0,1,0.0000,0,40,49,10,0,0,255,3
2403.9821,2,3,240,3,3,37.5039,37.5039,14,0.0000,308,0,1,0.0000,0,40,49,10,0,0,255,3
2403.9821,4,3,240,3,3,27.4098,27.4098,14,0.0000,308,0,1,0.0000,0,40,49,10,0,0,255,3
2403.9821,5,3,240,3,3,29.5322,29.5322,14,0.0000,308,0,1,0.0000,0,40,49,10,0,0,255,3
2403.9821,6,3,240,3,3,36.2498,36.2498,14,0.0000,308,0,1,0.0000,0,40,49,10,0,0,255,3
2403.9821,7,3,240,3,3,31.5131,31.5131,14,0.0000,308,0,1,0.0000,0,40,49,10,0,0,255,3
2403.9821,8,3,240,3,3,32.7834,32.7834,14,0.0000,308,0,1,0.0000,0,40,49,10,0,0,255,3
2403.9821,9,3,240,3,3,30.8243,30.8243,14,0.0000,308,0,1,0.0000,0,40,49,10,0,0,255,3
2403.9821,10,3,240,3,3,27.0225,27.0225,14,0.0000,308,0,1,0.0000,0,40,49,10,0,0,255,3
2403.9821,11,3,240,3,3,30.6977,30.6977,14,0.0000,308,0,1,0.0000,0,40,49,10,0,0,255,3
2407.9821,2,1,240,7,3,26.9268,26.9268,14,0.0000,308,0,1,0.0000,0,10,19,10,0,0,255,1
2407.9821,3,1,240,7,3,23.4455,23.4455,14,0.0000,308,0,1,0.0000,0,10,19,10,0,0,255,1
2407.9821,4,1,240,7,3,29.7656,29.7656,14,0.0000,308,0,1,0.0000,0,10,19,10,0,0,255,1
2407.9821,5,1,240,7,3,26.9720,26.9720,14,0.0000,308,0,1,0.0000,0,10,19,10,0,0,255,1
2407.9821,6,1,240,7,3,27.9341,27.9341,14,0.0000,308,0,1,0.0000,0,10,19,10,0,0,255,1
2407.9821,7,1,240,7,3,33.0634,33.0634,14,0.0000,308,0,1,0.0000,0,10,19,10,0,0,255,1
2407.9821,8,1,240,7,3,29.9279,29.9279,14,0.0000,308,0,1,0.0000,0,10,19,10,0,0,255,1
2407.9821,9,1,240,7,3,35.7163,35.7163,14,0.0000,308,0,1,0.0000,0,10,19,10,0,0,255,1
2407.9821,10,1,240,7,3,34.8723,34.8723,14,0.0000,308,0,1,0.0000,0,10,19,10,0,0,255,1
2407.9821,11,1,240,7,3,31.0336,31.0336,14,0.0000,308,0,1,0.0000,0,10,19,10,0,0,255,1
2415.7321,1,5,241,5,2,26.9741,26.9741,14,0.0000,308,0,1,0.0000,0,0,9,10,0,0,255,5
2415.7321,2,5,241,5,2,31.7296,31.7296,14,0.0000,308,0,1,0.0000,0,0,9,10,0,0,255,5
2415.7321,3,5,241,5,2,29.1985,29.1985,14,0.0000,308,0,1,0.0000,0,0,9,10,0,0,255,5
2415.7321,4,5,241,5,2,36.9663,36.9663,14,0.0000,308,0,1,0.0000,0,0,9,10,0,0,255,5
2415.7321,6,5,241,5,2,43.7352,43.7352,14,0.0000,308,0,1,0.0000,0,0,9,10,0,0,255,5
2415.7321,7,5,241,5,2,33.7992,33.7992,14,0.0000,308,0,1,0.0000,0,0,9,10,0,0,255,5
2415.7321,8,5,241,5,2,34.0822,34.0822,14,0.0000,308,0,1,0.0000,0,0,9,10,0,0,255,5
2415.7321,9,5,241,5,2,37.0801,37.0801,14,0.0000,308,0,1,0.0000,0,0,9,10,0,0,255,5
2415.7321,10,5,241,5,2,29.8366,29.8366,14,0.0000,308,0,1,0.0000,0,0,9,10,0,0,255,5
2415.7321,11,5,241,5,2,38.2098,38.2098,14,0.0000,308,0,1,0.0000,0,0,9,10,0,0,255,5
2463.4821,1,6,246,3,1,28.0763,28.0763,14,0.0000,308,0,1,0.0000,0,0,9,10,0,0,255,6
2463.4821,2,6,246,3,1,46.1810,46.1810,14,0.0000,308,0,1,0.0000,0,0,9,10,0,0,255,6
2463.4821,3,6,246,3,1,35.5055,35.5055,14,0.0000,308,0,1,0.0000,0,0,9,10,0,0,255,6
2463.4821,4,6,246,3,1,14.5183,14.5183,14,0.0000,308,0,1,0.0000,0,0,9,10,0,0,255,6
2463.4821,5,6,246,3,1,46.0367,46.0367,14,0.0000,308,0,1,0.0000,0,0,9,10,0,0,255,6
2463.4821,7,6,246,3,1,29.7081,29.7081,14,0.0000,308,0,1,0.0000,0,0,9,10,0,0,255,6
2463.4821,8,6,246,3,1,34.1386,34.1386,14,0.0000,308,0,1,0.0000,0,0,9,10,0,0,255,6
2463.4821,9,6,246,3,1,38.9692,38.9692,14,0.0000,308,0,1,0.0000,0,0,9,10,0,0,255,6
2463.4821,10,6,246,3,1,35.7264,35.7264,14,0.0000,308,0,1,0.0000,0,0,9,10,0,0,255,6
2463.4821,11,6,246,3,1,29.3215,29.3215,14,0.0000,308,0,1,0.0000,0,0,9,10,0,0,255,6
2500.2321,1,4,250,0,0,29.8341,29.8341,14,0.0000,308,0,1,0.0000,0,10,19,10,0,0,255,4
2500.2321,2,4,250,0,0,29.1844,29.1844,14,0.0000,308,0,1,0.0000,0,10,19,10,0,0,255,4
2500.2321,3,4,250,0,0,27.8758,27.8758,14,0.0000,308,0,1,0.0000,0,10,19,10,0,0,255,4
2500.2321,5,4,250,0,0,36.9684,36.9684,14,0.0000,308,0,1,0.0000,0,10,19,10,0,0,255,4
2500.2321,6,4,250,0,0,14.5189,14.5189,14,0.0000,308,0,1,0.0000,0,10,19,10,0,0,255,4
2500.2321,7,4,250,0,0,18.9439,18.9439,14,0.0000,308,0,1,0.0000,0,10,19,10,0,0,255,4
2500.2321,8,4,250,0,0,30.4957,30.4957,14,0.0000,308,0,1,0.0000,0,10,19,10,0,0,255,4
2500.2321,9,4,250,0,0,35.3884,35.3884,14,0.0000,308,0,1,0.0000,0,10,19,10,0,0,255,4
2500.2321,10,4,250,0,0,35.5127,35.5127,14,0.0000,308,0,1,0.0000,0,10,19,10,0,0,255,4
2500.2321,11,4,250,0,0,36.3903,36.3903,14,0.0000,308,0,1,0.0000,0,10,19,10,0,0,255,4
2503.9821,1,7,250,3,3,19.2387,19.2387,14,0.0000,308,0,1,0.0000,0,0,9,10,0,0,255,7
2503.9821,1,3,250,3,3,25.5807,25.5807,14,0.0000,308,0,1,0.0000,0,40,49,10,0,0,255,3
2503.9821,2,7,250,3,3,28.0919,28.0919,14,0.0000,308,0,1,0.0000,0,0,9,10,0,0,255,7
2503.9821,2,3,250,3,3,40.7277,40.7277,14,0.0000,308,0,1,0.0000,0,40,49,10,0,0,255,3
2503.9821,4,7,250,3,3,19.4966,19.4966,14,0.0000,308,0,1,0.0000,0,0,9,10,0,0,255,7
2503.9821,4,3,250,3,3,27.8760,27.8760,14,0.0000,308,0,1,0.0000,0,40,49,10,0,0,255,3
2503.9821,5,7,250,3,3,25.9762,25.9762,14,0.0000,308,0,1,0.0000,0,0,9,10,0,0,255,7
2503.9821,5,3,250,3,3,33.1732,33.1732,14,0.0000,308,0,1,0.0000,0,40,49,10,0,0,255,3
2503.9821,6,3,250,3,3,24.4739,24.4739,14,0.0000,308,0,1,0.0000,0,40,49,10,0,0,255,3
