time_ms,rx_rnti,tx_rnti,frame,subframe,slot,sinr_db,sinr_min_db,mcs,tbler,tb_size_bytes,corrupt,rb_start,rb_end,rb_assigned,bwp_id,rv,priority,reservation_period_ms,total_subchannels,start_subchannel,length_subchannel,max_num_per_reserve,dst_l2_id
2030.7679,9,5,203,0,3,32.3377,32.3377,0,0.0000,2,0,20,29,10,0,255,255,20,0,2,1,3,255
2030.7679,10,5,203,0,3,29.4299,29.4299,0,0.0000,2,0,20,29,10,0,255,255,20,0,2,1,3,255
2030.7679,11,5,203,0,3,35.8432,35.8432,0,0.0000,2,0,20,29,10,0,255,255,20,0,2,1,3,255
2100.0179,1,4,210,0,0,30.8131,30.8131,0,0.0000,2,0,10,19,10,0,255,255,20,0,1,1,3,255
2100.0179,2,4,210,0,0,23.3341,23.3341,0,0.0000,2,0,10,19,10,0,255,255,20,0,1,1,3,255
2100.0179,3,4,210,0,0,26.9836,26.9836,0,0.0000,2,0,10,19,10,0,255,255,20,0,1,1,3,255
2100.0179,5,4,210,0,0,34.4776,34.4776,0,0.0000,2,0,10,19,10,0,255,255,20,0,1,1,3,255
2100.0179,6,4,210,0,0,19.0594,19.0594,0,0.0000,2,0,10,19,10,0,255,255,20,0,1,1,3,255
2100.0179,7,4,210,0,0,34.7135,34.7135,0,0.0000,2,0,10,19,10,0,255,255,20,0,1,1,3,255
2100.0179,8,4,210,0,0,37.3730,37.3730,0,0.0000,2,0,10,19,10,0,255,255,20,0,1,1,3,255
2100.0179,9,4,210,0,0,31.3047,31.3047,0,0.0000,2,0,10,19,10,0,255,255,20,0,1,1,3,255
2100.0179,10,4,210,0,0,33.5575,33.5575,0,0.0000,2,0,10,19,10,0,255,255,20,0,1,1,3,255
2100.0179,11,4,210,0,0,38.5317,38.5317,0,0.0000,2,0,10,19,10,0,255,255,20,0,1,1,3,255
2103.2679,1,2,210,3,1,25.9245,25.9245,0,0.0000,2,0,30,39,10,0,255,255,20,0,3,1,3,255
2103.2679,3,2,210,3,1,37.7322,37.7322,0,0.0000,2,0,30,39,10,0,255,255,20,0,3,1,3,255
2103.2679,4,2,210,3,1,23.3380,23.3380,0,0.0000,2,0,30,39,10,0,255,255,20,0,3,1,3,255
2103.2679,5,2,210,3,1,40.2807,40.2807,0,0.0000,2,0,30,39,10,0,255,255,20,0,3,1,3,255
2103.2679,6,2,210,3,1,50.6097,50.6097,0,0.0000,2,0,30,39,10,0,255,255,20,0,3,1,3,255
2103.2679,7,2,210,3,1,32.3252,32.3252,0,0.0000,2,0,30,39,10,0,255,255,20,0,3,1,3,255
2103.2679,8,2,210,3,1,32.8671,32.8671,0,0.0000,2,0,30,39,10,0,255,255,20,0,3,1,3,255
2103.2679,9,2,210,3,1,28.7663,28.7663,0,0.0000,2,0,30,39,10,0,255,255,20,0,3,1,3,255
2103.2679,10,2,210,3,1,33.8547,33.8547,0,0.0000,2,0,30,39,10,0,255,255,20,0,3,1,3,255
2103.2679,11,2,210,3,1,30.7811,30.7811,0,0.0000,2,0,30,39,10,0,255,255,20,0,3,1,3,255
2103.7679,1,3,210,3,3,23.8737,23.8737,0,0.0000,2,0,40,49,10,0,255,255,20,0,4,1,3,255
2103.7679,2,3,210,3,3,37.7290,37.7290,0,0.0000,2,0,40,49,10,0,255,255,20,0,4,1,3,255
2103.7679,4,3,210,3,3,26.9838,26.9838,0,0.0000,2,0,40,49,10,0,255,255,20,0,4,1,3,255
2103.7679,5,3,210,3,3,32.4594,32.4594,0,0.0000,2,0,40,49,10,0,255,255,20,0,4,1,3,255
2103.7679,6,3,210,3,3,36.4303,36.4303,0,0.0000,2,0,40,49,10,0,255,255,20,0,4,1,3,255
2103.7679,7,3,210,3,3,31.8430,31.8430,0,0.0000,2,0,40,49,10,0,255,255,20,0,4,1,3,255
2103.7679,8,3,210,3,3,34.8123,34.8123,0,0.0000,2,0,40,49,10,0,255,255,20,0,4,1,3,255
2103.7679,9,3,210,3,3,28.6602,28.6602,0,0.0000,2,0,40,49,10,0,255,255,20,0,4,1,3,255
2103.7679,10,3,210,3,3,29.2851,29.2851,0,0.0000,2,0,40,49,10,0,255,255,20,0,4,1,3,255
2103.7679,11,3,210,3,3,31.7952,31.7952,0,0.0000,2,0,40,49,10,0,255,255,20,0,4,1,3,255
2108.0179,1,2,210,8,0,25.9245,25.9245,0,0.0000,2,0,10,19,10,0,255,255,20,0,1,1,3,255
2108.0179,3,2,210,8,0,37.7322,37.7322,0,0.0000,2,0,10,19,10,0,255,255,20,0,1,1,3,255
2108.0179,4,2,210,8,0,23.3380,23.3380,0,0.0000,2,0,10,19,10,0,255,255,20,0,1,1,3,255
2108.0179,5,2,210,8,0,40.2807,40.2807,0,0.0000,2,0,10,19,10,0,255,255,20,0,1,1,3,255
2108.0179,6,2,210,8,0,50.6097,50.6097,0,0.0000,2,0,10,19,10,0,255,255,20,0,1,1,3,255
2108.0179,7,2,210,8,0,32.3252,32.3252,0,0.0000,2,0,10,19,10,0,255,255,20,0,1,1,3,255
2108.0179,8,2,210,8,0,32.8671,32.8671,0,0.0000,2,0,10,19,10,0,255,255,20,0,1,1,3,255
2108.0179,9,2,210,8,0,28.7663,28.7663,0,0.0000,2,0,10,19,10,0,255,255,20,0,1,1,3,255
2108.0179,10,2,210,8,0,33.8547,33.8547,0,0.0000,2,0,10,19,10,0,255,255,20,0,1,1,3,255
2108.0179,11,2,210,8,0,30.7811,30.7811,0,0.0000,2,0,10,19,10,0,255,255,20,0,1,1,3,255
2109.5179,1,4,210,9,2,30.8131,30.8131,0,0.0000,2,0,40,49,10,0,255,255,20,0,4,1,3,255
2109.5179,2,4,210,9,2,23.3341,23.3341,0,0.0000,2,0,40,49,10,0,255,255,20,0,4,1,3,255
2109.5179,3,4,210,9,2,26.9836,26.9836,0,0.0000,2,0,40,49,10,0,255,255,20,0,4,1,3,255
2109.5179,5,4,210,9,2,34.4776,34.4776,0,0.0000,2,0,40,49,10,0,255,255,20,0,4,1,3,255
2109.5179,6,4,210,9,2,19.0594,19.0594,0,0.0000,2,0,40,49,10,0,255,255,20,0,4,1,3,255
2109.5179,7,4,210,9,2,31.0149,31.0149,0,0.0000,2,0,40,49,10,0,255,255,20,0,4,1,3,255
2109.5179,8,4,210,9,2,29.7661,29.7661,0,0.0000,2,0,40,49,10,0,255,255,20,0,4,1,3,255
2109.5179,9,4,210,9,2,33.9741,33.9741,0,0.0000,2,0,40,49,10,0,255,255,20,0,4,1,3,255
2109.5179,10,4,210,9,2,34.5879,34.5879,0,0.0000,2,0,40,49,10,0,255,255,20,0,4,1,3,255
2109.5179,11,4,210,9,2,31.5694,31.5694,0,0.0000,2,0,40,49,10,0,255,255,20,0,4,1,3,255
2116.0179,1,3,211,6,0,23.8737,23.8737,0,0.0000,2,0,20,29,10,0,255,255,20,0,2,1,3,255
2116.0179,2,3,211,6,0,37.7290,37.7290,0,0.0000,2,0,20,29,10,0,255,255,20,0,2,1,3,255
2116.0179,4,3,211,6,0,26.9838,26.9838,0,0.0000,2,0,20,29,10,0,255,255,20,0,2,1,3,255
2116.0179,5,3,211,6,0,32.4594,32.4594,0,0.0000,2,0,20,29,10,0,255,255,20,0,2,1,3,255
2116.0179,6,3,211,6,0,36.4303,36.4303,0,0.0000,2,0,20,29,10,0,255,255,20,0,2,1,3,255
2116.0179,7,3,211,6,0,32.5018,32.5018,0,0.0000,2,0,20,29,10,0,255,255,20,0,2,1,3,255
2116.0179,8,3,211,6,0,34.5629,34.5629,0,0.0000,2,0,20,29,10,0,255,255,20,0,2,1,3,255
2116.0179,9,3,211,6,0,29.1185,29.1185,0,0.0000,2,0,20,29,10,0,255,255,20,0,2,1,3,255
2116.0179,10,3,211,6,0,29.1825,29.1825,0,0.0000,2,0,20,29,10,0,255,255,20,0,2,1,3,255
2116.0179,11,3,211,6,0,31.3962,31.3962,0,0.0000,2,0,20,29,10,0,255,255,20,0,2,1,3,255
2163.2679,1,6,216,3,1,41.8890,41.8890,0,0.0000,2,0,0,9,10,0,255,255,20,0,0,1,3,255
2163.2679,2,6,216,3,1,45.8788,45.8788,0,0.0000,2,0,0,9,10,0,255,255,20,0,0,1,3,255
2163.2679,3,6,216,3,1,25.3975,25.3975,0,0.0000,2,0,0,9,10,0,255,255,20,0,0,1,3,255
2163.2679,4,6,216,3,1,17.1786,17.1786,0,0.0000,2,0,0,9,10,0,255,255,20,0,0,1,3,255
2163.2679,5,6,216,3,1,51.3568,51.3568,0,0.0000,2,0,0,9,10,0,255,255,20,0,0,1,3,255
2163.2679,7,6,216,3,1,30.0957,30.0957,0,0.0000,2,0,0,9,10,0,255,255,20,0,0,1,3,255
2163.2679,8,6,216,3,1,33.5140,33.5140,0,0.0000,2,0,0,9,10,0,255,255,20,0,0,1,3,255
2163.2679,9,6,216,3,1,32.9486,32.9486,0,0.0000,2,0,0,9,10,0,255,255,20,0,0,1,3,255
2163.2679,10,6,216,3,1,26.8511,26.8511,0,0.0000,2,0,0,9,10,0,255,255,20,0,0,1,3,255
2163.2679,11,6,216,3,1,34.9861,34.9861,0,0.0000,2,0,0,9,10,0,255,255,20,0,0,1,3,255
2169.0179,1,6,216,9,0,41.8890,41.8890,0,0.0000,2,0,30,39,10,0,255,255,20,0,3,1,3,255
2169.0179,2,6,216,9,0,45.8788,45.8788,0,0.0000,2,0,30,39,10,0,255,255,20,0,3,1,3,255
2169.0179,3,6,216,9,0,25.3975,25.3975,0,0.0000,2,0,30,39,10,0,255,255,20,0,3,1,3,255
2169.0179,4,6,216,9,0,17.1786,17.1786,0,0.0000,2,0,30,39,10,0,255,255,20,0,3,1,3,255
2169.0179,5,6,216,9,0,51.3568,51.3568,0,0.0000,2,0,30,39,10,0,255,255,20,0,3,1,3,255
2169.0179,7,6,216,9,0,32.6073,32.6073,0,0.0000,2,0,30,39,10,0,255,255,20,0,3,1,3,255
2169.0179,8,6,216,9,0,39.1959,39.1959,0,0.0000,2,0,30,39,10,0,255,255,20,0,3,1,3,255
2169.0179,9,6,216,9,0,37.4719,37.4719,0,0.0000,2,0,30,39,10,0,255,255,20,0,3,1,3,255
2169.0179,10,6,216,9,0,28.4148,28.4148,0,0.0000,2,0,30,39,10,0,255,255,20,0,3,1,3,255
2169.0179,11,6,216,9,0,26.4085,26.4085,0,0.0000,2,0,30,39,10,0,255,255,20,0,3,1,3,255
2200.0179,1,4,220,0,0,19.8078,19.8078,0,0.0000,2,0,10,19,10,0,255,255,20,0,1,1,3,255
2200.0179,2,4,220,0,0,23.3343,23.3343,0,0.0000,2,0,10,19,10,0,255,255,20,0,1,1,3,255
2200.0179,3,4,220,0,0,27.4837,27.4837,0,0.0000,2,0,10,19,10,0,255,255,20,0,1,1,3,255
2200.0179,5,4,220,0,0,38.2769,38.2769,0,0.0000,2,0,10,19,10,0,255,255,20,0,1,1,3,255
2200.0179,6,4,220,0,0,17.1729,17.1729,0,0.0000,2,0,10,19,10,0,255,255,20,0,1,1,3,255
2200.0179,7,4,220,0,0,31.2738,31.2738,0,0.0000,2,0,10,19,10,0,255,255,20,0,1,1,3,255
2200.0179,8,4,220,0,0,29.4412,29.4412,0,0.0000,2,0,10,19,10,0,255,255,20,0,1,1,3,255
2200.0179,9,4,220,0,0,37.9727,37.9727,0,0.0000,2,0,10,19,10,0,255,255,20,0,1,1,3,255
2200.0179,10,4,220,0,0,36.9230,36.9230,0,0.0000,2,0,10,19,10,0,255,255,20,0,1,1,3,255
2200.0179,11,4,220,0,0,32.8883,32.8883,0,0.0000,2,0,10,19,10,0,255,255,20,0,1,1,3,255
2203.2679,1,2,220,3,1,26.2048,26.2048,0,0.0000,2,0,30,39,10,0,255,255,20,0,3,1,3,255
2203.2679,3,2,220,3,1,40.2353,40.2353,0,0.0000,2,0,30,39,10,0,255,255,20,0,3,1,3,255
2203.2679,4,2,220,3,1,23.3380,23.3380,0,0.0000,2,0,30,39,10,0,255,255,20,0,3,1,3,255
2203.2679,5,2,220,3,1,39.1361,39.1361,0,0.0000,2,0,30,39,10,0,255,255,20,0,3,1,3,255
2203.2679,6,2,220,3,1,45.9119,45.9119,0,0.0000,2,0,30,39,10,0,255,255,20,0,3,1,3,255
2203.2679,7,2,220,3,1,33.1408,33.1408,0,0.0000,2,0,30,39,10,0,255,255,20,0,3,1,3,255
2203.2679,8,2,220,3,1,35.6712,35.6712,0,0.0000,2,0,30,39,10,0,255,255,20,0,3,1,3,255
2203.2679,9,2,220,3,1,28.0071,28.0071,0,0.0000,2,0,30,39,10,0,255,255,20,0,3,1,3,255
2203.2679,10,2,220,3,1,37.0085,37.0085,0,0.0000,2,0,30,39,10,0,255,255,20,0,3,1,3,255
2203.2679,11,2,220,3,1,32.5431,32.5431,0,0.0000,2,0,30,39,10,0,255,255,20,0,3,1,3,255
2203.7679,1,3,220,3,3,23.8503,23.8503,0,0.0000,2,0,40,49,10,0,255,255,20,0,4,1,3,255
2203.7679,2,3,220,3,3,40.2304,40.2304,0,0.0000,2,0,40,49,10,0,255,255,20,0,4,1,3,255
2203.7679,4,3,220,3,3,27.4839,27.4839,0,0.0000,2,0,40,49,10,0,255,255,20,0,4,1,3,255
2203.7679,5,3,220,3,3,29.1784,29.1784,0,0.0000,2,0,40,49,10,0,255,255,20,0,4,1,3,255
2203.7679,6,3,220,3,3,25.3955,25.3955,0,0.0000,2,0,40,49,10,0,255,255,20,0,4,1,3,255
2203.7679,7,3,220,3,3,35.1842,35.1842,0,0.0000,2,0,40,49,10,0,255,255,20,0,4,1,3,255
2203.7679,8,3,220,3,3,31.2854,31.2854,0,0.0000,2,0,40,49,10,0,255,255,20,0,4,1,3,255
2203.7679,9,3,220,3,3,29.2476,29.2476,0,0.0000,2,0,40,49,10,0,255,255,20,0,4,1,3,255
2203.7679,10,3,220,3,3,28.5876,28.5876,0,0.0000,2,0,40,49,10,0,255,255,20,0,4,1,3,255
2203.7679,11,3,220,3,3,28.6416,28.6416,0,0.0000,2,0,40,49,10,0,255,255,20,0,4,1,3,255
2207.7679,2,1,220,7,3,26.2028,26.2028,0,0.0000,2,0,10,19,10,0,255,255,20,0,1,1,3,255
2207.7679,3,1,220,7,3,23.8501,23.8501,0,0.0000,2,0,10,19,10,0,255,255,20,0,1,1,3,255
2207.7679,4,1,220,7,3,20.4724,20.4724,0,0.0000,2,0,10,19,10,0,255,255,20,0,1,1,3,255
2207.7679,5,1,220,7,3,26.1736,26.1736,0,0.0000,2,0,10,19,10,0,255,255,20,0,1,1,3,255
2207.7679,6,1,220,7,3,27.3300,27.3300,0,0.0000,2,0,10,19,10,0,255,255,20,0,1,1,3,255
2207.7679,7,1,220,7,3,33.8811,33.8811,0,0.0000,2,0,10,19,10,0,255,255,20,0,1,1,3,255
2207.7679,8,1,220,7,3,31.6845,31.6845,0,0.0000,2,0,10,19,10,0,255,255,20,0,1,1,3,255
2207.7679,9,1,220,7,3,34.8477,34.8477,0,0.0000,2,0,10,19,10,0,255,255,20,0,1,1,3,255
2207.7679,10,1,220,7,3,34.5630,34.5630,0,0.0000,2,0,10,19,10,0,255,255,20,0,1,1,3,255
2207.7679,11,1,220,7,3,31.6082,31.6082,0,0.0000,2,0,10,19,10,0,255,255,20,0,1,1,3,255
2208.0179,1,2,220,8,0,26.2048,26.2048,0,0.0000,2,0,10,19,10,0,255,255,20,0,1,1,3,255
2208.0179,3,2,220,8,0,40.2353,40.2353,0,0.0000,2,0,10,19,10,0,255,255,20,0,1,1,3,255
2208.0179,4,2,220,8,0,23.3380,23.3380,0,0.0000,2,0,10,19,10,0,255,255,20,0,1,1,3,255
2208.0179,5,2,220,8,0,39.1361,39.1361,0,0.0000,2,0,10,19,10,0,255,255,20,0,1,1,3,255
2208.0179,6,2,220,8,0,45.9119,45.9119,0,0.0000,2,0,10,19,10,0,255,255,20,0,1,1,3,255
2208.0179,7,2,220,8,0,33.1408,33.1408,0,0.0000,2,0,10,19,10,0,255,255,20,0,1,1,3,255
2208.0179,8,2,220,8,0,35.6712,35.6712,0,0.0000,2,0,10,19,10,0,255,255,20,0,1,1,3,255
2208.0179,9,2,220,8,0,28.0071,28.0071,0,0.0000,2,0,10,19,10,0,255,255,20,0,1,1,3,255
2208.0179,10,2,220,8,0,37.0085,37.0085,0,0.0000,2,0,10,19,10,0,255,255,20,0,1,1,3,255
2208.0179,11,2,220,8,0,32.5431,32.5431,0,0.0000,2,0,10,19,10,0,255,255,20,0,1,1,3,255
2209.5179,1,4,220,9,2,19.8078,19.8078,0,0.0000,2,0,40,49,10,0,255,255,20,0,4,1,3,255
2209.5179,2,4,220,9,2,23.3343,23.3343,0,0.0000,2,0,40,49,10,0,255,255,20,0,4,1,3,255
2209.5179,3,4,220,9,2,27.4837,27.4837,0,0.0000,2,0,40,49,10,0,255,255,20,0,4,1,3,255
2209.5179,5,4,220,9,2,38.2769,38.2769,0,0.0000,2,0,40,49,10,0,255,255,20,0,4,1,3,255
2209.5179,6,4,220,9,2,17.1729,17.1729,0,0.0000,2,0,40,49,10,0,255,255,20,0,4,1,3,255
2209.5179,7,4,220,9,2,31.2738,31.2738,0,0.0000,2,0,40,49,10,0,255,255,20,0,4,1,3,255
2209.5179,8,4,220,9,2,29.4412,29.4412,0,0.0000,2,0,40,49,10,0,255,255,20,0,4,1,3,255
2209.5179,9,4,220,9,2,37.9727,37.9727,0,0.0000,2,0,40,49,10,0,255,255,20,0,4,1,3,255
2209.5179,10,4,220,9,2,36.9230,36.9230,0,0.0000,2,0,40,49,10,0,255,255,20,0,4,1,3,255
2209.5179,11,4,220,9,2,32.8883,32.8883,0,0.0000,2,0,40,49,10,0,255,255,20,0,4,1,3,255
2213.5179,2,1,221,3,2,26.3215,26.3215,0,0.0000,2,0,10,19,10,0,255,255,20,0,1,1,3,255
2213.5179,3,1,221,3,2,23.8501,23.8501,0,0.0000,2,0,10,19,10,0,255,255,20,0,1,1,3,255
2213.5179,4,1,221,3,2,30.8862,30.8862,0,0.0000,2,0,10,19,10,0,255,255,20,0,1,1,3,255
2213.5179,5,1,221,3,2,26.1737,26.1737,0,0.0000,2,0,10,19,10,0,255,255,20,0,1,1,3,255
