time_s,vehicle_id,event_type,source_id,distance_m,heading_diff_deg,lane_before,lane_after,target_speed_mps
26.4048,veh11,lane0_slowdown,2,73.7962,0,0,0,4.86
26.6048,veh11,lane0_slowdown,2,71.3323,0,0,0,4.86
26.8048,veh11,lane0_slowdown,2,68.46,0,0,0,4.86
27.0048,veh11,lane0_slowdown,2,65.3376,0,0,0,4.86
27.1898,veh11,lane0_slowdown,2,61.7352,0,0,0,4.86
27.3898,veh11,lane0_slowdown,2,58.6267,0,0,0,4.86
27.5898,veh11,lane0_slowdown,2,55.4772,0,0,0,4.86
27.7898,veh11,lane0_slowdown,2,52.3431,0,0,0,4.86
27.9898,veh11,lane0_slowdown,2,49.2013,0,0,0,4.86
28.1998,veh11,lane0_slowdown,2,46.0498,0,0,0,4.86
28.3998,veh11,lane0_slowdown,2,42.9244,0,0,0,4.86
28.5998,veh11,lane0_slowdown,2,39.7904,0,0,0,4.86
28.7976,veh11,lane0_slowdown,2,36.6513,0,0,0,4.86
28.9976,veh11,lane0_slowdown,2,33.5038,0,0,0,4.86
29.1976,veh11,lane0_slowdown,2,30.3784,0,0,0,4.86
29.3976,veh11,lane0_slowdown,2,27.2744,0,0,0,4.86
29.5976,veh11,lane0_slowdown,2,24.194,0,0,0,4.86
29.7976,veh11,lane0_slowdown,2,21.0744,0,0,0,4.86
29.9971,veh11,lane0_slowdown,2,17.9647,0,0,0,4.86
30.1971,veh11,lane0_slowdown,2,14.8558,0,0,0,4.86
30.3971,veh11,lane0_slowdown,2,11.7758,0,0,0,4.86
30.5971,veh11,lane0_slowdown,2,8.77427,0,0,0,4.86
30.8001,veh11,lane0_slowdown,2,6.32574,0,0,0,4.86
31.0001,veh11,lane0_slowdown,2,3.85752,0,0,0,4.86
31.2001,veh11,lane0_slowdown,2,3.07477,0,0,0,4.86
31.3001,veh11,lane0_slowdown,2,8.15423,13.1,0,0,4.86
31.4001,veh11,lane0_slowdown,2,4.92924,9.85438,0,0,4.86
31.5001,veh11,lane0_slowdown,2,6.25552,14.7015,0,0,4.86
31.6001,veh11,lane0_slowdown,2,7.6515,20.8939,0,0,4.86
31.7001,veh11,lane0_slowdown,2,9.11751,19.4336,0,0,4.86
31.8001,veh11,lane0_slowdown,2,10.6225,17.9762,0,0,4.86
31.9001,veh11,lane0_slowdown,2,12.1182,16.4937,0,0,4.86
32.1001,veh11,lane0_slowdown,2,15.1872,13.5883,0,0,4.86
32.2923,veh11,lane0_slowdown,2,18.7444,12.1265,0,0,4.86
32.4923,veh11,lane0_slowdown,2,21.8577,9.27986,0,0,4.86
32.6923,veh11,lane0_slowdown,2,24.9701,0.00115084,0,0,4.86
32.8923,veh11,lane0_slowdown,2,28.0134,1.50115,0,0,4.86
32.9923,veh11,lane0_slowdown,2,29.1237,16.2012,0,0,4.86
33.0923,veh11,lane0_slowdown,2,30.2955,31.8012,0,0,4.86
