time_s,vehicle_id,event_type,source_id,distance_m,heading_diff_deg,lane_before,lane_after,target_speed_mps
27.1898,veh17,lane0_slowdown,2,73.9801,0,0,0,5.555
27.3898,veh17,lane0_slowdown,2,71.8086,0,0,0,5.555
27.5898,veh17,lane0_slowdown,2,69.2212,0,0,0,5.555
27.7898,veh17,lane0_slowdown,2,66.2902,0,0,0,5.555
27.9898,veh17,lane0_slowdown,2,63.3093,0,0,0,5.555
28.1998,veh17,lane0_slowdown,2,60.2949,0,0,0,5.555
28.3998,veh17,lane0_slowdown,2,63.0393,9.54581,0,0,5.555
28.5998,veh17,lane0_slowdown,2,59.8913,12.909,0,0,5.555
28.7976,veh17,lane0_slowdown,2,56.7494,16.2897,0,0,5.555
28.9976,veh17,lane0_slowdown,2,53.6,19.6121,0,0,5.555
29.1976,veh17,lane0_slowdown,2,50.4864,22.9191,0,0,5.555
29.3976,veh17,lane0_slowdown,2,47.3887,33.6988,0,0,5.555
29.5976,veh17,lane0_slowdown,2,44.3064,33.6988,0,0,5.555
29.7976,veh17,lane0_slowdown,2,41.2193,33.6988,0,0,5.555
29.9971,veh17,lane0_slowdown,2,38.1512,33.6988,0,0,5.555
30.1971,veh17,lane0_slowdown,2,35.0902,33.6988,0,0,5.555
30.3971,veh17,lane0_slowdown,2,32.068,33.6988,0,0,5.555
30.5971,veh17,lane0_slowdown,2,29.0931,33.6988,0,0,5.555
30.8001,veh17,lane0_slowdown,2,26.7005,33.6988,0,0,5.555
31.0001,veh17,lane0_slowdown,2,23.8764,33.6988,0,0,5.555
31.2001,veh17,lane0_slowdown,2,21.164,33.6988,0,0,5.555
31.3001,veh17,lane0_slowdown,2,15.3765,20.5988,0,0,5.555
31.4001,veh17,lane0_slowdown,2,13.9177,13.9988,0,0,5.555
31.5001,veh17,lane0_slowdown,2,12.4702,7.69885,0,0,5.555
31.6001,veh17,lane0_slowdown,2,11.0178,0.00115084,0,0,5.555
31.7001,veh17,lane0_slowdown,2,9.5892,0.00115084,0,0,5.555
31.8001,veh17,lane0_slowdown,2,8.17068,0.00115084,0,0,5.555
31.9001,veh17,lane0_slowdown,2,6.81148,0.00115084,0,0,5.555
32.1001,veh17,lane0_slowdown,2,4.32289,0.00115084,0,0,5.555
32.2923,veh17,lane0_slowdown,2,3.03146,0.00115084,0,0,5.555
