time_ms,imsi,rnti,frame,subframe,slot,sym_start,sym_len,subchannel_size,rb_start,rb_len,harq_id,ndi,rv,src_l2_id,dst_l2_id,csi_req,cast_type,resource_reselection_counter,c_reselection_counter
2606.5000,1,1,260,6,2,1,12,10,20,10,2,1,0,1,255,0,0,36,630
2610.5000,2,2,261,0,2,1,12,10,20,10,1,0,2,2,255,0,0,39,615
2612.5000,2,2,261,2,2,1,12,10,40,10,1,0,3,2,255,0,0,39,615
2614.5000,2,2,261,4,2,1,12,10,10,10,1,0,1,2,255,0,0,39,615
2615.5000,1,1,261,5,2,1,12,10,30,10,2,0,2,1,255,0,0,36,630
2616.2500,1,1,261,6,1,1,12,10,40,10,2,0,3,1,255,0,0,36,630
2618.2500,1,1,261,8,1,1,12,10,30,10,2,0,1,1,255,0,0,36,630
2619.0000,2,2,261,9,0,1,12,10,10,10,1,0,0,2,255,0,0,38,614
2622.2500,1,1,262,2,1,1,12,10,10,10,2,0,0,1,255,0,0,35,629
2706.5000,2,2,270,6,2,1,12,10,20,10,2,1,0,2,255,0,0,34,610
2710.5000,2,2,271,0,2,1,12,10,20,10,2,0,2,2,255,0,0,34,610
2712.5000,2,2,271,2,2,1,12,10,40,10,2,0,3,2,255,0,0,34,610
2714.5000,2,2,271,4,2,1,12,10,10,10,2,0,1,2,255,0,0,34,610
2719.0000,2,2,271,9,0,1,12,10,10,10,2,0,0,2,255,0,0,33,609
2760.0000,3,3,276,0,0,1,12,10,40,10,2,1,0,3,255,0,0,35,620
2761.2500,3,3,276,1,1,1,12,10,10,10,2,0,2,3,255,0,0,35,620
2767.7500,3,3,276,7,3,1,12,10,0,10,2,0,3,3,255,0,0,35,620
2770.0000,3,3,277,0,0,1,12,10,10,10,2,0,1,3,255,0,0,35,620
2772.5000,3,3,277,2,2,1,12,10,30,10,2,0,0,3,255,0,0,34,619
2806.5000,2,2,280,6,2,1,12,10,20,10,3,1,0,2,255,0,0,29,605
2810.5000,2,2,281,0,2,1,12,10,20,10,3,0,2,2,255,0,0,29,605
2812.5000,2,2,281,2,2,1,12,10,40,10,3,0,3,2,255,0,0,29,605
2814.5000,2,2,281,4,2,1,12,10,10,10,3,0,1,2,255,0,0,29,605
2819.0000,2,2,281,9,0,1,12,10,10,10,3,0,0,2,255,0,0,28,604
2906.5000,2,2,290,6,2,1,12,10,20,10,0,1,0,2,255,0,0,24,600
2906.5000,1,1,290,6,2,1,12,10,20,10,1,1,0,1,255,0,0,21,615
2910.5000,2,2,291,0,2,1,12,10,20,10,0,0,2,2,255,0,0,24,600
2912.5000,2,2,291,2,2,1,12,10,40,10,0,0,3,2,255,0,0,24,600
2914.5000,2,2,291,4,2,1,12,10,10,10,0,0,1,2,255,0,0,24,600
2915.5000,1,1,291,5,2,1,12,10,30,10,1,0,2,1,255,0,0,21,615
2916.2500,1,1,291,6,1,1,12,10,40,10,1,0,3,1,255,0,0,21,615
2918.2500,1,1,291,8,1,1,12,10,30,10,1,0,1,1,255,0,0,21,615
2919.0000,2,2,291,9,0,1,12,10,10,10,0,0,0,2,255,0,0,23,599
2922.2500,1,1,292,2,1,1,12,10,10,10,1,0,0,1,255,0,0,20,614
3006.5000,2,2,300,6,2,1,12,10,20,10,1,1,0,2,255,0,0,19,595
3010.5000,2,2,301,0,2,1,12,10,20,10,1,0,2,2,255,0,0,19,595
3012.5000,2,2,301,2,2,1,12,10,40,10,1,0,3,2,255,0,0,19,595
3014.5000,2,2,301,4,2,1,12,10,10,10,1,0,1,2,255,0,0,19,595
3019.0000,2,2,301,9,0,1,12,10,10,10,1,0,0,2,255,0,0,18,594
3060.0000,3,3,306,0,0,1,12,10,40,10,1,1,0,3,255,0,0,20,605
3061.2500,3,3,306,1,1,1,12,10,10,10,1,0,2,3,255,0,0,20,605
3067.7500,3,3,306,7,3,1,12,10,0,10,1,0,3,3,255,0,0,20,605
3070.0000,3,3,307,0,0,1,12,10,10,10,1,0,1,3,255,0,0,20,605
3072.5000,3,3,307,2,2,1,12,10,30,10,1,0,0,3,255,0,0,19,604
3106.5000,2,2,310,6,2,1,12,10,20,10,2,1,0,2,255,0,0,14,590
3110.5000,2,2,311,0,2,1,12,10,20,10,2,0,2,2,255,0,0,14,590
3112.5000,2,2,311,2,2,1,12,10,40,10,2,0,3,2,255,0,0,14,590
3114.5000,2,2,311,4,2,1,12,10,10,10,2,0,1,2,255,0,0,14,590
3119.0000,2,2,311,9,0,1,12,10,10,10,2,0,0,2,255,0,0,13,589
3206.5000,2,2,320,6,2,1,12,10,20,10,3,1,0,2,255,0,0,9,585
3206.5000,1,1,320,6,2,1,12,10,20,10,0,1,0,1,255,0,0,6,600
3210.5000,2,2,321,0,2,1,12,10,20,10,3,0,2,2,255,0,0,9,585
3212.5000,2,2,321,2,2,1,12,10,40,10,3,0,3,2,255,0,0,9,585
3214.5000,2,2,321,4,2,1,12,10,10,10,3,0,1,2,255,0,0,9,585
3215.5000,1,1,321,5,2,1,12,10,30,10,0,0,2,1,255,0,0,6,600
3216.2500,1,1,321,6,1,1,12,10,40,10,0,0,3,1,255,0,0,6,600
3218.2500,1,1,321,8,1,1,12,10,30,10,0,0,1,1,255,0,0,6,600
3219.0000,2,2,321,9,0,1,12,10,10,10,3,0,0,2,255,0,0,8,584
3222.2500,1,1,322,2,1,1,12,10,10,10,0,0,0,1,255,0,0,5,599
3306.5000,2,2,330,6,2,1,12,10,20,10,0,1,0,2,255,0,0,4,580
3310.5000,2,2,331,0,2,1,12,10,20,10,0,0,2,2,255,0,0,4,580
3312.5000,2,2,331,2,2,1,12,10,40,10,0,0,3,2,255,0,0,4,580
3314.5000,2,2,331,4,2,1,12,10,10,10,0,0,1,2,255,0,0,4,580
3319.0000,2,2,331,9,0,1,12,10,10,10,0,0,0,2,255,0,0,3,579
3360.0000,3,3,336,0,0,1,12,10,40,10,0,1,0,3,255,0,0,5,590
3361.2500,3,3,336,1,1,1,12,10,10,10,0,0,2,3,255,0,0,5,590
3367.7500,3,3,336,7,3,1,12,10,0,10,0,0,3,3,255,0,0,5,590
3370.0000,3,3,337,0,0,1,12,10,10,10,0,0,1,3,255,0,0,5,590
3372.5000,3,3,337,2,2,1,12,10,30,10,0,0,0,3,255,0,0,4,589
3412.7500,2,2,341,2,3,1,12,10,20,10,1,1,0,2,255,0,0,41,419
3414.7500,2,2,341,4,3,1,12,10,40,10,1,0,2,2,255,0,0,41,419
3417.2500,2,2,341,7,1,1,12,10,20,10,1,0,3,2,255,0,0,41,419
3417.7500,2,2,341,7,3,1,12,10,10,10,1,0,1,2,255,0,0,41,419
3419.2500,2,2,341,9,1,1,12,10,20,10,1,0,0,2,255,0,0,40,418
3503.2500,1,1,350,3,1,1,12,10,40,10,3,1,0,1,255,0,0,59,671
3503.5000,1,1,350,3,2,1,12,10,30,10,3,0,2,1,255,0,0,59,671
3505.0000,1,1,350,5,0,1,12,10,10,10,3,0,3,1,255,0,0,59,671
3511.0000,1,1,351,1,0,1,12,10,10,10,3,0,1,1,255,0,0,59,671
3512.7500,2,2,351,2,3,1,12,10,20,10,2,1,0,2,255,0,0,36,414
3514.7500,2,2,351,4,3,1,12,10,40,10,2,0,2,2,255,0,0,36,414
3516.5000,1,1,351,6,2,1,12,10,10,10,3,0,0,1,255,0,0,58,670
3517.2500,2,2,351,7,1,1,12,10,20,10,2,0,3,2,255,0,0,36,414
3517.7500,2,2,351,7,3,1,12,10,10,10,2,0,1,2,255,0,0,36,414
3519.2500,2,2,351,9,1,1,12,10,20,10,2,0,0,2,255,0,0,35,413
3612.7500,2,2,361,2,3,1,12,10,20,10,3,1,0,2,255,0,0,31,409
3614.7500,2,2,361,4,3,1,12,10,40,10,3,0,2,2,255,0,0,31,409
3617.2500,2,2,361,7,1,1,12,10,20,10,3,0,3,2,255,0,0,31,409
3617.7500,2,2,361,7,3,1,12,10,10,10,3,0,1,2,255,0,0,31,409
3619.2500,2,2,361,9,1,1,12,10,20,10,3,0,0,2,255,0,0,30,408
3657.0000,3,3,365,7,0,1,12,10,40,10,3,1,0,3,255,0,0,22,310
3657.2500,3,3,365,7,1,1,12,10,20,10,3,0,2,3,255,0,0,22,310
3663.5000,3,3,366,3,2,1,12,10,30,10,3,0,3,3,255,0,0,22,310
3666.7500,3,3,366,6,3,1,12,10,10,10,3,0,1,3,255,0,0,22,310
3670.0000,3,3,367,0,0,1,12,10,0,10,3,0,0,3,255,0,0,21,309
3712.7500,2,2,371,2,3,1,12,10,20,10,0,1,0,2,255,0,0,26,404
3714.7500,2,2,371,4,3,1,12,10,40,10,0,0,2,2,255,0,0,26,404
3717.2500,2,2,371,7,1,1,12,10,20,10,0,0,3,2,255,0,0,26,404
3717.7500,2,2,371,7,3,1,12,10,10,10,0,0,1,2,255,0,0,26,404
3719.2500,2,2,371,9,1,1,12,10,20,10,0,0,0,2,255,0,0,25,403
3757.0000,3,3,375,7,0,1,12,10,40,10,0,1,0,3,255,0,0,17,305
3757.2500,3,3,375,7,1,1,12,10,20,10,0,0,2,3,255,0,0,17,305
3763.5000,3,3,376,3,2,1,12,10,30,10,0,0,3,3,255,0,0,17,305
3766.7500,3,3,376,6,3,1,12,10,10,10,0,0,1,3,255,0,0,17,305
3770.0000,3,3,377,0,0,1,12,10,0,10,0,0,0,3,255,0,0,16,304
3803.2500,1,1,380,3,1,1,12,10,40,10,2,1,0,1,255,0,0,44,656
3803.5000,1,1,380,3,2,1,12,10,30,10,2,0,2,1,255,0,0,44,656
3805.0000,1,1,380,5,0,1,12,10,10,10,2,0,3,1,255,0,0,44,656
3811.0000,1,1,381,1,0,1,12,10,10,10,2,0,1,1,255,0,0,44,656
3812.7500,2,2,381,2,3,1,12,10,20,10,1,1,0,2,255,0,0,21,399
3814.7500,2,2,381,4,3,1,12,10,40,10,1,0,2,2,255,0,0,21,399
3816.5000,1,1,381,6,2,1,12,10,10,10,2,0,0,1,255,0,0,43,655
3817.2500,2,2,381,7,1,1,12,10,20,10,1,0,3,2,255,0,0,21,399
3817.7500,2,2,381,7,3,1,12,10,10,10,1,0,1,2,255,0,0,21,399
3819.2500,2,2,381,9,1,1,12,10,20,10,1,0,0,2,255,0,0,20,398
3857.0000,3,3,385,7,0,1,12,10,40,10,1,1,0,3,255,0,0,12,300
3857.2500,3,3,385,7,1,1,12,10,20,10,1,0,2,3,255,0,0,12,300
3863.5000,3,3,386,3,2,1,12,10,30,10,1,0,3,3,255,0,0,12,300
3866.7500,3,3,386,6,3,1,12,10,10,10,1,0,1,3,255,0,0,12,300
3870.0000,3,3,387,0,0,1,12,10,0,10,1,0,0,3,255,0,0,11,299
3912.7500,2,2,391,2,3,1,12,10,20,10,2,1,0,2,255,0,0,16,394
3914.7500,2,2,391,4,3,1,12,10,40,10,2,0,2,2,255,0,0,16,394
3917.2500,2,2,391,7,1,1,12,10,20,10,2,0,3,2,255,0,0,16,394
3917.7500,2,2,391,7,3,1,12,10,10,10,2,0,1,2,255,0,0,16,394
3919.2500,2,2,391,9,1,1,12,10,20,10,2,0,0,2,255,0,0,15,393
3957.0000,3,3,395,7,0,1,12,10,40,10,2,1,0,3,255,0,0,7,295
3957.2500,3,3,395,7,1,1,12,10,20,10,2,0,2,3,255,0,0,7,295
3963.5000,3,3,396,3,2,1,12,10,30,10,2,0,3,3,255,0,0,7,295
3966.7500,3,3,396,6,3,1,12,10,10,10,2,0,1,3,255,0,0,7,295
3970.0000,3,3,397,0,0,1,12,10,0,10,2,0,0,3,255,0,0,6,294
4012.7500,2,2,401,2,3,1,12,10,20,10,3,1,0,2,255,0,0,11,389
4014.7500,2,2,401,4,3,1,12,10,40,10,3,0,2,2,255,0,0,11,389
4017.2500,2,2,401,7,1,1,12,10,20,10,3,0,3,2,255,0,0,11,389
4017.7500,2,2,401,7,3,1,12,10,10,10,3,0,1,2,255,0,0,11,389
4019.2500,2,2,401,9,1,1,12,10,20,10,3,0,0,2,255,0,0,10,388
4057.0000,3,3,405,7,0,1,12,10,40,10,3,1,0,3,255,0,0,2,290
4057.2500,3,3,405,7,1,1,12,10,20,10,3,0,2,3,255,0,0,2,290
4063.5000,3,3,406,3,2,1,12,10,30,10,3,0,3,3,255,0,0,2,290
4066.7500,3,3,406,6,3,1,12,10,10,10,3,0,1,3,255,0,0,2,290
4070.0000,3,3,407,0,0,1,12,10,0,10,3,0,0,3,255,0,0,1,289
4103.2500,1,1,410,3,1,1,12,10,40,10,1,1,0,1,255,0,0,29,641
4103.5000,1,1,410,3,2,1,12,10,30,10,1,0,2,1,255,0,0,29,641
4105.0000,1,1,410,5,0,1,12,10,10,10,1,0,3,1,255,0,0,29,641
4111.0000,1,1,411,1,0,1,12,10,10,10,1,0,1,1,255,0,0,29,641
4112.7500,2,2,411,2,3,1,12,10,20,10,0,1,0,2,255,0,0,6,384
4114.7500,2,2,411,4,3,1,12,10,40,10,0,0,2,2,255,0,0,6,384
4116.5000,1,1,411,6,2,1,12,10,10,10,1,0,0,1,255,0,0,28,640
4117.2500,2,2,411,7,1,1,12,10,20,10,0,0,3,2,255,0,0,6,384
4117.7500,2,2,411,7,3,1,12,10,10,10,0,0,1,2,255,0,0,6,384
4119.2500,2,2,411,9,1,1,12,10,20,10,0,0,0,2,255,0,0,5,383
4173.5000,3,3,417,3,2,1,12,10,10,10,1,1,0,3,255,0,0,55,586
4174.2500,3,3,417,4,1,1,12,10,30,10,1,0,2,3,255,0,0,55,586
4179.7500,3,3,417,9,3,1,12,10,40,10,1,0,3,3,255,0,0,55,586
4184.2500,3,3,418,4,1,1,12,10,40,10,1,0,1,3,255,0,0,55,586
4189.2500,3,3,418,9,1,1,12,10,40,10,1,0,0,3,255,0,0,54,585
4212.7500,2,2,421,2,3,1,12,10,20,10,1,1,0,2,255,0,0,1,379
4214.7500,2,2,421,4,3,1,12,10,40,10,1,0,2,2,255,0,0,1,379
4217.2500,2,2,421,7,1,1,12,10,20,10,1,0,3,2,255,0,0,1,379
4217.7500,2,2,421,7,3,1,12,10,10,10,1,0,1,2,255,0,0,1,379
4219.2500,2,2,421,9,1,1,12,10,20,10,1,0,0,2,255,0,0,0,378
4273.5000,3,3,427,3,2,1,12,10,10,10,2,1,0,3,255,0,0,50,581
4274.2500,3,3,427,4,1,1,12,10,30,10,2,0,2,3,255,0,0,50,581
4279.7500,3,3,427,9,3,1,12,10,40,10,2,0,3,3,255,0,0,50,581
4284.2500,3,3,428,4,1,1,12,10,40,10,2,0,1,3,255,0,0,50,581
4289.2500,3,3,428,9,1,1,12,10,40,10,2,0,0,3,255,0,0,49,580
4304.5000,2,2,430,4,2,1,12,10,30,10,2,1,0,2,255,0,0,29,326
4310.7500,2,2,431,0,3,1,12,10,30,10,2,0,2,2,255,0,0,29,326
4312.5000,2,2,431,2,2,1,12,10,30,10,2,0,3,2,255,0,0,29,326
4315.5000,2,2,431,5,2,1,12,10,30,10,2,0,1,2,255,0,0,29,326
4315.7500,2,2,431,5,3,1,12,10,0,10,2,0,0,2,255,0,0,28,325
4373.5000,3,3,437,3,2,1,12,10,10,10,3,1,0,3,255,0,0,45,576
4374.2500,3,3,437,4,1,1,12,10,30,10,3,0,2,3,255,0,0,45,576
4379.7500,3,3,437,9,3,1,12,10,40,10,3,0,3,3,255,0,0,45,576
4384.2500,3,3,438,4,1,1,12,10,40,10,3,0,1,3,255,0,0,45,576
4389.2500,3,3,438,9,1,1,12,10,40,10,3,0,0,3,255,0,0,44,575
4403.2500,1,1,440,3,1,1,12,10,40,10,0,1,0,1,255,0,0,14,626
4403.5000,1,1,440,3,2,1,12,10,30,10,0,0,2,1,255,0,0,14,626
4404.5000,2,2,440,4,2,1,12,10,30,10,3,1,0,2,255,0,0,24,321
4405.0000,1,1,440,5,0,1,12,10,10,10,0,0,3,1,255,0,0,14,626
4410.7500,2,2,441,0,3,1,12,10,30,10,3,0,2,2,255,0,0,24,321
4411.0000,1,1,441,1,0,1,12,10,10,10,0,0,1,1,255,0,0,14,626
4412.5000,2,2,441,2,2,1,12,10,30,10,3,0,3,2,255,0,0,24,321
4415.5000,2,2,441,5,2,1,12,10,30,10,3,0,1,2,255,0,0,24,321
4415.7500,2,2,441,5,3,1,12,10,0,10,3,0,0,2,255,0,0,23,320
4416.5000,1,1,441,6,2,1,12,10,10,10,0,0,0,1,255,0,0,13,625
4504.5000,2,2,450,4,2,1,12,10,30,10,0,1,0,2,255,0,0,19,316
4510.7500,2,2,451,0,3,1,12,10,30,10,0,0,2,2,255,0,0,19,316
4512.5000,2,2,451,2,2,1,12,10,30,10,0,0,3,2,255,0,0,19,316
4515.5000,2,2,451,5,2,1,12,10,30,10,0,0,1,2,255,0,0,19,316
4515.7500,2,2,451,5,3,1,12,10,0,10,0,0,0,2,255,0,0,18,315
4604.5000,2,2,460,4,2,1,12,10,30,10,1,1,0,2,255,0,0,14,311
4610.7500,2,2,461,0,3,1,12,10,30,10,1,0,2,2,255,0,0,14,311
4612.5000,2,2,461,2,2,1,12,10,30,10,1,0,3,2,255,0,0,14,311
4615.5000,2,2,461,5,2,1,12,10,30,10,1,0,1,2,255,0,0,14,311
4615.7500,2,2,461,5,3,1,12,10,0,10,1,0,0,2,255,0,0,13,310
4673.5000,3,3,467,3,2,1,12,10,10,10,2,1,0,3,255,0,0,30,561
4674.2500,3,3,467,4,1,1,12,10,30,10,2,0,2,3,255,0,0,30,561
4679.7500,3,3,467,9,3,1,12,10,40,10,2,0,3,3,255,0,0,30,561
4684.2500,3,3,468,4,1,1,12,10,40,10,2,0,1,3,255,0,0,30,561
4689.2500,3,3,468,9,1,1,12,10,40,10,2,0,0,3,255,0,0,29,560
4704.5000,2,2,470,4,2,1,12,10,30,10,2,1,0,2,255,0,0,9,306
4710.7500,2,2,471,0,3,1,12,10,30,10,2,0,2,2,255,0,0,9,306
4712.5000,2,2,471,2,2,1,12,10,30,10,2,0,3,2,255,0,0,9,306
4715.5000,2,2,471,5,2,1,12,10,30,10,2,0,1,2,255,0,0,9,306
4715.7500,2,2,471,5,3,1,12,10,0,10,2,0,0,2,255,0,0,8,305
4721.7500,1,1,472,1,3,1,12,10,10,10,0,1,0,1,255,0,0,63,648
4723.5000,1,1,472,3,2,1,12,10,10,10,0,0,2,1,255,0,0,63,648
4725.2500,1,1,472,5,1,1,12,10,10,10,0,0,3,1,255,0,0,63,648
4731.2500,1,1,473,1,1,1,12,10,40,10,0,0,1,1,255,0,0,63,648
4734.2500,1,1,473,4,1,1,12,10,40,10,0,0,0,1,255,0,0,62,647
4804.5000,2,2,480,4,2,1,12,10,30,10,3,1,0,2,255,0,0,4,301
4810.7500,2,2,481,0,3,1,12,10,30,10,3,0,2,2,255,0,0,4,301
4812.5000,2,2,481,2,2,1,12,10,30,10,3,0,3,2,255,0,0,4,301
4815.5000,2,2,481,5,2,1,12,10,30,10,3,0,1,2,255,0,0,4,301
4815.7500,2,2,481,5,3,1,12,10,0,10,3,0,0,2,255,0,0,3,300
4916.5000,2,2,491,6,2,1,12,10,0,10,1,1,0,2,255,0,0,62,638
4919.5000,2,2,491,9,2,1,12,10,10,10,1,0,2,2,255,0,0,62,638
4923.7500,2,2,492,3,3,1,12,10,40,10,1,0,3,2,255,0,0,62,638
4930.7500,2,2,493,0,3,1,12,10,0,10,1,0,1,2,255,0,0,62,638
4935.0000,2,2,493,5,0,1,12,10,40,10,1,0,0,2,255,0,0,61,637
4973.5000,3,3,497,3,2,1,12,10,10,10,1,1,0,3,255,0,0,15,546
4974.2500,3,3,497,4,1,1,12,10,30,10,1,0,2,3,255,0,0,15,546
4979.7500,3,3,497,9,3,1,12,10,40,10,1,0,3,3,255,0,0,15,546
4984.2500,3,3,498,4,1,1,12,10,40,10,1,0,1,3,255,0,0,15,546
4989.2500,3,3,498,9,1,1,12,10,40,10,1,0,0,3,255,0,0,14,545
5016.5000,2,2,501,6,2,1,12,10,0,10,2,1,0,2,255,0,0,57,633
5019.5000,2,2,501,9,2,1,12,10,10,10,2,0,2,2,255,0,0,57,633
5021.7500,1,1,502,1,3,1,12,10,10,10,3,1,0,1,255,0,0,48,633
5023.5000,1,1,502,3,2,1,12,10,10,10,3,0,2,1,255,0,0,48,633
5023.7500,2,2,502,3,3,1,12,10,40,10,2,0,3,2,255,0,0,57,633
5025.2500,1,1,502,5,1,1,12,10,10,10,3,0,3,1,255,0,0,48,633
5030.7500,2,2,503,0,3,1,12,10,0,10,2,0,1,2,255,0,0,57,633
5031.2500,1,1,503,1,1,1,12,10,40,10,3,0,1,1,255,0,0,48,633
5034.2500,1,1,503,4,1,1,12,10,40,10,3,0,0,1,255,0,0,47,632
5035.0000,2,2,503,5,0,1,12,10,40,10,2,0,0,2,255,0,0,56,632
5116.5000,2,2,511,6,2,1,12,10,0,10,3,1,0,2,255,0,0,52,628
5119.5000,2,2,511,9,2,1,12,10,10,10,3,0,2,2,255,0,0,52,628
5123.7500,2,2,512,3,3,1,12,10,40,10,3,0,3,2,255,0,0,52,628
5130.7500,2,2,513,0,3,1,12,10,0,10,3,0,1,2,255,0,0,52,628
5135.0000,2,2,513,5,0,1,12,10,40,10,3,0,0,2,255,0,0,51,627
5216.5000,2,2,521,6,2,1,12,10,0,10,0,1,0,2,255,0,0,47,623
5219.5000,2,2,521,9,2,1,12,10,10,10,0,0,2,2,255,0,0,47,623
5223.7500,2,2,522,3,3,1,12,10,40,10,0,0,3,2,255,0,0,47,623
5230.7500,2,2,523,0,3,1,12,10,0,10,0,0,1,2,255,0,0,47,623
5235.0000,2,2,523,5,0,1,12,10,40,10,0,0,0,2,255,0,0,46,622
5270.2500,3,3,527,0,1,1,12,10,20,10,0,1,0,3,255,0,0,40,400
5275.7500,3,3,527,5,3,1,12,10,20,10,0,0,2,3,255,0,0,40,400
5282.0000,3,3,528,2,0,1,12,10,10,10,0,0,3,3,255,0,0,40,400
5284.2500,3,3,528,4,1,1,12,10,30,10,0,0,1,3,255,0,0,40,400
5288.5000,3,3,528,8,2,1,12,10,30,10,0,0,0,3,255,0,0,39,399
5316.5000,2,2,531,6,2,1,12,10,0,10,1,1,0,2,255,0,0,42,618
5319.5000,2,2,531,9,2,1,12,10,10,10,1,0,2,2,255,0,0,42,618
5321.7500,1,1,532,1,3,1,12,10,10,10,2,1,0,1,255,0,0,33,618
5323.5000,1,1,532,3,2,1,12,10,10,10,2,0,2,1,255,0,0,33,618
5323.7500,2,2,532,3,3,1,12,10,40,10,1,0,3,2,255,0,0,42,618
5325.2500,1,1,532,5,1,1,12,10,10,10,2,0,3,1,255,0,0,33,618
5330.7500,2,2,533,0,3,1,12,10,0,10,1,0,1,2,255,0,0,42,618
5331.2500,1,1,533,1,1,1,12,10,40,10,2,0,1,1,255,0,0,33,618
5334.2500,1,1,533,4,1,1,12,10,40,10,2,0,0,1,255,0,0,32,617
5335.0000,2,2,533,5,0,1,12,10,40,10,1,0,0,2,255,0,0,41,617
5416.5000,2,2,541,6,2,1,12,10,0,10,2,1,0,2,255,0,0,37,613
5419.5000,2,2,541,9,2,1,12,10,10,10,2,0,2,2,255,0,0,37,613
5423.7500,2,2,542,3,3,1,12,10,40,10,2,0,3,2,255,0,0,37,613
5430.7500,2,2,543,0,3,1,12,10,0,10,2,0,1,2,255,0,0,37,613
5435.0000,2,2,543,5,0,1,12,10,40,10,2,0,0,2,255,0,0,36,612
5516.5000,2,2,551,6,2,1,12,10,0,10,3,1,0,2,255,0,0,32,608
5519.5000,2,2,551,9,2,1,12,10,10,10,3,0,2,2,255,0,0,32,608
5523.7500,2,2,552,3,3,1,12,10,40,10,3,0,3,2,255,0,0,32,608
5530.7500,2,2,553,0,3,1,12,10,0,10,3,0,1,2,255,0,0,32,608
5535.0000,2,2,553,5,0,1,12,10,40,10,3,0,0,2,255,0,0,31,607
5570.2500,3,3,557,0,1,1,12,10,20,10,3,1,0,3,255,0,0,25,385
5575.7500,3,3,557,5,3,1,12,10,20,10,3,0,2,3,255,0,0,25,385
5582.0000,3,3,558,2,0,1,12,10,10,10,3,0,3,3,255,0,0,25,385
