time_ms,rx_rnti,tx_rnti,frame,subframe,slot,sinr_db,sinr_min_db,mcs,tbler,tb_size_bytes,corrupt,rb_start,rb_end,rb_assigned,bwp_id,rv,priority,reservation_period_ms,total_subchannels,start_subchannel,length_subchannel,max_num_per_reserve,dst_l2_id
2614.5179,1,2,261,4,2,36.2445,36.2445,0,0.0000,2,0,10,19,10,0,255,255,20,0,1,1,3,255
2614.5179,3,2,261,4,2,37.5363,37.5363,0,0.0000,2,0,10,19,10,0,255,255,20,0,1,1,3,255
2618.2679,2,1,261,8,1,36.2446,36.2446,0,0.0000,2,0,30,39,10,0,255,255,20,0,3,1,3,255
2618.2679,3,1,261,8,1,33.6107,33.6107,0,0.0000,2,0,30,39,10,0,255,255,20,0,3,1,3,255
2706.5179,1,2,270,6,2,36.5344,36.5344,0,0.0000,2,0,20,29,10,0,255,255,20,0,2,1,3,255
2706.5179,3,2,270,6,2,37.6420,37.6420,0,0.0000,2,0,20,29,10,0,255,255,20,0,2,1,3,255
2714.5179,1,2,271,4,2,36.5344,36.5344,0,0.0000,2,0,10,19,10,0,255,255,20,0,1,1,3,255
2714.5179,3,2,271,4,2,37.6420,37.6420,0,0.0000,2,0,10,19,10,0,255,255,20,0,1,1,3,255
2760.0179,1,3,276,0,0,33.7096,33.7096,0,0.0000,2,0,40,49,10,0,255,255,20,0,4,1,3,255
2760.0179,2,3,276,0,0,37.6420,37.6420,0,0.0000,2,0,40,49,10,0,255,255,20,0,4,1,3,255
2770.0179,1,3,277,0,0,33.7096,33.7096,0,0.0000,2,0,10,19,10,0,255,255,20,0,1,1,3,255
2770.0179,2,3,277,0,0,37.6420,37.6420,0,0.0000,2,0,10,19,10,0,255,255,20,0,1,1,3,255
2806.5179,1,2,280,6,2,37.4434,37.4434,0,0.0000,2,0,20,29,10,0,255,255,20,0,2,1,3,255
2806.5179,3,2,280,6,2,37.6420,37.6420,0,0.0000,2,0,20,29,10,0,255,255,20,0,2,1,3,255
2814.5179,1,2,281,4,2,37.4434,37.4434,0,0.0000,2,0,10,19,10,0,255,255,20,0,1,1,3,255
2814.5179,3,2,281,4,2,37.6420,37.6420,0,0.0000,2,0,10,19,10,0,255,255,20,0,1,1,3,255
2906.5179,3,2,290,6,2,3.7242,3.7242,0,0.0000,2,0,20,29,10,0,255,255,20,0,2,1,3,255
2906.5179,3,1,290,6,2,-3.7267,-3.7267,0,0.0128,2,1,20,29,10,0,255,255,20,0,2,1,3,255
2914.5179,1,2,291,4,2,37.4434,37.4434,0,0.0000,2,0,10,19,10,0,255,255,20,0,1,1,3,255
2914.5179,3,2,291,4,2,37.6420,37.6420,0,0.0000,2,0,10,19,10,0,255,255,20,0,1,1,3,255
2918.2679,2,1,291,8,1,37.4435,37.4435,0,0.0000,2,0,30,39,10,0,255,255,20,0,3,1,3,255
2918.2679,3,1,291,8,1,33.9160,33.9160,0,0.0000,2,0,30,39,10,0,255,255,20,0,3,1,3,255
3006.5179,1,2,300,6,2,38.7216,38.7216,0,0.0000,2,0,20,29,10,0,255,255,20,0,2,1,3,255
3006.5179,3,2,300,6,2,37.7491,37.7491,0,0.0000,2,0,20,29,10,0,255,255,20,0,2,1,3,255
3014.5179,1,2,301,4,2,38.7216,38.7216,0,0.0000,2,0,10,19,10,0,255,255,20,0,1,1,3,255
3014.5179,3,2,301,4,2,37.7491,37.7491,0,0.0000,2,0,10,19,10,0,255,255,20,0,1,1,3,255
3060.0179,1,3,306,0,0,34.2309,34.2309,0,0.0000,2,0,40,49,10,0,255,255,20,0,4,1,3,255
3060.0179,2,3,306,0,0,37.7491,37.7491,0,0.0000,2,0,40,49,10,0,255,255,20,0,4,1,3,255
3070.0179,1,3,307,0,0,34.2309,34.2309,0,0.0000,2,0,10,19,10,0,255,255,20,0,1,1,3,255
3070.0179,2,3,307,0,0,37.7491,37.7491,0,0.0000,2,0,10,19,10,0,255,255,20,0,1,1,3,255
3106.5179,1,2,310,6,2,38.7216,38.7216,0,0.0000,2,0,20,29,10,0,255,255,20,0,2,1,3,255
3106.5179,3,2,310,6,2,37.7491,37.7491,0,0.0000,2,0,20,29,10,0,255,255,20,0,2,1,3,255
3114.5179,1,2,311,4,2,38.7216,38.7216,0,0.0000,2,0,10,19,10,0,255,255,20,0,1,1,3,255
3114.5179,3,2,311,4,2,37.7491,37.7491,0,0.0000,2,0,10,19,10,0,255,255,20,0,1,1,3,255
3206.5179,3,2,320,6,2,3.5406,3.5406,0,0.0000,2,0,20,29,10,0,255,255,20,0,2,1,3,255
3206.5179,3,1,320,6,2,-3.5430,-3.5430,0,0.0058,2,1,20,29,10,0,255,255,20,0,2,1,3,255
3214.5179,1,2,321,4,2,39.7736,39.7736,0,0.0000,2,0,10,19,10,0,255,255,20,0,1,1,3,255
3214.5179,3,2,321,4,2,37.8731,37.8731,0,0.0000,2,0,10,19,10,0,255,255,20,0,1,1,3,255
3218.2679,2,1,321,8,1,39.7736,39.7736,0,0.0000,2,0,30,39,10,0,255,255,20,0,3,1,3,255
3218.2679,3,1,321,8,1,34.5556,34.5556,0,0.0000,2,0,30,39,10,0,255,255,20,0,3,1,3,255
3306.5179,1,2,330,6,2,40.1038,40.1038,0,0.0000,2,0,20,29,10,0,255,255,20,0,2,1,3,255
3306.5179,3,2,330,6,2,37.8577,37.8577,0,0.0000,2,0,20,29,10,0,255,255,20,0,2,1,3,255
3314.5179,1,2,331,4,2,40.1038,40.1038,0,0.0000,2,0,10,19,10,0,255,255,20,0,1,1,3,255
3314.5179,3,2,331,4,2,37.8577,37.8577,0,0.0000,2,0,10,19,10,0,255,255,20,0,1,1,3,255
3360.0179,1,3,336,0,0,34.5556,34.5556,0,0.0000,2,0,40,49,10,0,255,255,20,0,4,1,3,255
3360.0179,2,3,336,0,0,37.8577,37.8577,0,0.0000,2,0,40,49,10,0,255,255,20,0,4,1,3,255
3370.0179,1,3,337,0,0,34.5556,34.5556,0,0.0000,2,0,10,19,10,0,255,255,20,0,1,1,3,255
3370.0179,2,3,337,0,0,37.8577,37.8577,0,0.0000,2,0,10,19,10,0,255,255,20,0,1,1,3,255
3412.7679,1,2,341,2,3,40.1038,40.1038,0,0.0000,2,0,20,29,10,0,255,255,20,0,2,1,3,255
3412.7679,3,2,341,2,3,37.9833,37.9833,0,0.0000,2,0,20,29,10,0,255,255,20,0,2,1,3,255
3417.7679,1,2,341,7,3,40.1038,40.1038,0,0.0000,2,0,10,19,10,0,255,255,20,0,1,1,3,255
3417.7679,3,2,341,7,3,37.9833,37.9833,0,0.0000,2,0,10,19,10,0,255,255,20,0,1,1,3,255
3503.2679,2,1,350,3,1,41.2425,41.2425,0,0.0000,2,0,40,49,10,0,255,255,20,0,4,1,3,255
3503.2679,3,1,350,3,1,34.8907,34.8907,0,0.0000,2,0,40,49,10,0,255,255,20,0,4,1,3,255
3511.0179,2,1,351,1,0,41.2425,41.2425,0,0.0000,2,0,10,19,10,0,255,255,20,0,1,1,3,255
3511.0179,3,1,351,1,0,34.8907,34.8907,0,0.0000,2,0,10,19,10,0,255,255,20,0,1,1,3,255
3512.7679,1,2,351,2,3,41.3542,41.3542,0,0.0000,2,0,20,29,10,0,255,255,20,0,2,1,3,255
3512.7679,3,2,351,2,3,37.9833,37.9833,0,0.0000,2,0,20,29,10,0,255,255,20,0,2,1,3,255
3517.7679,1,2,351,7,3,41.3542,41.3542,0,0.0000,2,0,10,19,10,0,255,255,20,0,1,1,3,255
3517.7679,3,2,351,7,3,37.9833,37.9833,0,0.0000,2,0,10,19,10,0,255,255,20,0,1,1,3,255
3612.7679,1,2,361,2,3,41.3542,41.3542,0,0.0000,2,0,20,29,10,0,255,255,20,0,2,1,3,255
3612.7679,3,2,361,2,3,37.9833,37.9833,0,0.0000,2,0,20,29,10,0,255,255,20,0,2,1,3,255
3617.7679,1,2,361,7,3,41.3542,41.3542,0,0.0000,2,0,10,19,10,0,255,255,20,0,1,1,3,255
3617.7679,3,2,361,7,3,37.9833,37.9833,0,0.0000,2,0,10,19,10,0,255,255,20,0,1,1,3,255
3657.0179,1,3,365,7,0,35.2367,35.2367,0,0.0000,2,0,40,49,10,0,255,255,20,0,4,1,3,255
3657.0179,2,3,365,7,0,38.0963,38.0963,0,0.0000,2,0,40,49,10,0,255,255,20,0,4,1,3,255
3666.7679,1,3,366,6,3,35.2367,35.2367,0,0.0000,2,0,10,19,10,0,255,255,20,0,1,1,3,255
3666.7679,2,3,366,6,3,38.0963,38.0963,0,0.0000,2,0,10,19,10,0,255,255,20,0,1,1,3,255
3712.7679,1,2,371,2,3,42.8009,42.8009,0,0.0000,2,0,20,29,10,0,255,255,20,0,2,1,3,255
3712.7679,3,2,371,2,3,38.0948,38.0948,0,0.0000,2,0,20,29,10,0,255,255,20,0,2,1,3,255
3717.7679,1,2,371,7,3,42.8009,42.8009,0,0.0000,2,0,10,19,10,0,255,255,20,0,1,1,3,255
3717.7679,3,2,371,7,3,38.0948,38.0948,0,0.0000,2,0,10,19,10,0,255,255,20,0,1,1,3,255
3757.0179,1,3,375,7,0,35.2367,35.2367,0,0.0000,2,0,40,49,10,0,255,255,20,0,4,1,3,255
3757.0179,2,3,375,7,0,38.0948,38.0948,0,0.0000,2,0,40,49,10,0,255,255,20,0,4,1,3,255
3766.7679,1,3,376,6,3,35.2367,35.2367,0,0.0000,2,0,10,19,10,0,255,255,20,0,1,1,3,255
3766.7679,2,3,376,6,3,38.0948,38.0948,0,0.0000,2,0,10,19,10,0,255,255,20,0,1,1,3,255
3803.2679,2,1,380,3,1,42.8010,42.8010,0,0.0000,2,0,40,49,10,0,255,255,20,0,4,1,3,255
3803.2679,3,1,380,3,1,35.2367,35.2367,0,0.0000,2,0,40,49,10,0,255,255,20,0,4,1,3,255
3811.0179,2,1,381,1,0,42.8010,42.8010,0,0.0000,2,0,10,19,10,0,255,255,20,0,1,1,3,255
3811.0179,3,1,381,1,0,35.2367,35.2367,0,0.0000,2,0,10,19,10,0,255,255,20,0,1,1,3,255
3812.7679,1,2,381,2,3,42.8009,42.8009,0,0.0000,2,0,20,29,10,0,255,255,20,0,2,1,3,255
3812.7679,3,2,381,2,3,38.0948,38.0948,0,0.0000,2,0,20,29,10,0,255,255,20,0,2,1,3,255
3817.7679,1,2,381,7,3,42.8009,42.8009,0,0.0000,2,0,10,19,10,0,255,255,20,0,1,1,3,255
3817.7679,3,2,381,7,3,38.0948,38.0948,0,0.0000,2,0,10,19,10,0,255,255,20,0,1,1,3,255
3857.0179,1,3,385,7,0,35.4887,35.4887,0,0.0000,2,0,40,49,10,0,255,255,20,0,4,1,3,255
3857.0179,2,3,385,7,0,38.0948,38.0948,0,0.0000,2,0,40,49,10,0,255,255,20,0,4,1,3,255
3866.7679,1,3,386,6,3,35.4887,35.4887,0,0.0000,2,0,10,19,10,0,255,255,20,0,1,1,3,255
3866.7679,2,3,386,6,3,38.0948,38.0948,0,0.0000,2,0,10,19,10,0,255,255,20,0,1,1,3,255
3912.7679,1,2,391,2,3,44.1567,44.1567,0,0.0000,2,0,20,29,10,0,255,255,20,0,2,1,3,255
3912.7679,3,2,391,2,3,38.0948,38.0948,0,0.0000,2,0,20,29,10,0,255,255,20,0,2,1,3,255
3917.7679,1,2,391,7,3,44.1567,44.1567,0,0.0000,2,0,10,19,10,0,255,255,20,0,1,1,3,255
3917.7679,3,2,391,7,3,38.0948,38.0948,0,0.0000,2,0,10,19,10,0,255,255,20,0,1,1,3,255
3957.0179,1,3,395,7,0,35.7744,35.7744,0,0.0000,2,0,40,49,10,0,255,255,20,0,4,1,3,255
3957.0179,2,3,395,7,0,38.4642,38.4642,0,0.0000,2,0,40,49,10,0,255,255,20,0,4,1,3,255
3966.7679,1,3,396,6,3,35.7744,35.7744,0,0.0000,2,0,10,19,10,0,255,255,20,0,1,1,3,255
3966.7679,2,3,396,6,3,38.4642,38.4642,0,0.0000,2,0,10,19,10,0,255,255,20,0,1,1,3,255
4012.7679,1,2,401,2,3,44.1584,44.1584,0,0.0000,2,0,20,29,10,0,255,255,20,0,2,1,3,255
4012.7679,3,2,401,2,3,38.4642,38.4642,0,0.0000,2,0,20,29,10,0,255,255,20,0,2,1,3,255
4017.7679,1,2,401,7,3,44.1584,44.1584,0,0.0000,2,0,10,19,10,0,255,255,20,0,1,1,3,255
4017.7679,3,2,401,7,3,38.4642,38.4642,0,0.0000,2,0,10,19,10,0,255,255,20,0,1,1,3,255
4057.0179,1,3,405,7,0,36.0435,36.0435,0,0.0000,2,0,40,49,10,0,255,255,20,0,4,1,3,255
4057.0179,2,3,405,7,0,38.4642,38.4642,0,0.0000,2,0,40,49,10,0,255,255,20,0,4,1,3,255
4066.7679,1,3,406,6,3,36.0435,36.0435,0,0.0000,2,0,10,19,10,0,255,255,20,0,1,1,3,255
4066.7679,2,3,406,6,3,38.4642,38.4642,0,0.0000,2,0,10,19,10,0,255,255,20,0,1,1,3,255
4103.2679,2,1,410,3,1,45.4835,45.4835,0,0.0000,2,0,40,49,10,0,255,255,20,0,4,1,3,255
4103.2679,3,1,410,3,1,36.0435,36.0435,0,0.0000,2,0,40,49,10,0,255,255,20,0,4,1,3,255
4111.0179,2,1,411,1,0,45.4835,45.4835,0,0.0000,2,0,10,19,10,0,255,255,20,0,1,1,3,255
4111.0179,3,1,411,1,0,36.0435,36.0435,0,0.0000,2,0,10,19,10,0,255,255,20,0,1,1,3,255
4112.7679,1,2,411,2,3,45.5594,45.5594,0,0.0000,2,0,20,29,10,0,255,255,20,0,2,1,3,255
4112.7679,3,2,411,2,3,38.4642,38.4642,0,0.0000,2,0,20,29,10,0,255,255,20,0,2,1,3,255
4117.7679,1,2,411,7,3,45.5594,45.5594,0,0.0000,2,0,10,19,10,0,255,255,20,0,1,1,3,255
4117.7679,3,2,411,7,3,38.4642,38.4642,0,0.0000,2,0,10,19,10,0,255,255,20,0,1,1,3,255
4173.5179,1,3,417,3,2,36.3408,36.3408,0,0.0000,2,0,10,19,10,0,255,255,20,0,1,1,3,255
4173.5179,2,3,417,3,2,38.8504,38.8504,0,0.0000,2,0,10,19,10,0,255,255,20,0,1,1,3,255
4184.2679,1,3,418,4,1,36.3408,36.3408,0,0.0000,2,0,40,49,10,0,255,255,20,0,4,1,3,255
4184.2679,2,3,418,4,1,38.8504,38.8504,0,0.0000,2,0,40,49,10,0,255,255,20,0,4,1,3,255
4212.7679,1,2,421,2,3,45.5594,45.5594,0,0.0000,2,0,20,29,10,0,255,255,20,0,2,1,3,255
4212.7679,3,2,421,2,3,38.8504,38.8504,0,0.0000,2,0,20,29,10,0,255,255,20,0,2,1,3,255
4217.7679,1,2,421,7,3,45.5594,45.5594,0,0.0000,2,0,10,19,10,0,255,255,20,0,1,1,3,255
4217.7679,3,2,421,7,3,38.8504,38.8504,0,0.0000,2,0,10,19,10,0,255,255,20,0,1,1,3,255
4273.5179,1,3,427,3,2,36.6278,36.6278,0,0.0000,2,0,10,19,10,0,255,255,20,0,1,1,3,255
4273.5179,2,3,427,3,2,38.8483,38.8483,0,0.0000,2,0,10,19,10,0,255,255,20,0,1,1,3,255
4284.2679,1,3,428,4,1,36.6278,36.6278,0,0.0000,2,0,40,49,10,0,255,255,20,0,4,1,3,255
4284.2679,2,3,428,4,1,38.8483,38.8483,0,0.0000,2,0,40,49,10,0,255,255,20,0,4,1,3,255
4304.5179,1,2,430,4,2,47.6830,47.6830,0,0.0000,2,0,30,39,10,0,255,255,20,0,3,1,3,255
4304.5179,3,2,430,4,2,38.8483,38.8483,0,0.0000,2,0,30,39,10,0,255,255,20,0,3,1,3,255
4315.5179,1,2,431,5,2,47.6830,47.6830,0,0.0000,2,0,30,39,10,0,255,255,20,0,3,1,3,255
4315.5179,3,2,431,5,2,38.8483,38.8483,0,0.0000,2,0,30,39,10,0,255,255,20,0,3,1,3,255
4373.5179,1,3,437,3,2,36.6278,36.6278,0,0.0000,2,0,10,19,10,0,255,255,20,0,1,1,3,255
4373.5179,2,3,437,3,2,38.8483,38.8483,0,0.0000,2,0,10,19,10,0,255,255,20,0,1,1,3,255
4384.2679,1,3,438,4,1,36.9464,36.9464,0,0.0000,2,0,40,49,10,0,255,255,20,0,4,1,3,255
4384.2679,2,3,438,4,1,39.2559,39.2559,0,0.0000,2,0,40,49,10,0,255,255,20,0,4,1,3,255
4403.2679,2,1,440,3,1,47.6831,47.6831,0,0.0000,2,0,40,49,10,0,255,255,20,0,4,1,3,255
4403.2679,3,1,440,3,1,36.9464,36.9464,0,0.0000,2,0,40,49,10,0,255,255,20,0,4,1,3,255
4404.5179,1,2,440,4,2,47.7040,47.7040,0,0.0000,2,0,30,39,10,0,255,255,20,0,3,1,3,255
4404.5179,3,2,440,4,2,39.2559,39.2559,0,0.0000,2,0,30,39,10,0,255,255,20,0,3,1,3,255
4411.0179,2,1,441,1,0,47.6831,47.6831,0,0.0000,2,0,10,19,10,0,255,255,20,0,1,1,3,255
4411.0179,3,1,441,1,0,36.9464,36.9464,0,0.0000,2,0,10,19,10,0,255,255,20,0,1,1,3,255
4415.5179,1,2,441,5,2,47.7040,47.7040,0,0.0000,2,0,30,39,10,0,255,255,20,0,3,1,3,255
4415.5179,3,2,441,5,2,39.2559,39.2559,0,0.0000,2,0,30,39,10,0,255,255,20,0,3,1,3,255
4504.5179,1,2,450,4,2,49.5776,49.5776,0,0.0000,2,0,30,39,10,0,255,255,20,0,3,1,3,255
4504.5179,3,2,450,4,2,39.2559,39.2559,0,0.0000,2,0,30,39,10,0,255,255,20,0,3,1,3,255
4515.5179,1,2,451,5,2,49.5776,49.5776,0,0.0000,2,0,30,39,10,0,255,255,20,0,3,1,3,255
4515.5179,3,2,451,5,2,39.2559,39.2559,0,0.0000,2,0,30,39,10,0,255,255,20,0,3,1,3,255
4604.5179,1,2,460,4,2,49.5776,49.5776,0,0.0000,2,0,30,39,10,0,255,255,20,0,3,1,3,255
4604.5179,3,2,460,4,2,39.2559,39.2559,0,0.0000,2,0,30,39,10,0,255,255,20,0,3,1,3,255
4615.5179,1,2,461,5,2,49.5776,49.5776,0,0.0000,2,0,30,39,10,0,255,255,20,0,3,1,3,255
4615.5179,3,2,461,5,2,39.6822,39.6822,0,0.0000,2,0,30,39,10,0,255,255,20,0,3,1,3,255
4673.5179,1,3,467,3,2,37.5971,37.5971,0,0.0000,2,0,10,19,10,0,255,255,20,0,1,1,3,255
4673.5179,2,3,467,3,2,39.6822,39.6822,0,0.0000,2,0,10,19,10,0,255,255,20,0,1,1,3,255
4684.2679,1,3,468,4,1,37.9319,37.9319,0,0.0000,2,0,40,49,10,0,255,255,20,0,4,1,3,255
4684.2679,2,3,468,4,1,39.6822,39.6822,0,0.0000,2,0,40,49,10,0,255,255,20,0,4,1,3,255
4704.5179,1,2,470,4,2,51.1881,51.1881,0,0.0000,2,0,30,39,10,0,255,255,20,0,3,1,3,255
4704.5179,3,2,470,4,2,39.6822,39.6822,0,0.0000,2,0,30,39,10,0,255,255,20,0,3,1,3,255
4715.5179,1,2,471,5,2,51.1881,51.1881,0,0.0000,2,0,30,39,10,0,255,255,20,0,3,1,3,255
4715.5179,3,2,471,5,2,39.6822,39.6822,0,0.0000,2,0,30,39,10,0,255,255,20,0,3,1,3,255
4721.7679,2,1,472,1,3,51.1817,51.1817,0,0.0000,2,0,10,19,10,0,255,255,20,0,1,1,3,255
4721.7679,3,1,472,1,3,37.9319,37.9319,0,0.0000,2,0,10,19,10,0,255,255,20,0,1,1,3,255
4731.2679,2,1,473,1,1,51.1817,51.1817,0,0.0000,2,0,40,49,10,0,255,255,20,0,4,1,3,255
4731.2679,3,1,473,1,1,37.9319,37.9319,0,0.0000,2,0,40,49,10,0,255,255,20,0,4,1,3,255
4804.5179,1,2,480,4,2,51.1881,51.1881,0,0.0000,2,0,30,39,10,0,255,255,20,0,3,1,3,255
4804.5179,3,2,480,4,2,39.6822,39.6822,0,0.0000,2,0,30,39,10,0,255,255,20,0,3,1,3,255
4815.5179,1,2,481,5,2,51.1881,51.1881,0,0.0000,2,0,30,39,10,0,255,255,20,0,3,1,3,255
4815.5179,3,2,481,5,2,39.6822,39.6822,0,0.0000,2,0,30,39,10,0,255,255,20,0,3,1,3,255
4916.5179,1,2,491,6,2,52.9933,52.9933,0,0.0000,2,0,0,9,10,0,255,255,20,0,0,1,3,255
4916.5179,3,2,491,6,2,40.1288,40.1288,0,0.0000,2,0,0,9,10,0,255,255,20,0,0,1,3,255
4930.7679,1,2,493,0,3,52.9933,52.9933,0,0.0000,2,0,0,9,10,0,255,255,20,0,0,1,3,255
4930.7679,3,2,493,0,3,40.1288,40.1288,0,0.0000,2,0,0,9,10,0,255,255,20,0,0,1,3,255
4973.5179,1,3,497,3,2,38.6628,38.6628,0,0.0000,2,0,10,19,10,0,255,255,20,0,1,1,3,255
4973.5179,2,3,497,3,2,40.1288,40.1288,0,0.0000,2,0,10,19,10,0,255,255,20,0,1,1,3,255
4984.2679,1,3,498,4,1,38.6628,38.6628,0,0.0000,2,0,40,49,10,0,255,255,20,0,4,1,3,255
4984.2679,2,3,498,4,1,40.1288,40.1288,0,0.0000,2,0,40,49,10,0,255,255,20,0,4,1,3,255
5016.5179,1,2,501,6,2,52.9933,52.9933,0,0.0000,2,0,0,9,10,0,255,255,20,0,0,1,3,255
5016.5179,3,2,501,6,2,40.1288,40.1288,0,0.0000,2,0,0,9,10,0,255,255,20,0,0,1,3,255
5021.7679,2,1,502,1,3,54.7910,54.7910,0,0.0000,2,0,10,19,10,0,255,255,20,0,1,1,3,255
5021.7679,3,1,502,1,3,39.0407,39.0407,0,0.0000,2,0,10,19,10,0,255,255,20,0,1,1,3,255
5030.7679,1,2,503,0,3,54.7885,54.7885,0,0.0000,2,0,0,9,10,0,255,255,20,0,0,1,3,255
5030.7679,3,2,503,0,3,40.1288,40.1288,0,0.0000,2,0,0,9,10,0,255,255,20,0,0,1,3,255
5031.2679,2,1,503,1,1,54.7910,54.7910,0,0.0000,2,0,40,49,10,0,255,255,20,0,4,1,3,255
5031.2679,3,1,503,1,1,39.0407,39.0407,0,0.0000,2,0,40,49,10,0,255,255,20,0,4,1,3,255
5116.5179,1,2,511,6,2,54.7885,54.7885,0,0.0000,2,0,0,9,10,0,255,255,20,0,0,1,3,255
5116.5179,3,2,511,6,2,40.5978,40.5978,0,0.0000,2,0,0,9,10,0,255,255,20,0,0,1,3,255
5130.7679,1,2,513,0,3,54.7885,54.7885,0,0.0000,2,0,0,9,10,0,255,255,20,0,0,1,3,255
5130.7679,3,2,513,0,3,40.5978,40.5978,0,0.0000,2,0,0,9,10,0,255,255,20,0,0,1,3,255
5216.5179,1,2,521,6,2,56.3895,56.3895,0,0.0000,2,0,0,9,10,0,255,255,20,0,0,1,3,255
5216.5179,3,2,521,6,2,40.5978,40.5978,0,0.0000,2,0,0,9,10,0,255,255,20,0,0,1,3,255
5230.7679,1,2,523,0,3,56.3895,56.3895,0,0.0000,2,0,0,9,10,0,255,255,20,0,0,1,3,255
5230.7679,3,2,523,0,3,40.5978,40.5978,0,0.0000,2,0,0,9,10,0,255,255,20,0,0,1,3,255
5270.2679,1,3,527,0,1,39.8862,39.8862,0,0.0000,2,0,20,29,10,0,255,255,20,0,2,1,3,255
5270.2679,2,3,527,0,1,40.5978,40.5978,0,0.0000,2,0,20,29,10,0,255,255,20,0,2,1,3,255
5284.2679,1,3,528,4,1,39.8862,39.8862,0,0.0000,2,0,30,39,10,0,255,255,20,0,3,1,3,255
5284.2679,2,3,528,4,1,40.5978,40.5978,0,0.0000,2,0,30,39,10,0,255,255,20,0,3,1,3,255
