tx_id,rx_id,distance,rssi,snr
5,1,242.851,-99.8854,16.3322
5,2,98.7072,-89.1766,31.8716
5,3,219.872,-97.9969,25.9764
5,4,28.1826,-79.5872,41.6312
5,6,94.6329,-77.5041,43.7144
5,7,250.046,-96.6214,24.5971
5,8,227.699,-85.9807,35.2378
5,9,101.628,-80.5681,40.6504
5,10,21.3924,-70.1371,51.0814
5,11,7.77346,-56.4762,64.7422
5,12,94.9528,-79.0339,42.1846
3,1,94.6326,-82.6619,38.5566
3,2,265.196,-116.412,15.5606
3,4,243.238,-91.2776,29.9409
3,5,219.798,-93.5693,26.5052
3,6,235.609,-91.2795,30.758
3,7,94.958,-82.1715,39.0469
3,8,7.82138,-57.2141,64.0044
3,9,259.162,-88.3149,32.9036
3,10,237.487,-88.4838,32.7347
3,11,227.626,-113.083,20.6226
3,12,243.045,-91.5941,29.6244
2,4,78.2095,-74.3594,14.562
2,6,31.8507,-67.4844,40.1142
2,8,272.571,-91.6179,9.48757
2,9,9.86759,-68.443,19.3628
2,10,82.7466,-77.0371,22.8386
2,12,23.8944,-66.1212,20.7343
4,1,258.41,-91.8849,20.1628
6,2,31.8416,-67.4844,6.87763
4,8,251.015,-87.5626,7.01722
6,9,23.8889,-69.5559,8.44248
4,10,6.77451,-64.6877,22.5672
4,11,22.1487,-70.7044,6.93772
6,12,7.89221,-55.2373,20.8217
6,1,219.558,-105.292,12.862
6,3,235.545,-96.78,27.9614
6,4,82.3501,-77.2266,43.9919
6,5,94.6217,-77.5041,43.7144
6,7,227.591,-94.938,19.3802
6,8,242.962,-99.1052,31.0031
6,10,84.6266,-85.6318,35.5866
6,11,94.948,-77.623,43.5955
4,2,78.1933,-74.3521,46.8664
4,3,243.061,-91.2767,29.9418
4,5,28.2937,-79.6534,41.5651
4,6,82.4355,-77.2266,43.9919
4,7,265.92,-108.943,10.7499
4,9,83.2165,-78.0081,43.2103
4,12,80.4991,-76.0494,45.1691
2,1,251.337,-90.9208,32.2065
2,3,265.018,-101.729,18.7317
2,5,98.7391,-94.8224,21.7354
2,7,259.371,-84.1833,37.0352
2,11,96.4886,-83.4662,40.2693
8,1,95.0384,-96.2142,24.5971
8,2,273.11,-91.6336,29.5849
8,3,8.67038,-58.0397,63.1788
8,4,251.447,-87.5763,33.6422
8,5,226.298,-85.9274,35.2911
8,6,241.662,-91.8366,24.8424
8,7,94.6363,-80.0825,41.136
8,9,266.437,-94.4422,26.7763
8,10,245.241,-90.3097,30.9088
8,11,234.972,-86.377,34.8415
8,12,249.934,-92.4872,33.3051
12,1,226.258,-86.7993,13.1964
12,2,25.1794,-66.5547,25.0763
12,4,80.2318,-76.026,11.6125
12,5,95.0255,-79.0411,6.88941
12,6,8.82918,-56.1305,37.4586
12,9,16.5747,-64.6917,29.7467
12,10,83.2607,-76.9271,13.3756
12,11,94.6271,-78.7275,7.64958
9,1,242.189,-87.7856,33.4329
9,2,10.815,-69.1898,52.0286
9,3,258.291,-88.2877,32.9308
9,4,82.6265,-77.9543,43.2642
9,5,101.798,-80.5839,40.6345
9,6,25.2278,-70.0027,51.2158
9,7,250.953,-97.5888,18.6477
9,8,266.443,-95.8281,26.7763
9,10,86.9069,-78.3265,42.892
9,11,100.042,-76.7297,44.4888
9,12,16.5829,-64.6917,56.5268
12,3,241.743,-91.549,29.6695
12,7,234.998,-88.8901,21.6206
1,2,251.423,-95.4816,22.5011
1,3,94.6255,-82.6619,38.5566
1,4,257.774,-88.3144,32.9041
1,5,240.307,-102.043,17.2968
1,6,216.857,-103.948,9.51248
1,7,8.96379,-53.8799,67.3386
1,8,95.0466,-97.2931,28.615
1,9,241.974,-87.7783,33.4402
1,10,253.396,-99.6875,21.531
1,11,248.371,-94.5295,26.689
1,12,225.904,-86.7859,34.4326
5,1,240.315,-100.428,18.0234
5,2,98.8307,-93.918,29.8525
5,3,217.067,-90.6618,31.6964
5,4,30.3896,-80.2421,40.9764
5,6,94.6348,-77.5041,43.7144
5,7,248.43,-96.565,24.6535
5,8,225.932,-85.9131,35.3054
5,9,101.86,-80.588,40.6305
5,10,22.8924,-70.7257,50.4928
5,11,8.9034,-57.6524,63.5661
5,12,95.0532,-79.043,42.1755
3,1,94.6321,-82.6619,38.5566
3,2,264.852,-99.5736,15.2366
3,4,242.713,-91.2591,29.9594
3,5,216.984,-94.2911,26.4707
3,6,232.96,-99.1567,33.4586
3,7,95.0481,-82.1799,39.0386
3,8,8.85804,-58.2817,62.9368
3,9,258.088,-88.279,32.9395
3,10,236.364,-88.4428,32.7757
3,11,225.937,-108.937,15.0694
3,12,241.456,-91.5373,29.6812
2,4,76.8799,-74.2098,14.6883
2,6,34.6523,-68.2154,40.0487
2,9,11.0514,-69.4232,18.3445
2,10,81.9482,-76.9524,22.8857
2,11,96.091,-86.9975,9.99709
2,12,25.5618,-66.7058,20.0848
6,1,216.796,-106.193,11.4947
6,2,34.6339,-68.2154,53.0031
6,3,232.972,-98.2108,27.2917
6,4,82.5236,-77.2439,43.9746
6,5,94.6194,-77.5041,43.7144
6,7,225.798,-99.948,17.2628
6,8,241.291,-91.4667,29.0638
6,9,25.5937,-70.1564,51.0621
6,10,84.8496,-85.654,35.5645
6,11,95.0488,-77.6321,43.5864
6,12,9.02992,-56.4066,64.8119
2,3,264.681,-109.911,16.8833
2,5,98.8727,-91.499,29.1602
2,7,260.344,-84.216,37.0025
2,8,273.205,-91.6396,29.5789
10,1,253.126,-99.6784,21.5401
10,2,81.7623,-76.9338,44.2846
10,3,236.078,-88.435,32.7835
10,4,7.67586,-65.683,55.5355
10,5,23.2866,-70.8817,50.3367
10,6,84.9324,-85.6589,35.5596
10,7,261.722,-90.8307,34.1785
10,8,245.187,-90.3081,30.9104
10,9,86.7411,-78.3076,42.9109
10,11,16.159,-64.6453,56.5732
10,12,83.2242,-76.9221,44.2963
12,1,224.465,-86.7301,34.4884
12,2,27.0471,-67.1771,54.0414
12,3,240.127,-91.4913,29.7272
12,4,79.9543,-75.9969,45.2216
12,5,95.1256,-79.0509,42.1676
12,6,9.96511,-57.1795,64.0389
12,7,234.047,-91.7558,26.5138
12,9,17.3106,-65.0699,56.1486
12,10,85.7173,-77.1807,44.0378
12,11,94.6199,-78.7275,42.491
12,13,235.068,-87.2809,33.9376
12,14,249.957,-87.2483,33.9702
12,16,83.4819,-80.7229,40.4956
9,1,241.213,-87.7507,33.4678
9,2,11.992,-70.0831,51.1354
9,3,257.284,-88.2538,32.9646
9,4,81.8279,-77.8697,43.3488
9,5,102.04,-80.6048,40.6137
9,6,27.116,-70.6309,50.5876
9,7,250.853,-99.4149,23.4143
9,8,267.334,-94.4711,26.7474
9,10,88.6716,-78.5008,42.7177
9,11,99.9292,-76.7198,44.4987
9,12,17.3174,-65.0699,56.1486
9,13,251.822,-101.286,17.0965
9,14,267.146,-86.3702,34.8483
9,16,86.9227,-84.3726,33.3976
8,1,98.1221,-93.8839,27.0322
8,2,274.754,-91.6842,29.5343
8,3,10.1869,-59.3959,61.8226
8,4,252.049,-87.5953,33.6232
8,5,224.069,-85.8396,35.3789
8,6,240.724,-104.199,28.7696
8,7,94.6293,-80.0825,41.136
8,9,267.359,-94.4706,26.7479
8,10,247.078,-90.3728,30.8457
8,11,233.967,-86.3379,34.8806
8,12,250.115,-89.6611,31.4947
8,13,97.6363,-91.828,23.8726
8,14,3.13261,-57.1957,64.0228
8,16,244.535,-94.7081,26.5104
1,2,251.485,-100.141,21.938
1,3,94.626,-82.6619,38.5566
1,4,257.079,-88.291,32.9274
1,5,237.672,-96.3641,25.7057
1,6,213.902,-107.492,8.57978
1,7,10.3067,-55.0876,66.1308
1,8,98.1235,-102.321,21.2133
1,9,241.021,-87.7442,33.4743
1,10,254.978,-99.7415,21.477
1,11,246.719,-94.4715,26.747
1,12,224.076,-86.7155,34.503
1,13,10.8853,-59.1608,62.0577
1,14,95.2427,-78.9814,42.2371
1,16,251.865,-88.7909,32.4276
5,1,237.687,-104.685,24.0607
5,2,99.0546,-91.8852,20.4142
5,3,214.152,-90.1867,28.7336
5,4,32.7106,-80.8821,40.3364
5,6,94.6386,-77.5041,43.7144
5,7,245.345,-96.4565,24.762
5,8,223.816,-85.8313,35.3872
5,9,102.108,-80.6091,40.6093
5,10,25.3018,-71.5991,49.6194
5,11,10.0061,-58.6685,62.5499
5,12,95.1656,-79.053,42.1655
5,13,247.522,-84.3869,36.8316
5,14,224.894,-91.6388,29.5797
5,16,23.781,-76.9512,48.9068
3,1,94.6317,-82.6619,38.5566
3,2,264.599,-107.028,21.8154
3,4,242.198,-91.2405,29.978
3,5,214.064,-89.5411,32.6189
3,6,230.214,-100.735,30.9035
3,7,92.1481,-81.9109,39.3075
3,8,10.2003,-59.4981,61.7204
3,9,257.109,-88.2458,32.9727
3,10,237.237,-88.4747,32.7438
3,11,224.12,-97.8962,23.1381
3,12,239.747,-91.4754,29.7431
3,13,95.2477,-102.384,35.7414
3,14,10.7493,-70.916,50.3025
3,16,234.615,-105.06,16.1586
6,1,213.849,-109.062,14.1435
6,2,37.6698,-68.9453,52.2732
6,3,230.234,-91.4287,30.4313
6,4,82.7983,-77.2731,43.9454
6,5,94.6264,-77.5041,43.7144
6,7,223.634,-94.9632,21.2734
6,8,240.463,-96.759,31.4075
6,9,27.5325,-70.792,50.4265
6,10,87.8421,-85.9553,35.2632
6,11,95.1693,-77.6427,43.5758
6,12,10.1479,-57.419,63.7994
6,13,224.784,-90.8997,30.3188
6,14,240.307,-96.9485,30.1976
6,16,85.3927,-78.7986,42.4199
2,3,264.479,-99.5763,18.0348
2,4,75.491,-74.0517,47.1668
2,5,99.067,-93.2029,14.2289
2,6,37.6844,-68.9453,52.2732
2,7,261.189,-84.2422,36.9763
2,8,274.74,-91.6869,29.5316
2,9,12.2107,-70.2909,50.9276
2,10,82.9618,-77.0592,44.1593
2,11,95.7225,-83.5839,34.2142
2,12,27.4888,-67.3391,53.8793
2,13,262.357,-86.5093,34.7092
2,14,274.771,-90.3428,30.8757
2,16,81.6496,-76.6473,44.5712
10,1,254.735,-99.7332,21.4853
10,2,82.7506,-77.0373,44.1811
10,3,236.971,-88.4679,32.7506
10,4,8.48887,-66.5426,54.6759
10,5,25.7805,-71.7692,49.4493
10,6,87.9385,-85.9609,35.2576
10,7,263.063,-95.2912,27.8034
10,8,246.979,-90.3714,30.8471
10,9,88.4376,-78.4751,42.7434
10,11,16.7866,-64.9845,56.234
10,12,85.6854,-77.1749,44.0436
10,13,265.187,-107.588,22.227
10,14,248.037,-91.5111,29.7074
10,16,3.24657,-56.0798,65.1387
14,1,95.2908,-78.9854,42.2331
14,2,275.075,-90.3507,30.8678
14,3,11.1221,-71.1641,50.0544
14,4,253.12,-92.7308,28.4877
14,5,224.363,-91.6187,29.5998
14,6,239.813,-95.6374,25.9705
14,7,91.636,-92.0525,33.5827
14,8,3.19518,-57.3537,63.8648
14,9,267.27,-86.3744,34.8441
14,10,248.062,-91.5116,29.7069
14,11,234.692,-101.632,20.6397
14,12,249.656,-87.238,33.9804
14,13,94.632,-86.9246,28.021
14,16,245.345,-99.9999,21.2186
12,8,249.921,-90.0474,33.1283
11,1,245.863,-94.4409,26.7776
11,2,95.5626,-84.0096,20.0589
11,3,223.197,-111.793,22.5859
11,4,25.3514,-71.8575,49.361
11,5,10.5591,-59.1287,62.0898
11,6,95.2383,-77.6476,43.5709
11,7,253.988,-92.4441,25.6281
11,8,233.266,-86.3134,34.9051
11,9,99.8452,-76.7116,44.5069
11,10,17.0591,-65.1132,56.1053
11,12,94.6318,-78.7275,42.491
11,13,256.354,-97.6499,23.5686
11,14,234.56,-104.349,13.7537
11,16,16.1133,-65.6957,55.5228
2,1,250.744,-91.1991,27.311
7,1,10.7512,-55.4596,65.7589
7,2,261.769,-84.2591,36.9594
7,3,92.1932,-81.9154,39.3031
7,4,265.45,-114.05,10.5047
7,5,244.115,-96.4132,24.8053
7,6,222.323,-96.2958,24.4938
7,8,94.6232,-80.0825,41.136
7,9,250.789,-95.7333,26.2106
7,10,262.985,-93.2012,23.1339
7,11,253.869,-89.0232,30.4241
7,12,233.142,-98.823,25.8035
7,13,3.28416,-52.1202,69.0983
7,14,91.6291,-97.918,36.9678
7,16,259.732,-93.3778,27.8407
12,1,222.53,-86.655,34.5635
12,2,29.1871,-67.8369,53.3816
12,3,238.321,-91.4258,29.7927
12,4,79.7422,-75.9738,45.2447
12,5,95.2439,-79.0617,42.1568
12,6,11.0271,-58.063,63.1555
12,7,232.895,-91.7763,27.5072
12,8,249.105,-89.2726,28.1101
12,9,18.2933,-65.5481,55.6704
12,10,85.586,-77.1672,44.0512
12,11,94.6214,-78.7275,42.491
12,13,234.406,-87.2566,33.9619
12,14,249.3,-87.2255,33.993
12,16,83.519,-80.7266,40.4919
9,1,240.357,-87.7199,33.4986
9,2,13.1529,-70.8833,50.3352
9,3,256.364,-88.2227,32.9958
9,4,80.954,-77.7761,43.4424
9,5,102.311,-80.6279,40.5906
9,6,29.1905,-71.2717,49.9468
9,7,250.778,-100.867,25.4025
9,8,267.158,-94.4654,26.7531
9,10,88.0513,-78.4396,42.7789
9,11,99.7935,-76.7079,44.5106
9,12,18.296,-65.5481,55.6704
9,13,252.24,-100.182,16.8393
9,14,267.39,-86.3781,34.8404
9,16,86.582,-85.0265,31.8792
8,1,98.2066,-96.576,24.0762
8,2,275.324,-91.7018,29.5167
8,3,10.9507,-60.014,61.2045
8,4,252.334,-87.6046,33.6139
8,5,221.844,-85.7522,35.4662
8,6,238.679,-97.5313,30.8155
8,7,94.631,-80.0825,41.136
8,9,267.195,-94.4648,26.7537
8,10,246.973,-90.3686,30.8499
8,11,232.83,-86.295,34.9234
8,12,249.042,-92.2032,25.6527
8,13,97.6436,-88.5955,25.5162
8,14,3.27975,-57.6223,63.5962
8,16,244.055,-94.6905,26.528
6,1,210.847,-104.675,17.1835
6,2,40.8818,-69.6532,51.5653
6,3,227.447,-97.7364,28.8516
6,4,83.1549,-77.3115,43.907
6,5,94.6212,-77.5041,43.7144
6,7,221.383,-110.516,22.5562
6,8,238.378,-92.3152,30.8039
6,9,29.6431,-71.43,49.7885
6,10,88.1229,-85.9839,35.2346
6,11,95.2822,-77.6535,43.5649
6,12,11.1877,-58.2548,62.9636
6,13,223.017,-90.8313,30.3872
6,14,238.619,-102.043,19.3563
6,16,85.7637,-78.837,42.3815
2,1,251.603,-91.8514,20.4581
2,3,264.3,-103.015,19.7805
2,4,74.0596,-73.8853,47.3332
2,5,99.4153,-95.8305,17.4339
2,6,40.8861,-69.6532,51.5653
2,7,262.107,-84.2728,36.9457
2,8,275.286,-91.7043,29.5142
2,9,13.3618,-71.0719,50.1466
2,10,81.8711,-76.9443,44.2742
2,11,95.409,-80.6286,32.0283
2,12,29.6847,-68.0063,53.2122
2,13,263.769,-86.556,34.6625
2,14,275.749,-90.3738,30.8447
2,16,80.9271,-76.5702,44.6482
5,1,234.833,-96.0119,27.4282
5,2,99.3638,-97.6722,32.8618
5,3,210.983,-88.6622,27.7102
5,4,35.2457,-81.5687,39.6498
5,6,94.6334,-77.5041,43.7144
5,7,243.206,-96.3749,24.8436
5,8,221.482,-85.7335,35.485
5,9,102.359,-80.6355,40.583
5,10,27.4565,-72.3605,48.858
5,11,11.0312,-59.65,61.5685
5,12,95.2718,-79.0651,42.1534
5,13,245.875,-84.3234,36.8951
5,14,223.041,-91.5603,29.6582
5,16,25.3783,-79.0757,43.2699
10,1,253.794,-99.7014,21.5171
10,2,81.6361,-76.9196,44.2988
10,3,236.093,-88.436,32.7825
10,4,8.87136,-66.9221,54.2964
10,5,27.9262,-72.4662,48.7523
10,6,88.2224,-85.9898,35.2287
10,7,262.806,-102.893,28.2411
10,8,246.84,-90.3669,30.8516
10,9,87.7499,-78.4074,42.8111
10,11,17.8673,-65.5299,55.6886
10,12,85.5413,-77.1607,44.0578
10,13,265.374,-100.601,22.9913
10,14,248.328,-91.5216,29.6969
10,16,3.42964,-56.5913,64.6272
14,1,95.4315,-78.9986,42.2199
14,2,276.045,-90.3813,30.8372
14,3,12.2876,-72.0266,49.1919
14,4,253.767,-92.7529,28.4656
14,5,222.461,-91.5446,29.6739
14,6,238.101,-94.2585,29.8497
14,7,91.6391,-91.0204,37.5417
14,8,3.37397,-57.8174,63.401
14,9,267.488,-86.3814,34.8371
14,10,248.364,-91.5221,29.6964
14,11,233.876,-105.296,15.6227
14,12,248.875,-87.2107,34.0078
14,13,94.6288,-90.4922,27.9704
14,16,245.28,-99.9974,21.2211
13,1,12.5336,-60.3831,60.8354
13,2,264.276,-86.5698,34.6487
13,3,95.4439,-89.9762,30.0313
13,4,267.989,-94.3501,26.8684
13,5,245.273,-84.3074,36.9111
13,6,222.387,-90.8096,30.4089
13,7,3.44063,-52.5285,68.69
13,8,97.643,-95.7582,29.6843
13,9,252.464,-102.876,22.1699
13,10,265.417,-99.3809,26.2665
13,11,255.722,-97.6283,23.5902
13,12,233.935,-87.2388,33.9797
13,14,94.626,-88.0644,35.7391
13,16,261.967,-90.3146,32.1164
11,1,244.044,-94.3763,26.8422
11,2,95.2755,-94.8594,35.5028
11,3,221.193,-105.076,19.4706
11,4,26.8172,-72.3467,48.8718
11,5,11.6461,-59.9796,61.2389
11,6,95.3548,-77.6583,43.5602
11,7,252.787,-87.7545,25.7426
11,8,231.965,-86.2647,34.9537
11,9,99.6955,-76.6988,44.5197
11,10,18.2026,-65.6778,55.5407
11,12,94.6314,-78.7275,42.491
11,13,255.588,-97.6238,23.5947
11,14,233.688,-104.906,21.2236
11,16,16.7366,-66.0267,55.1917
7,1,11.4125,-55.9788,65.2397
7,2,262.689,-84.2895,36.929
7,3,92.2722,-81.9228,39.2956
7,5,241.914,-96.3344,24.884
7,6,220.012,-101.734,22.7641
7,8,94.6233,-80.0825,41.136
7,9,250.708,-98.1012,27.0521
7,10,262.723,-85.2535,24.3826
7,11,252.645,-89.7297,34.5537
7,12,231.796,-90.944,22.9269
7,13,3.49794,-52.6714,68.5471
7,14,91.636,-90.1389,38.6598
7,16,259.214,-93.3605,27.858
7,4,265.481,-106.726,8.52202
12,1,220.478,-86.5744,34.6441
12,2,31.5774,-68.5212,52.6973
12,3,236.405,-91.3556,29.8629
12,4,79.5866,-75.9572,45.2613
12,5,95.3722,-79.0735,42.145
12,6,11.9721,-58.7752,62.4433
12,7,231.506,-93.8672,29.2783
12,8,247.811,-89.5819,30.5492
12,9,19.5051,-66.1068,55.1117
12,10,85.4393,-77.1526,44.0659
12,11,94.621,-78.7275,42.491
12,13,233.477,-87.222,33.9965
12,14,248.396,-87.1938,34.0247
12,16,83.5175,-80.7266,40.4919
9,1,239.48,-87.6906,33.5279
9,2,14.5032,-71.6838,49.5347
9,3,255.393,-88.1914,33.0271
9,4,79.9499,-77.6629,43.5556
9,5,102.68,-80.6579,40.5606
9,6,31.5433,-71.9625,49.256
9,7,250.619,-99.5529,14.0447
9,8,266.872,-94.4578,26.7607
9,10,87.247,-78.3559,42.8626
9,11,99.6551,-76.6935,44.525
9,12,19.5852,-66.1663,55.0521
9,13,252.591,-98.1279,22.5255
9,14,267.544,-86.3848,34.8337
9,16,86.0745,-89.3629,37.9391
8,1,98.2809,-100.542,16.4375
8,2,275.861,-91.7184,29.5001
8,3,11.5968,-60.5051,60.7134
8,4,252.494,-87.6096,33.6089
8,5,219.374,-85.6545,35.564
8,6,236.519,-101.315,25.0954
8,7,94.6306,-80.0825,41.136
8,9,266.99,-94.4578,26.7607
8,10,246.843,-90.3635,30.855
8,11,231.443,-86.2426,34.9759
8,12,247.737,-93.7089,32.013
8,13,97.6506,-93.016,24.2567
8,14,3.46189,-58.1238,63.0947
8,16,243.563,-94.6725,26.546
4,1,255.647,-88.2431,16.8888
6,7,219.021,-101.172,9.33255
4,8,252.395,-87.61,11.5672
4,10,9.01699,-67.141,20.4973
6,12,12.0983,-58.9315,17.0305
4,16,10.5527,-66.009,12.8651
2,1,251.9,-95.6403,30.7115
2,3,264.211,-112.761,7.50035
2,4,72.5904,-73.7104,47.5081
2,5,99.9158,-95.6484,26.078
2,6,44.2171,-70.3324,50.886
2,7,263.024,-84.3031,36.9154
2,8,275.809,-91.7208,29.4977
2,9,14.5108,-71.787,49.4314
2,10,80.6749,-76.8158,44.4026
2,11,95.1676,-80.7436,35.4291
2,12,32.1367,-68.6943,52.5242
2,13,265.149,-86.6014,34.6171
2,14,276.683,-90.4032,30.8153
2,16,80.1009,-76.4807,44.7378
6,2,44.3013,-70.3657,50.8528
6,5,94.6275,-77.5041,43.7144
6,9,31.8911,-72.0863,49.1322
6,13,221.092,-90.7527,30.4658
5,7,240.908,-96.2919,10.5495
5,11,12.1008,-60.4507,12.1967
5,13,243.995,-84.2562,10.232
4,3,240.995,-91.2024,30.0161
4,11,27.6509,-72.6439,48.5745
4,14,254.103,-92.767,28.4515
5,1,231.884,-97.4686,25.162
5,2,99.8295,-93.2788,27.015
5,3,207.696,-90.673,27.3517
5,4,37.9012,-82.2385,38.98
5,6,94.63,-77.5041,43.7144
5,8,218.886,-85.6231,35.5954
5,9,102.657,-80.6672,40.5513
5,10,29.8689,-73.1428,48.0757
5,12,95.3869,-79.0785,42.14
5,14,220.899,-91.4685,29.75
5,16,27.2654,-83.554,40.413
10,1,252.926,-99.6717,21.5467
10,2,80.4183,-76.7886,44.4299
10,3,235.316,-88.4075,32.811
10,4,9.1495,-67.1847,54.0338
10,5,30.3087,-73.1787,48.0398
10,6,88.5356,-86.0207,35.1978
10,7,262.514,-89.005,31.725
10,8,246.686,-90.3616,30.8569
10,9,86.9349,-78.3257,42.8927
10,11,19.1763,-66.1467,55.0718
10,12,85.397,-77.1458,44.0727
10,13,265.5,-99.1138,21.5724
10,14,248.578,-91.5305,29.688
10,16,3.65344,-57.1528,64.0657
14,1,95.5738,-79.0112,42.2073
14,2,276.963,-90.4102,30.8082
14,3,13.3041,-72.7193,48.4992
14,4,254.267,-92.7701,28.4484
14,5,220.288,-91.4595,29.759
14,6,236.254,-95.3245,26.0245
14,7,91.6523,-83.5977,31.4305
14,8,3.57207,-58.3314,62.8871
14,9,267.647,-86.3867,34.8318
14,10,248.613,-91.5309,29.6876
14,11,232.784,-100.848,14.1132
14,12,247.846,-87.1748,34.0437
14,13,94.6342,-99.3049,22.8931
14,16,245.175,-99.9938,21.2247
