vehicles_scanned,total_drop_events,matched_decision_events,strict_match_ratio,reaction_events,no_action_events,missing_decision_events,lane_change_events,median_decision_delay_s,p95_decision_delay_s
1,1872,1872,1.0,0,1872,0,0,0.0,0.0
