run_id,tech,vehicle_id,msg_seq,tx_t_s,rx_t_s,rx_ok,msg_type,tx_id,rx_id,cam_gdt_ms
txPower_-10,nrv2x,veh1,3894,3.89484,,0,CAM,1,,3894
txPower_-10,nrv2x,veh1,4006,,4.03108,1,CAM,3,1.0,4006
txPower_-10,nrv2x,veh1,3929,,4.05183,1,CAM,14,1.0,3929
txPower_-10,nrv2x,veh1,4074,,4.07808,1,CAM,13,1.0,4074
txPower_-10,nrv2x,veh1,4129,,4.15183,1,CAM,14,1.0,4129
txPower_-10,nrv2x,veh1,4274,,4.27808,1,CAM,13,1.0,4274
txPower_-10,nrv2x,veh1,4474,,4.47808,1,CAM,13,1.0,4474
txPower_-10,nrv2x,veh1,4494,4.49484,,0,CAM,1,,4494
txPower_-10,nrv2x,veh1,4606,,4.62008,1,CAM,3,1.0,4606
txPower_-10,nrv2x,veh1,4625,,4.62783,1,CAM,19,1.0,4625
txPower_-10,nrv2x,veh1,4674,,4.67808,1,CAM,13,1.0,4674
txPower_-10,nrv2x,veh1,4825,,4.82783,1,CAM,19,1.0,4825
txPower_-10,nrv2x,veh1,4874,,4.87808,1,CAM,13,1.0,4874
txPower_-10,nrv2x,veh1,5025,,5.02783,1,CAM,19,1.0,5025
txPower_-10,nrv2x,veh1,5074,,5.07808,1,CAM,13,1.0,5074
txPower_-10,nrv2x,veh1,5094,5.09484,,0,CAM,1,,5094
txPower_-10,nrv2x,veh1,5206,,5.22008,1,CAM,3,1.0,5206
txPower_-10,nrv2x,veh1,5225,,5.24483,1,CAM,19,1.0,5225
txPower_-10,nrv2x,veh1,5274,,5.27808,1,CAM,13,1.0,5274
txPower_-10,nrv2x,veh1,5425,,5.44483,1,CAM,19,1.0,5425
txPower_-10,nrv2x,veh1,5474,,5.49508,1,CAM,13,1.0,5474
txPower_-10,nrv2x,veh1,5625,,5.64483,1,CAM,19,1.0,5625
txPower_-10,nrv2x,veh1,5529,,5.65033,1,CAM,14,1.0,5529
txPower_-10,nrv2x,veh1,5694,5.69484,,0,CAM,1,,5694
txPower_-10,nrv2x,veh1,5674,,5.69508,1,CAM,13,1.0,5674
txPower_-10,nrv2x,veh1,5806,,5.82008,1,CAM,3,1.0,5806
txPower_-10,nrv2x,veh1,5825,,5.84483,1,CAM,19,1.0,5825
txPower_-10,nrv2x,veh1,5874,,5.89508,1,CAM,13,1.0,5874
txPower_-10,nrv2x,veh1,6025,,6.04483,1,CAM,19,1.0,6025
txPower_-10,nrv2x,veh1,6225,,6.24058,1,CAM,19,1.0,6225
txPower_-10,nrv2x,veh1,6294,6.29484,,0,CAM,1,,6294
txPower_-10,nrv2x,veh1,6374,,6.39333,1,CAM,13,1.0,6374
txPower_-10,nrv2x,veh1,6406,,6.42058,1,CAM,3,1.0,6406
txPower_-10,nrv2x,veh1,6425,,6.44058,1,CAM,19,1.0,6425
txPower_-10,nrv2x,veh1,6625,,6.64058,1,CAM,19,1.0,6625
txPower_-10,nrv2x,veh1,6825,,6.84058,1,CAM,19,1.0,6825
txPower_-10,nrv2x,veh1,6874,,6.89333,1,CAM,13,1.0,6874
txPower_-10,nrv2x,veh1,6894,6.89484,,0,CAM,1,,6894
txPower_-10,nrv2x,veh1,7006,,7.02058,1,CAM,3,1.0,7006
txPower_-10,nrv2x,veh1,7025,,7.04058,1,CAM,19,1.0,7025
txPower_-10,nrv2x,veh1,7225,,7.24058,1,CAM,19,1.0,7225
txPower_-10,nrv2x,veh1,7374,,7.39333,1,CAM,13,1.0,7374
txPower_-10,nrv2x,veh1,7494,7.49484,,0,CAM,1,,7494
txPower_-10,nrv2x,veh1,7606,,7.61758,1,CAM,3,1.0,7606
txPower_-10,nrv2x,veh1,7741,,7.77233,1,CAM,6,1.0,7741
txPower_-10,nrv2x,veh1,7771,,7.78633,1,CAM,18,1.0,7771
txPower_-10,nrv2x,veh1,7679,,7.79783,1,CAM,12,1.0,7679
txPower_-10,nrv2x,veh1,7825,,7.83708,1,CAM,19,1.0,7825
txPower_-10,nrv2x,veh1,7874,,7.89408,1,CAM,13,1.0,7874
txPower_-10,nrv2x,veh1,7971,,8.08033,1,CAM,18,1.0,7971
txPower_-10,nrv2x,veh1,8094,8.09484,,0,CAM,1,,8094
txPower_-10,nrv2x,veh1,8206,,8.21758,1,CAM,3,1.0,8206
txPower_-10,nrv2x,veh1,8241,,8.27058,1,CAM,6,1.0,8241
txPower_-10,nrv2x,veh1,8279,,8.29783,1,CAM,12,1.0,8279
txPower_-10,nrv2x,veh1,8374,,8.39408,1,CAM,13,1.0,8374
txPower_-10,nrv2x,veh1,8425,,8.42608,1,CAM,19,1.0,8425
txPower_-10,nrv2x,veh1,8574,,8.58933,1,CAM,13,1.0,8574
txPower_-10,nrv2x,veh1,8694,8.69484,,0,CAM,1,,8694
txPower_-10,nrv2x,veh1,8741,,8.77058,1,CAM,6,1.0,8741
txPower_-10,nrv2x,veh1,8774,,8.78933,1,CAM,13,1.0,8774
txPower_-10,nrv2x,veh1,8771,,8.80258,1,CAM,18,1.0,8771
txPower_-10,nrv2x,veh1,8806,,8.81758,1,CAM,3,1.0,8806
txPower_-10,nrv2x,veh1,8974,,8.98933,1,CAM,13,1.0,8974
txPower_-10,nrv2x,veh1,9025,,9.04508,1,CAM,19,1.0,9025
txPower_-10,nrv2x,veh1,9071,,9.10258,1,CAM,18,1.0,9071
txPower_-10,nrv2x,veh1,9174,,9.18933,1,CAM,13,1.0,9174
txPower_-10,nrv2x,veh1,9241,,9.27058,1,CAM,6,1.0,9241
txPower_-10,nrv2x,veh1,9294,9.29484,,0,CAM,1,,9294
txPower_-10,nrv2x,veh1,9374,,9.39133,1,CAM,13,1.0,9374
txPower_-10,nrv2x,veh1,9371,,9.40258,1,CAM,18,1.0,9371
txPower_-10,nrv2x,veh1,9574,,9.59133,1,CAM,13,1.0,9574
txPower_-10,nrv2x,veh1,9625,,9.64508,1,CAM,19,1.0,9625
txPower_-10,nrv2x,veh1,9671,,9.69108,1,CAM,18,1.0,9671
txPower_-10,nrv2x,veh1,9741,,9.76783,1,CAM,6,1.0,9741
txPower_-10,nrv2x,veh1,9774,,9.79133,1,CAM,13,1.0,9774
txPower_-10,nrv2x,veh1,9894,9.89484,,0,CAM,1,,9894
txPower_-10,nrv2x,veh1,9971,,9.99108,1,CAM,18,1.0,9971
txPower_-10,nrv2x,veh1,9974,,9.99133,1,CAM,13,1.0,9974
txPower_-10,nrv2x,veh1,10006,,10.0161,1,CAM,3,1.0,10006
txPower_-10,nrv2x,veh1,10079,,10.1561,1,CAM,12,1.0,10079
txPower_-10,nrv2x,veh1,10225,,10.2438,1,CAM,19,1.0,10225
txPower_-10,nrv2x,veh1,10241,,10.2678,1,CAM,6,1.0,10241
txPower_-10,nrv2x,veh1,10271,,10.2911,1,CAM,18,1.0,10271
txPower_-10,nrv2x,veh1,10374,,10.3913,1,CAM,13,1.0,10374
txPower_-10,nrv2x,veh1,10494,10.4948,,0,CAM,1,,10494
txPower_-10,nrv2x,veh1,10571,,10.5911,1,CAM,18,1.0,10571
txPower_-10,nrv2x,veh1,10606,,10.6266,1,CAM,3,1.0,10606
txPower_-10,nrv2x,veh1,10679,,10.6963,1,CAM,12,1.0,10679
txPower_-10,nrv2x,veh1,10741,,10.7613,1,CAM,6,1.0,10741
txPower_-10,nrv2x,veh1,10774,,10.7858,1,CAM,13,1.0,10774
txPower_-10,nrv2x,veh1,10825,,10.8438,1,CAM,19,1.0,10825
txPower_-10,nrv2x,veh1,10871,,10.8911,1,CAM,18,1.0,10871
txPower_-10,nrv2x,veh1,11029,,11.0448,1,CAM,14,1.0,11029
txPower_-10,nrv2x,veh1,11094,11.0948,,0,CAM,1,,11094
txPower_-10,nrv2x,veh1,11171,,11.1808,1,CAM,18,1.0,11171
txPower_-10,nrv2x,veh1,11174,,11.1858,1,CAM,13,1.0,11174
txPower_-10,nrv2x,veh1,11206,,11.2266,1,CAM,3,1.0,11206
txPower_-10,nrv2x,veh1,11241,,11.2613,1,CAM,6,1.0,11241
txPower_-10,nrv2x,veh1,11279,,11.2936,1,CAM,12,1.0,11279
txPower_-10,nrv2x,veh1,11425,,11.4391,1,CAM,19,1.0,11425
txPower_-10,nrv2x,veh1,11471,,11.4808,1,CAM,18,1.0,11471
txPower_-10,nrv2x,veh1,11574,,11.5858,1,CAM,13,1.0,11574
txPower_-10,nrv2x,veh1,11694,11.6948,,0,CAM,1,,11694
txPower_-10,nrv2x,veh1,11741,,11.7613,1,CAM,6,1.0,11741
txPower_-10,nrv2x,veh1,11771,,11.7808,1,CAM,18,1.0,11771
txPower_-10,nrv2x,veh1,11806,,11.8333,1,CAM,3,1.0,11806
txPower_-10,nrv2x,veh1,11879,,11.9088,1,CAM,12,1.0,11879
txPower_-10,nrv2x,veh1,11974,,11.9833,1,CAM,13,1.0,11974
txPower_-10,nrv2x,veh1,12025,,12.0391,1,CAM,19,1.0,12025
txPower_-10,nrv2x,veh1,12071,,12.0906,1,CAM,18,1.0,12071
txPower_-10,nrv2x,veh1,12241,,12.2533,1,CAM,6,1.0,12241
txPower_-10,nrv2x,veh1,12294,12.2948,,0,CAM,1,,12294
txPower_-10,nrv2x,veh1,12229,,12.3423,1,CAM,14,1.0,12229
txPower_-10,nrv2x,veh1,12374,,12.3833,1,CAM,13,1.0,12374
txPower_-10,nrv2x,veh1,12371,,12.3906,1,CAM,18,1.0,12371
txPower_-10,nrv2x,veh1,12406,,12.4246,1,CAM,3,1.0,12406
txPower_-10,nrv2x,veh1,12479,,12.5046,1,CAM,12,1.0,12479
txPower_-10,nrv2x,veh1,12625,,12.6351,1,CAM,19,1.0,12625
txPower_-10,nrv2x,veh1,12671,,12.6906,1,CAM,18,1.0,12671
txPower_-10,nrv2x,veh1,12741,,12.7446,1,CAM,6,1.0,12741
txPower_-10,nrv2x,veh1,12774,,12.7833,1,CAM,13,1.0,12774
txPower_-10,nrv2x,veh1,12894,12.8948,,0,CAM,1,,12894
txPower_-10,nrv2x,veh1,12971,,12.9906,1,CAM,18,1.0,12971
txPower_-10,nrv2x,veh1,13006,,13.0246,1,CAM,3,1.0,13006
txPower_-10,nrv2x,veh1,13074,,13.0833,1,CAM,13,1.0,13074
txPower_-10,nrv2x,veh1,13079,,13.1061,1,CAM,12,1.0,13079
txPower_-10,nrv2x,veh1,13225,,13.2351,1,CAM,19,1.0,13225
txPower_-10,nrv2x,veh1,13241,,13.2446,1,CAM,6,1.0,13241
txPower_-10,nrv2x,veh1,13274,,13.2826,1,CAM,13,1.0,13274
txPower_-10,nrv2x,veh1,13271,,13.2906,1,CAM,18,1.0,13271
txPower_-10,nrv2x,veh1,13474,,13.4826,1,CAM,13,1.0,13474
txPower_-10,nrv2x,veh1,13494,13.4948,,0,CAM,1,,13494
txPower_-10,nrv2x,veh1,13429,,13.5423,1,CAM,14,1.0,13429
txPower_-10,nrv2x,veh1,13571,,13.5906,1,CAM,18,1.0,13571
txPower_-10,nrv2x,veh1,13606,,13.6211,1,CAM,3,1.0,13606
txPower_-10,nrv2x,veh1,13674,,13.6826,1,CAM,13,1.0,13674
txPower_-10,nrv2x,veh1,13679,,13.6986,1,CAM,12,1.0,13679
txPower_-10,nrv2x,veh1,13741,,13.7461,1,CAM,6,1.0,13741
txPower_-10,nrv2x,veh1,13825,,13.8351,1,CAM,19,1.0,13825
txPower_-10,nrv2x,veh1,13874,,13.8826,1,CAM,13,1.0,13874
txPower_-10,nrv2x,veh1,13871,,13.8906,1,CAM,18,1.0,13871
txPower_-10,nrv2x,veh1,14074,,14.0778,1,CAM,13,1.0,14074
txPower_-10,nrv2x,veh1,14094,14.0948,,0,CAM,1,,14094
txPower_-10,nrv2x,veh1,14171,,14.1906,1,CAM,18,1.0,14171
txPower_-10,nrv2x,veh1,14206,,14.2211,1,CAM,3,1.0,14206
txPower_-10,nrv2x,veh1,14241,,14.2461,1,CAM,6,1.0,14241
txPower_-10,nrv2x,veh1,14274,,14.2778,1,CAM,13,1.0,14274
txPower_-10,nrv2x,veh1,14279,,14.2986,1,CAM,12,1.0,14279
txPower_-10,nrv2x,veh1,14425,,14.4338,1,CAM,19,1.0,14425
txPower_-10,nrv2x,veh1,14474,,14.4778,1,CAM,13,1.0,14474
txPower_-10,nrv2x,veh1,14471,,14.4878,1,CAM,18,1.0,14471
txPower_-10,nrv2x,veh1,14674,,14.6778,1,CAM,13,1.0,14674
txPower_-10,nrv2x,veh1,14694,14.6948,,0,CAM,1,,14694
txPower_-10,nrv2x,veh1,14741,,14.7611,1,CAM,6,1.0,14741
txPower_-10,nrv2x,veh1,14771,,14.7878,1,CAM,18,1.0,14771
txPower_-10,nrv2x,veh1,14806,,14.8286,1,CAM,3,1.0,14806
txPower_-10,nrv2x,veh1,14874,,14.8778,1,CAM,13,1.0,14874
txPower_-10,nrv2x,veh1,14879,,14.8976,1,CAM,12,1.0,14879
txPower_-10,nrv2x,veh1,15025,,15.0353,1,CAM,19,1.0,15025
txPower_-10,nrv2x,veh1,15071,,15.0878,1,CAM,18,1.0,15071
txPower_-10,nrv2x,veh1,15174,,15.1933,1,CAM,13,1.0,15174
txPower_-10,nrv2x,veh1,15241,,15.2576,1,CAM,6,1.0,15241
txPower_-10,nrv2x,veh1,15294,15.2948,,0,CAM,1,,15294
txPower_-10,nrv2x,veh1,15371,,15.3878,1,CAM,18,1.0,15371
txPower_-10,nrv2x,veh1,15406,,15.4286,1,CAM,3,1.0,15406
txPower_-10,nrv2x,veh1,15474,,15.4933,1,CAM,13,1.0,15474
txPower_-10,nrv2x,veh1,15479,,15.4976,1,CAM,12,1.0,15479
txPower_-10,nrv2x,veh1,15429,,15.5631,1,CAM,14,1.0,15429
txPower_-10,nrv2x,veh1,15625,,15.6353,1,CAM,19,1.0,15625
txPower_-10,nrv2x,veh1,15671,,15.6878,1,CAM,18,1.0,15671
txPower_-10,nrv2x,veh1,15741,,15.7576,1,CAM,6,1.0,15741
txPower_-10,nrv2x,veh1,15774,,15.7906,1,CAM,13,1.0,15774
txPower_-10,nrv2x,veh1,15894,15.8948,,0,CAM,1,,15894
txPower_-10,nrv2x,veh1,15971,,15.9878,1,CAM,18,1.0,15971
txPower_-10,nrv2x,veh1,16006,,16.0236,1,CAM,3,1.0,16006
txPower_-10,nrv2x,veh1,16074,,16.0796,1,CAM,13,1.0,16074
txPower_-10,nrv2x,veh1,16079,,16.0933,1,CAM,12,1.0,16079
txPower_-10,nrv2x,veh1,16225,,16.2396,1,CAM,19,1.0,16225
txPower_-10,nrv2x,veh1,16241,,16.2611,1,CAM,6,1.0,16241
txPower_-10,nrv2x,veh1,16271,,16.2878,1,CAM,18,1.0,16271
txPower_-10,nrv2x,veh1,16374,,16.3796,1,CAM,13,1.0,16374
txPower_-10,nrv2x,veh1,16494,16.4948,,0,CAM,1,,16494
txPower_-10,nrv2x,veh1,16571,,16.5811,1,CAM,18,1.0,16571
txPower_-10,nrv2x,veh1,16606,,16.6236,1,CAM,3,1.0,16606
txPower_-10,nrv2x,veh1,16674,,16.6796,1,CAM,13,1.0,16674
txPower_-10,nrv2x,veh1,16679,,16.6933,1,CAM,12,1.0,16679
txPower_-10,nrv2x,veh1,16741,,16.7611,1,CAM,6,1.0,16741
txPower_-10,nrv2x,veh1,16825,,16.8396,1,CAM,19,1.0,16825
txPower_-10,nrv2x,veh1,16871,,16.8811,1,CAM,18,1.0,16871
txPower_-10,nrv2x,veh1,16974,,16.9796,1,CAM,13,1.0,16974
txPower_-10,nrv2x,veh1,17094,17.0948,,0,CAM,1,,17094
txPower_-10,nrv2x,veh1,17171,,17.1811,1,CAM,18,1.0,17171
txPower_-10,nrv2x,veh1,17241,,17.2596,1,CAM,6,1.0,17241
txPower_-10,nrv2x,veh1,17274,,17.2796,1,CAM,13,1.0,17274
txPower_-10,nrv2x,veh1,17279,,17.2866,1,CAM,12,1.0,17279
txPower_-10,nrv2x,veh1,17425,,17.4301,1,CAM,19,1.0,17425
txPower_-10,nrv2x,veh1,17471,,17.4793,1,CAM,18,1.0,17471
txPower_-10,nrv2x,veh1,17574,,17.5941,1,CAM,13,1.0,17574
txPower_-10,nrv2x,veh1,17694,17.6948,,0,CAM,1,,17694
txPower_-10,nrv2x,veh1,17741,,17.7596,1,CAM,6,1.0,17741
txPower_-10,nrv2x,veh1,17771,,17.7793,1,CAM,18,1.0,17771
txPower_-10,nrv2x,veh1,17806,,17.8221,1,CAM,3,1.0,17806
txPower_-10,nrv2x,veh1,17879,,17.8968,1,CAM,12,1.0,17879
txPower_-10,nrv2x,veh1,18025,,18.0286,1,CAM,19,1.0,18025
txPower_-10,nrv2x,veh1,18071,,18.0793,1,CAM,18,1.0,18071
txPower_-10,nrv2x,veh1,18174,,18.1941,1,CAM,13,1.0,18174
txPower_-10,nrv2x,veh1,18173,,18.1991,1,CAM,17,1.0,18173
txPower_-10,nrv2x,veh1,18241,,18.2546,1,CAM,6,1.0,18241
txPower_-10,nrv2x,veh1,18294,18.2948,,0,CAM,1,,18294
txPower_-10,nrv2x,veh1,18371,,18.3793,1,CAM,18,1.0,18371
txPower_-10,nrv2x,veh1,18479,,18.4858,1,CAM,12,1.0,18479
txPower_-10,nrv2x,veh1,18474,,18.4906,1,CAM,13,1.0,18474
txPower_-10,nrv2x,veh1,18625,,18.6286,1,CAM,19,1.0,18625
txPower_-10,nrv2x,veh1,18671,,18.6743,1,CAM,18,1.0,18671
txPower_-10,nrv2x,veh1,18741,,18.7546,1,CAM,6,1.0,18741
txPower_-10,nrv2x,veh1,18629,,18.7571,1,CAM,14,1.0,18629
txPower_-10,nrv2x,veh1,18774,,18.7906,1,CAM,13,1.0,18774
txPower_-10,nrv2x,veh1,18894,18.8948,,0,CAM,1,,18894
txPower_-10,nrv2x,veh1,18971,,18.9743,1,CAM,18,1.0,18971
txPower_-10,nrv2x,veh1,18973,,18.9938,1,CAM,17,1.0,18973
txPower_-10,nrv2x,veh1,19006,,19.0248,1,CAM,3,1.0,19006
txPower_-10,nrv2x,veh1,19079,,19.0858,1,CAM,12,1.0,19079
txPower_-10,nrv2x,veh1,19074,,19.0906,1,CAM,13,1.0,19074
txPower_-10,nrv2x,veh1,19225,,19.2286,1,CAM,19,1.0,19225
txPower_-10,nrv2x,veh1,19241,,19.2546,1,CAM,6,1.0,19241
txPower_-10,nrv2x,veh1,19271,,19.2743,1,CAM,18,1.0,19271
txPower_-10,nrv2x,veh1,19374,,19.3906,1,CAM,13,1.0,19374
txPower_-10,nrv2x,veh1,19494,19.4948,,0,CAM,1,,19494
txPower_-10,nrv2x,veh1,19571,,19.5748,1,CAM,18,1.0,19571
txPower_-10,nrv2x,veh1,19606,,19.6143,1,CAM,3,1.0,19606
txPower_-10,nrv2x,veh1,19679,,19.6858,1,CAM,12,1.0,19679
txPower_-10,nrv2x,veh1,19674,,19.6891,1,CAM,13,1.0,19674
txPower_-10,nrv2x,veh1,19741,,19.7538,1,CAM,6,1.0,19741
txPower_-10,nrv2x,veh1,19773,,19.7858,1,CAM,17,1.0,19773
txPower_-10,nrv2x,veh1,19825,,19.8438,1,CAM,19,1.0,19825
txPower_-10,nrv2x,veh1,19871,,19.8891,1,CAM,18,1.0,19871
txPower_-10,nrv2x,veh1,19974,,19.9891,1,CAM,13,1.0,19974
txPower_-10,nrv2x,veh1,20094,20.0948,,0,CAM,1,,20094
txPower_-10,nrv2x,veh1,20171,,20.1891,1,CAM,18,1.0,20171
txPower_-10,nrv2x,veh1,20206,,20.2143,1,CAM,3,1.0,20206
txPower_-10,nrv2x,veh1,20241,,20.2538,1,CAM,6,1.0,20241
txPower_-10,nrv2x,veh1,20279,,20.2818,1,CAM,12,1.0,20279
txPower_-10,nrv2x,veh1,20274,,20.2891,1,CAM,13,1.0,20274
txPower_-10,nrv2x,veh1,20425,,20.4331,1,CAM,19,1.0,20425
txPower_-10,nrv2x,veh1,20471,,20.4891,1,CAM,18,1.0,20471
txPower_-10,nrv2x,veh1,20573,,20.5858,1,CAM,17,1.0,20573
txPower_-10,nrv2x,veh1,20574,,20.5891,1,CAM,13,1.0,20574
txPower_-10,nrv2x,veh1,20694,20.6948,,0,CAM,1,,20694
txPower_-10,nrv2x,veh1,20741,,20.7473,1,CAM,6,1.0,20741
txPower_-10,nrv2x,veh1,20771,,20.8058,1,CAM,18,1.0,20771
txPower_-10,nrv2x,veh1,20806,,20.8341,1,CAM,3,1.0,20806
txPower_-10,nrv2x,veh1,20879,,20.8818,1,CAM,12,1.0,20879
txPower_-10,nrv2x,veh1,20874,,20.8891,1,CAM,13,1.0,20874
txPower_-10,nrv2x,veh1,20942,,20.9633,1,CAM,4,1.0,20942
txPower_-10,nrv2x,veh1,21025,,21.0338,1,CAM,19,1.0,21025
txPower_-10,nrv2x,veh1,21071,,21.1058,1,CAM,18,1.0,21071
txPower_-10,nrv2x,veh1,21029,,21.1403,1,CAM,14,1.0,21029
txPower_-10,nrv2x,veh1,21174,,21.1836,1,CAM,13,1.0,21174
txPower_-10,nrv2x,veh1,21173,,21.1926,1,CAM,17,1.0,21173
txPower_-10,nrv2x,veh1,21241,,21.2463,1,CAM,6,1.0,21241
txPower_-10,nrv2x,veh1,21294,21.2948,,0,CAM,1,,21294
txPower_-10,nrv2x,veh1,21373,,21.3926,1,CAM,17,1.0,21373
txPower_-10,nrv2x,veh1,21371,,21.4058,1,CAM,18,1.0,21371
txPower_-10,nrv2x,veh1,21479,,21.4818,1,CAM,12,1.0,21479
txPower_-10,nrv2x,veh1,21474,,21.4836,1,CAM,13,1.0,21474
txPower_-10,nrv2x,veh1,21406,,21.5341,1,CAM,3,1.0,21406
txPower_-10,nrv2x,veh1,21625,,21.6338,1,CAM,19,1.0,21625
txPower_-10,nrv2x,veh1,21671,,21.7028,1,CAM,18,1.0,21671
txPower_-10,nrv2x,veh1,21741,,21.7543,1,CAM,6,1.0,21741
txPower_-10,nrv2x,veh1,21774,,21.7818,1,CAM,13,1.0,21774
txPower_-10,nrv2x,veh1,21742,,21.8648,1,CAM,4,1.0,21742
txPower_-10,nrv2x,veh1,21894,21.8948,,0,CAM,1,,21894
txPower_-10,nrv2x,veh1,21971,,22.0028,1,CAM,18,1.0,21971
txPower_-10,nrv2x,veh1,22006,,22.0343,1,CAM,3,1.0,22006
txPower_-10,nrv2x,veh1,22074,,22.0818,1,CAM,13,1.0,22074
txPower_-10,nrv2x,veh1,22079,,22.0876,1,CAM,12,1.0,22079
txPower_-10,nrv2x,veh1,22225,,22.2306,1,CAM,19,1.0,22225
txPower_-10,nrv2x,veh1,22241,,22.2511,1,CAM,6,1.0,22241
txPower_-10,nrv2x,veh1,22271,,22.3028,1,CAM,18,1.0,22271
txPower_-10,nrv2x,veh1,22173,,22.3046,1,CAM,17,1.0,22173
txPower_-10,nrv2x,veh1,22374,,22.3818,1,CAM,13,1.0,22374
txPower_-10,nrv2x,veh1,22373,,22.4846,1,CAM,17,1.0,22373
txPower_-10,nrv2x,veh1,22494,22.4948,,0,CAM,1,,22494
txPower_-10,nrv2x,veh1,22542,,22.5648,1,CAM,4,1.0,22542
txPower_-10,nrv2x,veh1,22571,,22.6033,1,CAM,18,1.0,22571
txPower_-10,nrv2x,veh1,22606,,22.6343,1,CAM,3,1.0,22606
txPower_-10,nrv2x,veh1,22674,,22.6816,1,CAM,13,1.0,22674
txPower_-10,nrv2x,veh1,22679,,22.6876,1,CAM,12,1.0,22679
txPower_-10,nrv2x,veh1,22573,,22.7046,1,CAM,17,1.0,22573
txPower_-10,nrv2x,veh1,22741,,22.7511,1,CAM,6,1.0,22741
txPower_-10,nrv2x,veh1,22825,,22.8306,1,CAM,19,1.0,22825
txPower_-10,nrv2x,veh1,22773,,22.8833,1,CAM,17,1.0,22773
txPower_-10,nrv2x,veh1,22871,,22.9033,1,CAM,18,1.0,22871
txPower_-10,nrv2x,veh1,22974,,22.9816,1,CAM,13,1.0,22974
txPower_-10,nrv2x,veh1,22973,,23.0033,1,CAM,17,1.0,22973
txPower_-10,nrv2x,veh1,23094,23.0948,,0,CAM,1,,23094
txPower_-10,nrv2x,veh1,23142,,23.1631,1,CAM,4,1.0,23142
txPower_-10,nrv2x,veh1,23171,,23.2033,1,CAM,18,1.0,23171
txPower_-10,nrv2x,veh1,23206,,23.2316,1,CAM,3,1.0,23206
txPower_-10,nrv2x,veh1,23241,,23.2708,1,CAM,6,1.0,23241
txPower_-10,nrv2x,veh1,23274,,23.2816,1,CAM,13,1.0,23274
txPower_-10,nrv2x,veh1,23279,,23.2996,1,CAM,12,1.0,23279
txPower_-10,nrv2x,veh1,23342,,23.3631,1,CAM,4,1.0,23342
txPower_-10,nrv2x,veh1,23425,,23.4311,1,CAM,19,1.0,23425
txPower_-10,nrv2x,veh1,23373,,23.5033,1,CAM,17,1.0,23373
txPower_-10,nrv2x,veh1,23471,,23.5033,1,CAM,18,1.0,23471
txPower_-10,nrv2x,veh1,23542,,23.5681,1,CAM,4,1.0,23542
txPower_-10,nrv2x,veh1,23574,,23.5816,1,CAM,13,1.0,23574
txPower_-10,nrv2x,veh1,23674,,23.6798,1,CAM,13,1.0,23674
txPower_-10,nrv2x,veh1,23694,23.6948,,0,CAM,1,,23694
txPower_-10,nrv2x,veh1,23573,,23.7033,1,CAM,17,1.0,23573
txPower_-10,nrv2x,veh1,23671,,23.7033,1,CAM,18,1.0,23671
txPower_-10,nrv2x,veh1,23741,,23.7626,1,CAM,6,1.0,23741
txPower_-10,nrv2x,veh1,23742,,23.7681,1,CAM,4,1.0,23742
txPower_-10,nrv2x,veh1,23774,,23.7798,1,CAM,13,1.0,23774
txPower_-10,nrv2x,veh1,23806,,23.8293,1,CAM,3,1.0,23806
