run_id,tech,vehicle_id,msg_seq,tx_t_s,rx_t_s,rx_ok,msg_type,tx_id,rx_id,cam_gdt_ms
txPower_-20,nrv2x,veh10,6969,,6.98858,1,CAM,2,10.0,6969
txPower_-20,nrv2x,veh10,7042,,7.05508,1,CAM,4,10.0,7042
txPower_-20,nrv2x,veh10,7142,,7.15508,1,CAM,4,10.0,7142
txPower_-20,nrv2x,veh10,7169,,7.17108,1,CAM,2,10.0,7169
txPower_-20,nrv2x,veh10,7242,,7.25508,1,CAM,4,10.0,7242
txPower_-20,nrv2x,veh10,7282,7.28281,,0,CAM,10,,7282
txPower_-20,nrv2x,veh10,7342,,7.35508,1,CAM,4,10.0,7342
txPower_-20,nrv2x,veh10,7369,,7.37108,1,CAM,2,10.0,7369
txPower_-20,nrv2x,veh10,7425,,7.44258,1,CAM,16,10.0,7425
txPower_-20,nrv2x,veh10,7442,,7.45508,1,CAM,4,10.0,7442
txPower_-20,nrv2x,veh10,7482,7.48281,,0,CAM,10,,7482
txPower_-20,nrv2x,veh10,7542,,7.55508,1,CAM,4,10.0,7542
txPower_-20,nrv2x,veh10,7569,,7.57108,1,CAM,2,10.0,7569
txPower_-20,nrv2x,veh10,7582,7.58281,,0,CAM,10,,7582
txPower_-20,nrv2x,veh10,7642,,7.65508,1,CAM,4,10.0,7642
txPower_-20,nrv2x,veh10,7669,,7.67108,1,CAM,2,10.0,7669
txPower_-20,nrv2x,veh10,7682,7.68281,,0,CAM,10,,7682
txPower_-20,nrv2x,veh10,7782,7.78281,,0,CAM,10,,7782
txPower_-20,nrv2x,veh10,7769,,7.78508,1,CAM,2,10.0,7769
txPower_-20,nrv2x,veh10,7882,7.88281,,0,CAM,10,,7882
txPower_-20,nrv2x,veh10,7869,,7.88508,1,CAM,2,10.0,7869
txPower_-20,nrv2x,veh10,7982,7.98281,,0,CAM,10,,7982
txPower_-20,nrv2x,veh10,7969,,7.98508,1,CAM,2,10.0,7969
txPower_-20,nrv2x,veh10,8082,8.08281,,0,CAM,10,,8082
txPower_-20,nrv2x,veh10,8069,,8.08508,1,CAM,2,10.0,8069
txPower_-20,nrv2x,veh10,8125,,8.14258,1,CAM,16,10.0,8125
txPower_-20,nrv2x,veh10,8182,8.18281,,0,CAM,10,,8182
txPower_-20,nrv2x,veh10,8169,,8.18508,1,CAM,2,10.0,8169
txPower_-20,nrv2x,veh10,8282,8.28281,,0,CAM,10,,8282
txPower_-20,nrv2x,veh10,8269,,8.28508,1,CAM,2,10.0,8269
txPower_-20,nrv2x,veh10,8382,8.38281,,0,CAM,10,,8382
txPower_-20,nrv2x,veh10,8442,,8.45683,1,CAM,4,10.0,8442
txPower_-20,nrv2x,veh10,8469,,8.49383,1,CAM,2,10.0,8469
txPower_-20,nrv2x,veh10,8669,,8.69383,1,CAM,2,10.0,8669
txPower_-20,nrv2x,veh10,8725,,8.73508,1,CAM,16,10.0,8725
txPower_-20,nrv2x,veh10,8793,,8.80758,1,CAM,9,10.0,8793
txPower_-20,nrv2x,veh10,8825,,8.83508,1,CAM,16,10.0,8825
txPower_-20,nrv2x,veh10,8869,,8.89208,1,CAM,2,10.0,8869
txPower_-20,nrv2x,veh10,8925,,8.93508,1,CAM,16,10.0,8925
txPower_-20,nrv2x,veh10,8982,8.98281,,0,CAM,10,,8982
txPower_-20,nrv2x,veh10,9025,,9.03508,1,CAM,16,10.0,9025
txPower_-20,nrv2x,veh10,9125,,9.13508,1,CAM,16,10.0,9125
txPower_-20,nrv2x,veh10,9225,,9.23508,1,CAM,16,10.0,9225
txPower_-20,nrv2x,veh10,9242,,9.25158,1,CAM,4,10.0,9242
txPower_-20,nrv2x,veh10,9325,,9.33408,1,CAM,16,10.0,9325
txPower_-20,nrv2x,veh10,9393,,9.40783,1,CAM,9,10.0,9393
txPower_-20,nrv2x,veh10,9425,,9.43408,1,CAM,16,10.0,9425
txPower_-20,nrv2x,veh10,9525,,9.53408,1,CAM,16,10.0,9525
txPower_-20,nrv2x,veh10,9582,9.58281,,0,CAM,10,,9582
txPower_-20,nrv2x,veh10,9625,,9.63408,1,CAM,16,10.0,9625
txPower_-20,nrv2x,veh10,9725,,9.73408,1,CAM,16,10.0,9725
txPower_-20,nrv2x,veh10,9993,,9.99808,1,CAM,9,10.0,9993
txPower_-20,nrv2x,veh10,9971,,10.0111,1,CAM,15,10.0,9971
txPower_-20,nrv2x,veh10,10042,,10.0516,1,CAM,4,10.0,10042
txPower_-20,nrv2x,veh10,10182,10.1828,,0,CAM,10,,10182
txPower_-20,nrv2x,veh10,10171,,10.2111,1,CAM,15,10.0,10171
txPower_-20,nrv2x,veh10,10271,,10.3071,1,CAM,15,10.0,10271
txPower_-20,nrv2x,veh10,10371,,10.4071,1,CAM,15,10.0,10371
txPower_-20,nrv2x,veh10,10471,,10.5071,1,CAM,15,10.0,10471
txPower_-20,nrv2x,veh10,10525,,10.5346,1,CAM,16,10.0,10525
txPower_-20,nrv2x,veh10,10571,,10.6071,1,CAM,15,10.0,10571
txPower_-20,nrv2x,veh10,10593,,10.6133,1,CAM,9,10.0,10593
txPower_-20,nrv2x,veh10,10671,,10.7071,1,CAM,15,10.0,10671
txPower_-20,nrv2x,veh10,10782,10.7828,,0,CAM,10,,10782
txPower_-20,nrv2x,veh10,10842,,10.8526,1,CAM,4,10.0,10842
txPower_-20,nrv2x,veh10,10971,,10.9871,1,CAM,15,10.0,10971
txPower_-20,nrv2x,veh10,11193,,11.2133,1,CAM,9,10.0,11193
txPower_-20,nrv2x,veh10,11271,,11.2808,1,CAM,15,10.0,11271
txPower_-20,nrv2x,veh10,11325,,11.3306,1,CAM,16,10.0,11325
txPower_-20,nrv2x,veh10,11382,11.3828,,0,CAM,10,,11382
txPower_-20,nrv2x,veh10,11393,,11.4133,1,CAM,9,10.0,11393
txPower_-20,nrv2x,veh10,11593,,11.6031,1,CAM,9,10.0,11593
txPower_-20,nrv2x,veh10,11642,,11.6526,1,CAM,4,10.0,11642
txPower_-20,nrv2x,veh10,11793,,11.8031,1,CAM,9,10.0,11793
txPower_-20,nrv2x,veh10,11982,11.9828,,0,CAM,10,,11982
txPower_-20,nrv2x,veh10,11993,,12.0031,1,CAM,9,10.0,11993
txPower_-20,nrv2x,veh10,12125,,12.1438,1,CAM,16,10.0,12125
txPower_-20,nrv2x,veh10,12182,12.1828,,0,CAM,10,,12182
txPower_-20,nrv2x,veh10,12193,,12.2031,1,CAM,9,10.0,12193
txPower_-20,nrv2x,veh10,12242,,12.2488,1,CAM,4,10.0,12242
txPower_-20,nrv2x,veh10,12382,12.3828,,0,CAM,10,,12382
txPower_-20,nrv2x,veh10,12393,,12.4031,1,CAM,9,10.0,12393
txPower_-20,nrv2x,veh10,12442,,12.4488,1,CAM,4,10.0,12442
txPower_-20,nrv2x,veh10,12582,12.5828,,0,CAM,10,,12582
txPower_-20,nrv2x,veh10,12642,,12.6581,1,CAM,4,10.0,12642
txPower_-20,nrv2x,veh10,12782,12.7828,,0,CAM,10,,12782
txPower_-20,nrv2x,veh10,12842,,12.8581,1,CAM,4,10.0,12842
txPower_-20,nrv2x,veh10,12925,,12.9258,1,CAM,16,10.0,12925
txPower_-20,nrv2x,veh10,12982,12.9828,,0,CAM,10,,12982
txPower_-20,nrv2x,veh10,12993,,13.0133,1,CAM,9,10.0,12993
txPower_-20,nrv2x,veh10,13042,,13.0581,1,CAM,4,10.0,13042
txPower_-20,nrv2x,veh10,13125,,13.1258,1,CAM,16,10.0,13125
txPower_-20,nrv2x,veh10,13182,13.1828,,0,CAM,10,,13182
txPower_-20,nrv2x,veh10,13242,,13.2581,1,CAM,4,10.0,13242
txPower_-20,nrv2x,veh10,13325,,13.3258,1,CAM,16,10.0,13325
txPower_-20,nrv2x,veh10,13442,,13.4581,1,CAM,4,10.0,13442
txPower_-20,nrv2x,veh10,13525,,13.5258,1,CAM,16,10.0,13525
txPower_-20,nrv2x,veh10,13593,,13.6133,1,CAM,9,10.0,13593
txPower_-20,nrv2x,veh10,13725,,13.7258,1,CAM,16,10.0,13725
txPower_-20,nrv2x,veh10,13782,13.7828,,0,CAM,10,,13782
txPower_-20,nrv2x,veh10,13925,,13.9258,1,CAM,16,10.0,13925
txPower_-20,nrv2x,veh10,14125,,14.1258,1,CAM,16,10.0,14125
txPower_-20,nrv2x,veh10,14193,,14.2168,1,CAM,9,10.0,14193
txPower_-20,nrv2x,veh10,14242,,14.2481,1,CAM,4,10.0,14242
txPower_-20,nrv2x,veh10,14325,,14.3258,1,CAM,16,10.0,14325
txPower_-20,nrv2x,veh10,14382,14.3828,,0,CAM,10,,14382
txPower_-20,nrv2x,veh10,14525,,14.5393,1,CAM,16,10.0,14525
txPower_-20,nrv2x,veh10,14725,,14.7393,1,CAM,16,10.0,14725
txPower_-20,nrv2x,veh10,14925,,14.9393,1,CAM,16,10.0,14925
txPower_-20,nrv2x,veh10,14982,14.9828,,0,CAM,10,,14982
txPower_-20,nrv2x,veh10,15042,,15.0461,1,CAM,4,10.0,15042
txPower_-20,nrv2x,veh10,15125,,15.1571,1,CAM,16,10.0,15125
txPower_-20,nrv2x,veh10,15582,15.5828,,0,CAM,10,,15582
txPower_-20,nrv2x,veh10,15682,15.6828,,0,CAM,10,,15682
txPower_-20,nrv2x,veh10,15725,,15.7258,1,CAM,16,10.0,15725
txPower_-20,nrv2x,veh10,15782,15.7828,,0,CAM,10,,15782
txPower_-20,nrv2x,veh10,15842,,15.8468,1,CAM,4,10.0,15842
txPower_-20,nrv2x,veh10,15882,15.8828,,0,CAM,10,,15882
txPower_-20,nrv2x,veh10,15982,15.9828,,0,CAM,10,,15982
txPower_-20,nrv2x,veh10,16082,16.0828,,0,CAM,10,,16082
txPower_-20,nrv2x,veh10,16182,16.1828,,0,CAM,10,,16182
txPower_-20,nrv2x,veh10,16282,16.2828,,0,CAM,10,,16282
txPower_-20,nrv2x,veh10,16325,,16.3258,1,CAM,16,10.0,16325
txPower_-20,nrv2x,veh10,16382,16.3828,,0,CAM,10,,16382
txPower_-20,nrv2x,veh10,16482,16.4828,,0,CAM,10,,16482
txPower_-20,nrv2x,veh10,16582,16.5828,,0,CAM,10,,16582
txPower_-20,nrv2x,veh10,16642,,16.6598,1,CAM,4,10.0,16642
txPower_-20,nrv2x,veh10,16742,,16.7598,1,CAM,4,10.0,16742
txPower_-20,nrv2x,veh10,16842,,16.8598,1,CAM,4,10.0,16842
txPower_-20,nrv2x,veh10,16925,,16.9408,1,CAM,16,10.0,16925
txPower_-20,nrv2x,veh10,16942,,16.9598,1,CAM,4,10.0,16942
txPower_-20,nrv2x,veh10,17042,,17.0598,1,CAM,4,10.0,17042
txPower_-20,nrv2x,veh10,17142,,17.1598,1,CAM,4,10.0,17142
txPower_-20,nrv2x,veh10,17182,17.1828,,0,CAM,10,,17182
txPower_-20,nrv2x,veh10,17242,,17.2598,1,CAM,4,10.0,17242
txPower_-20,nrv2x,veh10,17342,,17.3598,1,CAM,4,10.0,17342
txPower_-20,nrv2x,veh10,17442,,17.4598,1,CAM,4,10.0,17442
txPower_-20,nrv2x,veh10,17525,,17.5341,1,CAM,16,10.0,17525
txPower_-20,nrv2x,veh10,17542,,17.5606,1,CAM,4,10.0,17542
txPower_-20,nrv2x,veh10,17625,,17.6341,1,CAM,16,10.0,17625
txPower_-20,nrv2x,veh10,17642,,17.6606,1,CAM,4,10.0,17642
txPower_-20,nrv2x,veh10,17725,,17.7341,1,CAM,16,10.0,17725
txPower_-20,nrv2x,veh10,17742,,17.7606,1,CAM,4,10.0,17742
txPower_-20,nrv2x,veh10,17782,17.7828,,0,CAM,10,,17782
txPower_-20,nrv2x,veh10,17825,,17.8341,1,CAM,16,10.0,17825
txPower_-20,nrv2x,veh10,17925,,17.9341,1,CAM,16,10.0,17925
txPower_-20,nrv2x,veh10,18025,,18.0341,1,CAM,16,10.0,18025
txPower_-20,nrv2x,veh10,18125,,18.1341,1,CAM,16,10.0,18125
txPower_-20,nrv2x,veh10,18225,,18.2341,1,CAM,16,10.0,18225
txPower_-20,nrv2x,veh10,18325,,18.3341,1,CAM,16,10.0,18325
txPower_-20,nrv2x,veh10,18382,18.3828,,0,CAM,10,,18382
txPower_-20,nrv2x,veh10,18425,,18.4341,1,CAM,16,10.0,18425
txPower_-20,nrv2x,veh10,18525,,18.5341,1,CAM,16,10.0,18525
txPower_-20,nrv2x,veh10,18542,,18.5606,1,CAM,4,10.0,18542
txPower_-20,nrv2x,veh10,18982,18.9828,,0,CAM,10,,18982
txPower_-20,nrv2x,veh10,19025,,19.0471,1,CAM,16,10.0,19025
txPower_-20,nrv2x,veh10,19225,,19.2471,1,CAM,16,10.0,19225
txPower_-20,nrv2x,veh10,19342,,19.3643,1,CAM,4,10.0,19342
txPower_-20,nrv2x,veh10,19425,,19.4471,1,CAM,16,10.0,19425
txPower_-20,nrv2x,veh10,19582,19.5828,,0,CAM,10,,19582
txPower_-20,nrv2x,veh10,19625,,19.6471,1,CAM,16,10.0,19625
txPower_-20,nrv2x,veh10,19825,,19.8471,1,CAM,16,10.0,19825
txPower_-20,nrv2x,veh10,20025,,20.0321,1,CAM,16,10.0,20025
txPower_-20,nrv2x,veh10,20142,,20.1633,1,CAM,4,10.0,20142
txPower_-20,nrv2x,veh10,20182,20.1828,,0,CAM,10,,20182
txPower_-20,nrv2x,veh10,20225,,20.2321,1,CAM,16,10.0,20225
txPower_-20,nrv2x,veh10,20425,,20.4296,1,CAM,16,10.0,20425
txPower_-20,nrv2x,veh10,20625,,20.6296,1,CAM,16,10.0,20625
txPower_-20,nrv2x,veh10,20782,20.7828,,0,CAM,10,,20782
txPower_-20,nrv2x,veh10,20825,,20.8296,1,CAM,16,10.0,20825
txPower_-20,nrv2x,veh10,20882,20.8828,,0,CAM,10,,20882
txPower_-20,nrv2x,veh10,20942,,20.9633,1,CAM,4,10.0,20942
txPower_-20,nrv2x,veh10,20982,20.9828,,0,CAM,10,,20982
txPower_-20,nrv2x,veh10,21025,,21.0296,1,CAM,16,10.0,21025
txPower_-20,nrv2x,veh10,21082,21.0828,,0,CAM,10,,21082
txPower_-20,nrv2x,veh10,21182,21.1828,,0,CAM,10,,21182
txPower_-20,nrv2x,veh10,21225,,21.2296,1,CAM,16,10.0,21225
txPower_-20,nrv2x,veh10,21282,21.2828,,0,CAM,10,,21282
txPower_-20,nrv2x,veh10,21325,,21.3296,1,CAM,16,10.0,21325
txPower_-20,nrv2x,veh10,21425,,21.4296,1,CAM,16,10.0,21425
txPower_-20,nrv2x,veh10,21482,21.4828,,0,CAM,10,,21482
txPower_-20,nrv2x,veh10,21525,,21.5296,1,CAM,16,10.0,21525
txPower_-20,nrv2x,veh10,21625,,21.6296,1,CAM,16,10.0,21625
txPower_-20,nrv2x,veh10,21682,21.6828,,0,CAM,10,,21682
txPower_-20,nrv2x,veh10,21725,,21.7296,1,CAM,16,10.0,21725
txPower_-20,nrv2x,veh10,21742,,21.7648,1,CAM,4,10.0,21742
txPower_-20,nrv2x,veh10,21825,,21.8296,1,CAM,16,10.0,21825
txPower_-20,nrv2x,veh10,21882,21.8828,,0,CAM,10,,21882
txPower_-20,nrv2x,veh10,21925,,21.9296,1,CAM,16,10.0,21925
txPower_-20,nrv2x,veh10,21974,,21.9921,1,CAM,13,10.0,21974
txPower_-20,nrv2x,veh10,22082,22.0828,,0,CAM,10,,22082
txPower_-20,nrv2x,veh10,22225,,22.2296,1,CAM,16,10.0,22225
txPower_-20,nrv2x,veh10,22274,,22.2921,1,CAM,13,10.0,22274
txPower_-20,nrv2x,veh10,22525,,22.5266,1,CAM,16,10.0,22525
txPower_-20,nrv2x,veh10,22542,,22.5648,1,CAM,4,10.0,22542
txPower_-20,nrv2x,veh10,22574,,22.5903,1,CAM,13,10.0,22574
txPower_-20,nrv2x,veh10,22682,22.6828,,0,CAM,10,,22682
txPower_-20,nrv2x,veh10,22825,,22.8266,1,CAM,16,10.0,22825
txPower_-20,nrv2x,veh10,22874,,22.8903,1,CAM,13,10.0,22874
txPower_-20,nrv2x,veh10,23125,,23.1266,1,CAM,16,10.0,23125
txPower_-20,nrv2x,veh10,23282,23.2828,,0,CAM,10,,23282
txPower_-20,nrv2x,veh10,23425,,23.4266,1,CAM,16,10.0,23425
txPower_-20,nrv2x,veh10,23725,,23.7428,1,CAM,16,10.0,23725
txPower_-20,nrv2x,veh10,23882,23.8828,,0,CAM,10,,23882
txPower_-20,nrv2x,veh10,24025,,24.0343,1,CAM,16,10.0,24025
txPower_-20,nrv2x,veh10,24325,,24.3343,1,CAM,16,10.0,24325
txPower_-20,nrv2x,veh10,24482,24.4828,,0,CAM,10,,24482
txPower_-20,nrv2x,veh10,25082,25.0828,,0,CAM,10,,25082
txPower_-20,nrv2x,veh10,25682,25.6828,,0,CAM,10,,25682
txPower_-20,nrv2x,veh10,26282,26.2828,,0,CAM,10,,26282
txPower_-20,nrv2x,veh10,26882,26.8828,,0,CAM,10,,26882
txPower_-20,nrv2x,veh10,27482,27.4828,,0,CAM,10,,27482
txPower_-20,nrv2x,veh10,27894,,27.9196,1,CAM,1,10.0,27894
txPower_-20,nrv2x,veh10,28082,28.0828,,0,CAM,10,,28082
txPower_-20,nrv2x,veh10,28494,,28.5193,1,CAM,1,10.0,28494
txPower_-20,nrv2x,veh10,28523,,28.5381,1,CAM,8,10.0,28523
txPower_-20,nrv2x,veh10,28682,28.6828,,0,CAM,10,,28682
txPower_-20,nrv2x,veh10,28723,,28.7381,1,CAM,8,10.0,28723
txPower_-20,nrv2x,veh10,28923,,28.9381,1,CAM,8,10.0,28923
txPower_-20,nrv2x,veh10,29094,,29.1193,1,CAM,1,10.0,29094
txPower_-20,nrv2x,veh10,29223,,29.2381,1,CAM,8,10.0,29223
txPower_-20,nrv2x,veh10,29282,29.2828,,0,CAM,10,,29282
txPower_-20,nrv2x,veh10,29523,,29.5381,1,CAM,8,10.0,29523
txPower_-20,nrv2x,veh10,29823,,29.8381,1,CAM,8,10.0,29823
txPower_-20,nrv2x,veh10,29882,29.8828,,0,CAM,10,,29882
txPower_-20,nrv2x,veh11,2024,,2.02708,1,CAM,5,11.0,2024
txPower_-20,nrv2x,veh11,2142,,2.15058,1,CAM,4,11.0,2142
txPower_-20,nrv2x,veh11,2224,,2.22708,1,CAM,5,11.0,2224
txPower_-20,nrv2x,veh11,2342,,2.35058,1,CAM,4,11.0,2342
txPower_-20,nrv2x,veh11,2424,,2.42708,1,CAM,5,11.0,2424
txPower_-20,nrv2x,veh11,2624,,2.63983,1,CAM,5,11.0,2624
txPower_-20,nrv2x,veh11,2824,,2.83983,1,CAM,5,11.0,2824
txPower_-20,nrv2x,veh11,2931,2.93126,,0,CAM,11,,2931
txPower_-20,nrv2x,veh11,2925,,2.93408,1,CAM,16,11.0,2925
txPower_-20,nrv2x,veh11,3024,,3.03983,1,CAM,5,11.0,3024
txPower_-20,nrv2x,veh11,3131,3.13126,,0,CAM,11,,3131
txPower_-20,nrv2x,veh11,3125,,3.14008,1,CAM,16,11.0,3125
txPower_-20,nrv2x,veh11,3224,,3.23983,1,CAM,5,11.0,3224
txPower_-20,nrv2x,veh11,3331,3.33126,,0,CAM,11,,3331
txPower_-20,nrv2x,veh11,3325,,3.34008,1,CAM,16,11.0,3325
txPower_-20,nrv2x,veh11,3424,,3.43983,1,CAM,5,11.0,3424
txPower_-20,nrv2x,veh11,3531,3.53126,,0,CAM,11,,3531
txPower_-20,nrv2x,veh11,3525,,3.54008,1,CAM,16,11.0,3525
txPower_-20,nrv2x,veh11,3624,,3.63233,1,CAM,5,11.0,3624
txPower_-20,nrv2x,veh11,3731,3.73126,,0,CAM,11,,3731
txPower_-20,nrv2x,veh11,3725,,3.74008,1,CAM,16,11.0,3725
txPower_-20,nrv2x,veh11,3824,,3.83233,1,CAM,5,11.0,3824
txPower_-20,nrv2x,veh11,3925,,3.93083,1,CAM,16,11.0,3925
txPower_-20,nrv2x,veh11,3931,3.93126,,0,CAM,11,,3931
txPower_-20,nrv2x,veh11,4024,,4.03233,1,CAM,5,11.0,4024
txPower_-20,nrv2x,veh11,4125,,4.13083,1,CAM,16,11.0,4125
txPower_-20,nrv2x,veh11,4131,4.13126,,0,CAM,11,,4131
txPower_-20,nrv2x,veh11,4325,,4.33083,1,CAM,16,11.0,4325
txPower_-20,nrv2x,veh11,4331,4.33126,,0,CAM,11,,4331
txPower_-20,nrv2x,veh11,4224,,4.33233,1,CAM,5,11.0,4224
txPower_-20,nrv2x,veh11,4525,,4.53083,1,CAM,16,11.0,4525
txPower_-20,nrv2x,veh11,4531,4.53126,,0,CAM,11,,4531
txPower_-20,nrv2x,veh11,4624,,4.64783,1,CAM,5,11.0,4624
txPower_-20,nrv2x,veh11,4725,,4.73083,1,CAM,16,11.0,4725
txPower_-20,nrv2x,veh11,4731,4.73126,,0,CAM,11,,4731
txPower_-20,nrv2x,veh11,4822,,4.82608,1,CAM,17,11.0,4822
txPower_-20,nrv2x,veh11,4931,4.93126,,0,CAM,11,,4931
txPower_-20,nrv2x,veh11,5022,,5.02608,1,CAM,17,11.0,5022
txPower_-20,nrv2x,veh11,5024,,5.04108,1,CAM,5,11.0,5024
txPower_-20,nrv2x,veh11,5131,5.13126,,0,CAM,11,,5131
txPower_-20,nrv2x,veh11,5222,,5.22608,1,CAM,17,11.0,5222
txPower_-20,nrv2x,veh11,5331,5.33126,,0,CAM,11,,5331
txPower_-20,nrv2x,veh11,5422,,5.42608,1,CAM,17,11.0,5422
txPower_-20,nrv2x,veh11,5424,,5.44783,1,CAM,5,11.0,5424
txPower_-20,nrv2x,veh11,5531,5.53126,,0,CAM,11,,5531
txPower_-20,nrv2x,veh11,5622,,5.62608,1,CAM,17,11.0,5622
txPower_-20,nrv2x,veh11,5824,,5.83208,1,CAM,5,11.0,5824
txPower_-20,nrv2x,veh11,6031,6.03126,,0,CAM,11,,6031
txPower_-20,nrv2x,veh11,6224,,6.24358,1,CAM,5,11.0,6224
txPower_-20,nrv2x,veh11,6422,,6.44183,1,CAM,17,11.0,6422
txPower_-20,nrv2x,veh11,6531,6.53126,,0,CAM,11,,6531
txPower_-20,nrv2x,veh11,6624,,6.64358,1,CAM,5,11.0,6624
txPower_-20,nrv2x,veh11,6622,,6.65183,1,CAM,17,11.0,6622
txPower_-20,nrv2x,veh11,6822,,6.85183,1,CAM,17,11.0,6822
txPower_-20,nrv2x,veh11,7031,7.03126,,0,CAM,11,,7031
txPower_-20,nrv2x,veh11,7024,,7.04483,1,CAM,5,11.0,7024
txPower_-20,nrv2x,veh11,7022,,7.04683,1,CAM,17,11.0,7022
txPower_-20,nrv2x,veh11,7222,,7.24183,1,CAM,17,11.0,7222
txPower_-20,nrv2x,veh11,7424,,7.44483,1,CAM,5,11.0,7424
txPower_-20,nrv2x,veh11,7422,,7.44683,1,CAM,17,11.0,7422
txPower_-20,nrv2x,veh11,7531,7.53126,,0,CAM,11,,7531
txPower_-20,nrv2x,veh11,7622,,7.64683,1,CAM,17,11.0,7622
txPower_-20,nrv2x,veh11,7822,,7.84383,1,CAM,17,11.0,7822
txPower_-20,nrv2x,veh11,7824,,7.84483,1,CAM,5,11.0,7824
txPower_-20,nrv2x,veh11,8031,8.03126,,0,CAM,11,,8031
txPower_-20,nrv2x,veh11,8022,,8.04383,1,CAM,17,11.0,8022
txPower_-20,nrv2x,veh11,8224,,8.24483,1,CAM,5,11.0,8224
txPower_-20,nrv2x,veh11,8422,,8.44383,1,CAM,17,11.0,8422
txPower_-20,nrv2x,veh11,8531,8.53126,,0,CAM,11,,8531
txPower_-20,nrv2x,veh11,8624,,8.64483,1,CAM,5,11.0,8624
txPower_-20,nrv2x,veh11,8822,,8.83833,1,CAM,17,11.0,8822
txPower_-20,nrv2x,veh11,9031,9.03126,,0,CAM,11,,9031
txPower_-20,nrv2x,veh11,9024,,9.04333,1,CAM,5,11.0,9024
txPower_-20,nrv2x,veh11,9222,,9.22733,1,CAM,17,11.0,9222
txPower_-20,nrv2x,veh11,9424,,9.44333,1,CAM,5,11.0,9424
txPower_-20,nrv2x,veh11,9531,9.53126,,0,CAM,11,,9531
txPower_-20,nrv2x,veh11,9622,,9.62733,1,CAM,17,11.0,9622
txPower_-20,nrv2x,veh11,9824,,9.84608,1,CAM,5,11.0,9824
txPower_-20,nrv2x,veh11,10022,,10.0263,1,CAM,17,11.0,10022
txPower_-20,nrv2x,veh11,10031,10.0313,,0,CAM,11,,10031
txPower_-20,nrv2x,veh11,10224,,10.2438,1,CAM,5,11.0,10224
txPower_-20,nrv2x,veh11,10422,,10.4263,1,CAM,17,11.0,10422
txPower_-20,nrv2x,veh11,10531,10.5313,,0,CAM,11,,10531
txPower_-20,nrv2x,veh11,10624,,10.6438,1,CAM,5,11.0,10624
txPower_-20,nrv2x,veh11,10822,,10.8251,1,CAM,17,11.0,10822
txPower_-20,nrv2x,veh11,11031,11.0313,,0,CAM,11,,11031
txPower_-20,nrv2x,veh11,11024,,11.0453,1,CAM,5,11.0,11024
txPower_-20,nrv2x,veh11,11222,,11.2251,1,CAM,17,11.0,11222
txPower_-20,nrv2x,veh11,11424,,11.4453,1,CAM,5,11.0,11424
txPower_-20,nrv2x,veh11,11531,11.5313,,0,CAM,11,,11531
txPower_-20,nrv2x,veh11,11622,,11.6251,1,CAM,17,11.0,11622
txPower_-20,nrv2x,veh11,11824,,11.8453,1,CAM,5,11.0,11824
txPower_-20,nrv2x,veh11,12031,12.0313,,0,CAM,11,,12031
txPower_-20,nrv2x,veh11,12022,,12.0403,1,CAM,17,11.0,12022
txPower_-20,nrv2x,veh11,12224,,12.2371,1,CAM,5,11.0,12224
txPower_-20,nrv2x,veh11,12422,,12.4603,1,CAM,17,11.0,12422
txPower_-20,nrv2x,veh11,12531,12.5313,,0,CAM,11,,12531
txPower_-20,nrv2x,veh11,12624,,12.6371,1,CAM,5,11.0,12624
txPower_-20,nrv2x,veh11,12822,,12.8603,1,CAM,17,11.0,12822
txPower_-20,nrv2x,veh11,13031,13.0313,,0,CAM,11,,13031
txPower_-20,nrv2x,veh11,13024,,13.0376,1,CAM,5,11.0,13024
txPower_-20,nrv2x,veh11,13023,,13.0406,1,CAM,8,11.0,13023
txPower_-20,nrv2x,veh11,13222,,13.2363,1,CAM,17,11.0,13222
txPower_-20,nrv2x,veh11,13323,,13.4326,1,CAM,8,11.0,13323
txPower_-20,nrv2x,veh11,13424,,13.4376,1,CAM,5,11.0,13424
txPower_-20,nrv2x,veh11,13531,13.5313,,0,CAM,11,,13531
txPower_-20,nrv2x,veh11,13522,,13.5363,1,CAM,17,11.0,13522
txPower_-20,nrv2x,veh11,13606,,13.6211,1,CAM,3,11.0,13606
txPower_-20,nrv2x,veh11,13623,,13.7326,1,CAM,8,11.0,13623
txPower_-20,nrv2x,veh11,13822,,13.8351,1,CAM,17,11.0,13822
txPower_-20,nrv2x,veh11,13824,,13.8538,1,CAM,5,11.0,13824
txPower_-20,nrv2x,veh11,14031,14.0313,,0,CAM,11,,14031
txPower_-20,nrv2x,veh11,14122,,14.1351,1,CAM,17,11.0,14122
txPower_-20,nrv2x,veh11,14069,,14.1733,1,CAM,2,11.0,14069
txPower_-20,nrv2x,veh11,14206,,14.2211,1,CAM,3,11.0,14206
txPower_-20,nrv2x,veh11,14231,14.2313,,0,CAM,11,,14231
txPower_-20,nrv2x,veh11,14224,,14.2538,1,CAM,5,11.0,14224
txPower_-20,nrv2x,veh11,14331,14.3313,,0,CAM,11,,14331
txPower_-20,nrv2x,veh11,14269,,14.3333,1,CAM,2,11.0,14269
txPower_-20,nrv2x,veh11,14431,14.4313,,0,CAM,11,,14431
txPower_-20,nrv2x,veh11,14422,,14.4351,1,CAM,17,11.0,14422
txPower_-20,nrv2x,veh11,14531,14.5313,,0,CAM,11,,14531
