run_id,tech,latency_mean_s,latency_p95_s,latency_max_s,latency_samples
txPower_-10,nrv2x,0.022004503270956946,0.10939999999999869,0.13549999999999995,6573
txPower_-20,nrv2x,0.020693198439785458,0.07514999999999983,0.13640000000000008,2051
txPower_0,nrv2x,0.017940068497454928,0.03440000000000154,0.13700000000000045,15913
txPower_10,nrv2x,0.014394731151373484,0.02779999999999916,0.13700000000000045,20532
txPower_14,nrv2x,0.012791047236655662,0.0218999999999987,0.1343999999999994,21170
txPower_18,nrv2x,0.011916855968615745,0.01980000000000004,0.1343999999999994,21412
txPower_23,nrv2x,0.011499315081206512,0.019700000000000273,0.13077000000000005,21550
txPower_6,nrv2x,0.015783487564766857,0.03049999999999997,0.13700000000000045,19300
