time_s,vehicle_id,msg_type,tx_id,sinr_dB,snr_dB,rssi_dBm,rsrp_dBm,pkt_size,distance_m,rx_ok
2.0436,veh5,CAM,6,19.1128,nan,nan,-79.1057,120.0000,34.4489,1
2.0681,veh5,CAM,7,15.1067,nan,nan,-83.1118,265.0000,56.9342,1
2.2436,veh5,CAM,6,19.1492,nan,nan,-79.0693,120.0000,34.2993,1
2.2681,veh5,CAM,7,15.2079,nan,nan,-83.0106,265.0000,56.2737,1
2.3436,veh5,CAM,6,19.1678,nan,nan,-79.0507,120.0000,34.2261,1
2.4368,veh5,CAM,2,6.2706,nan,nan,-101.0966,120.0000,72.5753,1
2.4436,veh5,CAM,6,19.1666,nan,nan,-79.0519,120.0000,34.2285,1
2.4681,veh5,CAM,7,15.2605,nan,nan,-82.9580,265.0000,55.9356,1
2.5436,veh5,CAM,6,19.1453,nan,nan,-79.0732,120.0000,34.3109,1
2.5451,veh5,CAM,2,-3.9261,nan,nan,-97.7385,120.0000,74.9162,1
2.5681,veh5,CAM,7,15.2671,nan,nan,-82.9514,265.0000,55.8929,1
2.6436,veh5,CAM,6,19.1042,nan,nan,-79.1143,120.0000,34.4686,1
2.7451,veh5,CAM,2,3.5378,nan,nan,-99.6142,120.0000,75.4872,1
2.8436,veh5,CAM,6,18.9647,nan,nan,-79.2538,120.0000,35.0162,1
2.8863,veh5,CAM,4,16.3341,nan,nan,-81.8843,120.0000,25.2279,1
3.0991,veh5,CAM,4,13.9306,nan,nan,-84.2879,308.0000,24.4641,1
3.1481,veh5,CAM,6,18.6255,nan,nan,-79.5929,120.0000,36.3769,1
3.1991,veh5,CAM,4,13.9935,nan,nan,-84.2250,308.0000,24.2857,1
3.2406,veh5,CAM,2,-0.5985,nan,nan,-102.3544,120.0000,74.8786,1
3.3991,veh5,CAM,4,14.0535,nan,nan,-84.1649,308.0000,24.1189,1
3.4481,veh5,CAM,6,18.1630,nan,nan,-80.0554,120.0000,38.3377,1
3.5991,veh5,CAM,4,14.0231,nan,nan,-84.1954,308.0000,24.2176,1
3.6276,veh5,CAM,2,6.9889,nan,nan,-93.6192,120.0000,76.9795,1
3.7406,veh5,CAM,2,3.6319,nan,nan,-96.4223,120.0000,73.5262,1
3.7811,veh5,CAM,7,12.4006,nan,nan,-85.8179,293.0000,65.8523,1
3.8811,veh5,CAM,7,12.4109,nan,nan,-85.8076,293.0000,65.7613,1
3.9551,veh5,CAM,3,5.2970,nan,nan,-92.9215,120.0000,37.4220,1
3.9791,veh5,CAM,4,16.2624,nan,nan,-81.9561,293.0000,19.0265,1
3.9811,veh5,CAM,7,12.4094,nan,nan,-85.8091,265.0000,65.7589,1
4.1551,veh5,CAM,3,5.2680,nan,nan,-92.9504,120.0000,37.5534,1
4.1748,veh5,CAM,7,16.3743,nan,nan,-81.8442,293.0000,65.8711,1
4.1791,veh5,CAM,4,16.2349,nan,nan,-81.9836,305.0000,19.0868,1
4.2408,veh5,CAM,6,16.0655,nan,nan,-82.1529,120.0000,48.7383,1
4.2748,veh5,CAM,7,16.3391,nan,nan,-81.8794,293.0000,66.1285,1
4.3408,veh5,CAM,6,16.0135,nan,nan,-87.5910,120.0000,49.0244,1
4.4408,veh5,CAM,6,15.9569,nan,nan,-82.2615,120.0000,49.3401,1
4.5408,veh5,CAM,6,15.8960,nan,nan,-82.3225,120.0000,49.6830,1
4.5748,veh5,CAM,7,16.1675,nan,nan,-82.0510,293.0000,67.4117,1
4.5916,veh5,CAM,4,19.1202,nan,nan,-79.0983,120.0000,18.7736,1
4.6408,veh5,CAM,6,15.8309,nan,nan,-82.3875,120.0000,50.0566,1
4.6561,veh5,CAM,2,2.3808,nan,nan,-94.8290,120.0000,73.2845,1
4.7916,veh5,CAM,4,19.0955,nan,nan,-79.1230,120.0000,18.8287,1
4.9916,veh5,CAM,4,19.0717,nan,nan,-79.1468,120.0000,18.8879,1
5.0408,veh5,CAM,6,15.5329,nan,nan,-82.6856,120.0000,51.7874,1
5.1708,veh5,CAM,7,13.1555,nan,nan,-85.0630,293.0000,72.1329,1
5.1916,veh5,CAM,4,19.0487,nan,nan,-79.1698,120.0000,18.9356,1
5.3408,veh5,CAM,6,15.2753,nan,nan,-82.9432,120.0000,53.3304,1
5.3561,veh5,CAM,2,7.7975,nan,nan,-90.9479,120.0000,77.3973,1
5.3916,veh5,CAM,4,19.0264,nan,nan,-79.1921,120.0000,18.9875,1
5.5511,veh5,CAM,2,7.7752,nan,nan,-92.7977,120.0000,77.8864,1
5.5803,veh5,CAM,4,17.1665,nan,nan,-81.0520,293.0000,19.2474,1
5.6668,veh5,CAM,7,12.4030,nan,nan,-85.8155,293.0000,77.4971,1
5.7503,veh5,CAM,3,5.0713,nan,nan,-93.1472,120.0000,38.4294,1
5.7668,veh5,CAM,7,12.3458,nan,nan,-85.8727,293.0000,78.0043,1
5.7803,veh5,CAM,4,17.1457,nan,nan,-81.0728,293.0000,19.2926,1
5.8668,veh5,CAM,7,12.2872,nan,nan,-85.9313,293.0000,78.5270,1
5.9503,veh5,CAM,3,5.0505,nan,nan,-93.1679,120.0000,38.5190,1
5.9528,veh5,CAM,6,15.2606,nan,nan,-82.9579,120.0000,57.1915,1
5.9668,veh5,CAM,7,12.2274,nan,nan,-85.9911,293.0000,79.0753,1
6.0668,veh5,CAM,7,12.1667,nan,nan,-86.0518,293.0000,79.6260,1
6.1668,veh5,CAM,7,12.1080,nan,nan,-86.1105,293.0000,80.1620,1
6.2503,veh5,CAM,3,5.0369,nan,nan,-93.1816,120.0000,38.6189,1
6.2528,veh5,CAM,6,14.9621,nan,nan,-83.2564,120.0000,59.1795,1
6.2668,veh5,CAM,7,12.0524,nan,nan,-86.1661,293.0000,80.6739,1
6.3503,veh5,CAM,3,5.0432,nan,nan,-93.1753,120.0000,38.6099,1
6.3528,veh5,CAM,6,15.5182,nan,nan,-82.7003,120.0000,55.5588,1
6.4503,veh5,CAM,3,5.0551,nan,nan,-93.1634,120.0000,38.5765,1
6.5673,veh5,CAM,7,11.9037,nan,nan,-86.3148,293.0000,82.0674,1
6.5913,veh5,CAM,4,18.5960,nan,nan,-79.6225,120.0000,19.1897,1
6.6528,veh5,CAM,6,15.3488,nan,nan,-82.8697,120.0000,56.6428,1
6.7528,veh5,CAM,6,15.3047,nan,nan,-82.9137,120.0000,56.9306,1
6.7906,veh5,CAM,8,-2.9184,nan,nan,-100.7602,120.0000,116.2809,1
6.8491,veh5,CAM,2,-0.5710,nan,nan,-94.2046,120.0000,65.2299,1
6.9353,veh5,CAM,6,15.2405,nan,nan,-82.9780,265.0000,57.0396,1
7.1673,veh5,CAM,7,11.6871,nan,nan,-86.5314,293.0000,84.1341,1
7.1913,veh5,CAM,4,18.6877,nan,nan,-79.5308,120.0000,19.0381,1
7.3933,veh5,CAM,4,17.2652,nan,nan,-80.9533,120.0000,18.9305,1
7.4673,veh5,CAM,7,11.6200,nan,nan,-86.5984,293.0000,84.7881,1
7.6493,veh5,CAM,6,14.5987,nan,nan,-83.6198,120.0000,57.6378,1
7.7661,veh5,CAM,7,14.1583,nan,nan,-84.0602,120.0000,85.1670,1
7.7933,veh5,CAM,4,17.4210,nan,nan,-80.7975,120.0000,18.6301,1
7.8661,veh5,CAM,7,14.5959,nan,nan,-83.6226,120.0000,80.9812,1
7.9661,veh5,CAM,7,14.6141,nan,nan,-83.6044,120.0000,80.8117,1
7.9933,veh5,CAM,4,17.5220,nan,nan,-80.6964,120.0000,18.4278,1
8.0661,veh5,CAM,7,14.6363,nan,nan,-83.5822,120.0000,80.6061,1
8.1498,veh5,CAM,2,5.0964,nan,nan,-100.2616,120.0000,45.1056,1
8.1933,veh5,CAM,4,17.6396,nan,nan,-80.5789,120.0000,18.1901,1
8.2488,veh5,CAM,6,16.3222,nan,nan,-81.8962,120.0000,56.5059,1
8.3661,veh5,CAM,7,14.7267,nan,nan,-83.4918,120.0000,79.7736,1
8.3933,veh5,CAM,4,17.7748,nan,nan,-80.4437,120.0000,17.9228,1
8.4648,veh5,CAM,7,14.7189,nan,nan,-83.4995,120.0000,79.4248,1
8.5488,veh5,CAM,6,16.4859,nan,nan,-81.7326,120.0000,55.4512,1
8.5923,veh5,CAM,4,18.7977,nan,nan,-79.4208,120.0000,17.6241,1
8.7648,veh5,CAM,7,14.8580,nan,nan,-83.3605,120.0000,78.1607,1
8.7923,veh5,CAM,4,18.9736,nan,nan,-79.2449,120.0000,17.2847,1
8.9923,veh5,CAM,4,19.1729,nan,nan,-79.0456,120.0000,16.9023,1
9.0648,veh5,CAM,7,15.0346,nan,nan,-83.1839,120.0000,76.5857,1
9.1508,veh5,CAM,3,4.3708,nan,nan,-93.8477,120.0000,41.0262,1
9.1508,veh5,CAM,3,4.3335,nan,nan,-93.8849,120.0000,42.2009,1
9.1923,veh5,CAM,4,19.3982,nan,nan,-78.8203,120.0000,16.4833,1
9.3793,veh5,CAM,7,15.3041,nan,nan,-82.9143,277.0000,74.7955,1
9.3896,veh5,CAM,4,17.6706,nan,nan,-80.5479,120.0000,16.1132,1
9.4398,veh5,CAM,6,18.7237,nan,nan,-79.4948,120.0000,50.3510,1
9.5896,veh5,CAM,4,17.9564,nan,nan,-80.2621,120.0000,15.5990,1
9.7508,veh5,CAM,3,4.1245,nan,nan,-94.0940,120.0000,42.4673,1
9.9896,veh5,CAM,4,18.6046,nan,nan,-79.6139,120.0000,14.4785,1
10.0398,veh5,CAM,6,19.5822,nan,nan,-78.6363,120.0000,45.6059,1
10.1341,veh5,CAM,2,16.9500,nan,nan,-86.1803,120.0000,25.8690,1
10.3398,veh5,CAM,6,20.1100,nan,nan,-78.1085,120.0000,42.9216,1
10.3896,veh5,CAM,4,19.3294,nan,nan,-78.8891,120.0000,13.3280,1
10.5841,veh5,CAM,7,14.1168,nan,nan,-84.1017,265.0000,64.7761,1
10.5896,veh5,CAM,4,19.7195,nan,nan,-78.4989,120.0000,12.7484,1
10.6398,veh5,CAM,6,20.7147,nan,nan,-77.5038,120.0000,40.0315,1
10.7886,veh5,CAM,4,21.2277,nan,nan,-76.9908,120.0000,12.1603,1
10.9396,veh5,CAM,6,18.4350,nan,nan,-79.7834,120.0000,36.9589,1
10.9886,veh5,CAM,4,21.6508,nan,nan,-76.5677,120.0000,11.5854,1
11.1398,veh5,CAM,2,7.8322,nan,nan,-76.5861,120.0000,20.1722,1
11.2396,veh5,CAM,6,19.2593,nan,nan,-78.9592,120.0000,33.6112,1
