time_s,vehicle_id,event_type,source_id,distance_m,heading_diff_deg,lane_before,lane_after,target_speed_mps
4.25833,veh15,lane0_slowdown,2,30.4451,0.00724887,0,0,6.945
4.35833,veh15,lane0_slowdown,2,31.3826,8.20725,0,0,6.945
4.45833,veh15,lane0_slowdown,2,32.3223,17.9072,0,0,6.945
4.55108,veh15,lane0_slowdown,2,33.2599,28.1072,0,0,6.945
4.65108,veh15,lane0_slowdown,2,34.2218,38.1072,0,0,6.945
17.6608,veh15,lane1_speedup,2,67.7974,9.92591,1,0,20.835
18.6596,veh15,lane0_slowdown,2,52.814,0,0,0,6.945
19.6526,veh15,lane0_slowdown,2,41.2627,0,0,0,6.945
20.6506,veh15,lane0_slowdown,2,34.5165,0,0,0,6.945
21.6508,veh15,lane0_slowdown,2,27.7698,0,0,0,6.945
22.6508,veh15,lane0_slowdown,2,21.0316,0,0,0,6.945
23.6461,veh15,lane0_slowdown,2,14.6727,0,0,0,6.945
24.6473,veh15,lane0_slowdown,2,10.7345,0,0,0,6.945
25.6616,veh15,lane0_slowdown,2,8.77715,0,0,0,6.945
26.6596,veh15,lane0_slowdown,2,7.97073,0,0,0,6.945
27.6573,veh15,lane0_slowdown,2,7.64075,0,0,0,6.945
28.6508,veh15,lane0_slowdown,2,7.5134,0,0,0,6.945
29.6513,veh15,lane0_slowdown,2,7.4717,0,0,0,6.945
30.1513,veh15,lane0_slowdown,2,7.50595,0,0,0,6.945
30.3513,veh15,lane0_slowdown,2,7.66741,0,0,0,6.945
30.5513,veh15,lane0_slowdown,2,7.91669,0,0,0,6.945
30.7563,veh15,lane0_slowdown,2,8.2286,0,0,0,6.945
30.9563,veh15,lane0_slowdown,2,8.58557,0,0,0,6.945
31.1563,veh15,lane0_slowdown,2,8.97628,0,0,0,6.945
31.3563,veh15,lane0_slowdown,2,9.40556,0,0,0,6.945
31.5563,veh15,lane0_slowdown,2,9.86273,0,0,0,6.945
31.7563,veh15,lane0_slowdown,2,10.3575,0,0,0,6.945
31.9463,veh15,lane0_slowdown,2,10.9408,0,0,0,6.945
32.1463,veh15,lane0_slowdown,2,11.5133,0,0,0,6.945
32.3463,veh15,lane0_slowdown,2,12.0964,0,0,0,6.945
32.5463,veh15,lane0_slowdown,2,12.6857,0,0,0,6.945
32.7463,veh15,lane0_slowdown,2,13.322,0,0,0,6.945
32.9441,veh15,lane0_slowdown,2,14.0566,0,0,0,6.945
33.1441,veh15,lane0_slowdown,2,14.9165,0,0,0,6.945
33.3441,veh15,lane0_slowdown,2,15.902,0,0,0,6.945
33.5441,veh15,lane0_slowdown,2,16.9979,0,0,0,6.945
33.7441,veh15,lane0_slowdown,2,18.2192,0,0,0,6.945
33.9436,veh15,lane0_slowdown,2,19.5508,0,0,0,6.945
34.1436,veh15,lane0_slowdown,2,21.0154,0,0,0,6.945
34.3436,veh15,lane0_slowdown,2,22.5979,0,0,0,6.945
34.5436,veh15,lane0_slowdown,2,24.2984,0,0,0,6.945
34.7436,veh15,lane0_slowdown,2,26.1172,0,0,0,6.945
34.9436,veh15,lane0_slowdown,2,28.0458,0,0,0,6.945
35.1436,veh15,lane0_slowdown,2,30.1077,0,0,0,6.945
