pkt_uid,drop_time_s,drop_type,msg_seq,tx_id,rx_id,decision_time_s,decision_event_type,lane_before,lane_after,target_speed_mps,vehicle_id,decision_delay_s,lane_change
214,2.16808,CAM_DROP_PHY,2164,7,5.0,2.16808,drop_decision_no_action,-1,-1,-1,veh5,0.0,False
228,2.18633,CAM_DROP_PHY,2175,4,5.0,2.18633,drop_decision_no_action,-1,-1,-1,veh5,0.0,False
420,2.36808,CAM_DROP_PHY,2364,7,5.0,2.36808,drop_decision_no_action,-1,-1,-1,veh5,0.0,False
434,2.38633,CAM_DROP_PHY,2375,4,5.0,2.38633,drop_decision_no_action,-1,-1,-1,veh5,0.0,False
640,2.58633,CAM_DROP_PHY,2575,4,5.0,2.58633,drop_decision_no_action,-1,-1,-1,veh5,0.0,False
721,2.66808,CAM_DROP_PHY,2664,7,5.0,2.66808,drop_decision_no_action,-1,-1,-1,veh5,0.0,False
784,2.74358,CAM_DROP_PHY,2734,6,5.0,2.74358,drop_decision_no_action,-1,-1,-1,veh5,0.0,False
837,2.78633,CAM_DROP_PHY,2775,4,5.0,2.78633,drop_decision_no_action,-1,-1,-1,veh5,0.0,False
1013,2.96808,CAM_DROP_PHY,2964,7,5.0,2.96808,drop_decision_no_action,-1,-1,-1,veh5,0.0,False
1012,2.99908,CAM_DROP_PHY,2975,4,5.0,2.99908,drop_decision_no_action,-1,-1,-1,veh5,0.0,False
1168,3.12758,CAM_DROP_PHY,3123,2,3.0,3.12758,drop_decision_no_action,-1,-1,-1,veh3,0.0,False
1194,3.14258,CAM_DROP_PHY,3137,5,3.0,3.14258,drop_decision_no_action,-1,-1,-1,veh3,0.0,False
1311,3.28108,CAM_DROP_PHY,3264,7,5.0,3.28108,drop_decision_no_action,-1,-1,-1,veh5,0.0,False
1310,3.29908,CAM_DROP_PHY,3275,4,5.0,3.29908,drop_decision_no_action,-1,-1,-1,veh5,0.0,False
1609,3.58108,CAM_DROP_PHY,3564,7,5.0,3.58108,drop_decision_no_action,-1,-1,-1,veh5,0.0,False
1771,3.74808,CAM_DROP_PHY,3734,6,5.0,3.74808,drop_decision_no_action,-1,-1,-1,veh5,0.0,False
1807,3.79908,CAM_DROP_PHY,3775,4,5.0,3.79908,drop_decision_no_action,-1,-1,-1,veh5,0.0,False
1951,3.95508,CAM_DROP_PHY,3924,3,4.0,3.95508,drop_decision_no_action,-1,-1,-1,veh4,0.0,False
2072,4.04083,CAM_DROP_PHY,4034,6,5.0,4.04083,drop_decision_no_action,-1,-1,-1,veh5,0.0,False
2103,4.08108,CAM_DROP_PHY,4064,7,5.0,4.08108,drop_decision_no_action,-1,-1,-1,veh5,0.0,False
2164,4.15508,CAM_DROP_PHY,4124,3,4.0,4.15508,drop_decision_no_action,-1,-1,-1,veh4,0.0,False
2365,4.35508,CAM_DROP_PHY,4324,3,4.0,4.35508,drop_decision_no_action,-1,-1,-1,veh4,0.0,False
2365,4.35508,CAM_DROP_PHY,4324,3,5.0,4.35508,drop_decision_no_action,-1,-1,-1,veh5,0.0,False
2419,4.39158,CAM_DROP_PHY,4375,4,5.0,4.39158,drop_decision_no_action,-1,-1,-1,veh5,0.0,False
2782,4.74083,CAM_DROP_PHY,4734,6,5.0,4.74083,drop_decision_no_action,-1,-1,-1,veh5,0.0,False
2910,4.87083,CAM_DROP_PHY,4864,7,3.0,4.87083,drop_decision_no_action,-1,-1,-1,veh3,0.0,False
2910,4.87083,CAM_DROP_PHY,4864,7,5.0,4.87083,drop_decision_no_action,-1,-1,-1,veh5,0.0,False
2969,5.04383,CAM_DROP_PHY,4923,2,5.0,5.04383,drop_decision_no_action,-1,-1,-1,veh5,0.0,False
3167,5.25608,CAM_DROP_PHY,5123,2,5.0,5.25608,drop_decision_no_action,-1,-1,-1,veh5,0.0,False
3523,5.47083,CAM_DROP_PHY,5464,7,5.0,5.47083,drop_decision_no_action,-1,-1,-1,veh5,0.0,False
3579,5.54058,CAM_DROP_PHY,5523,2,3.0,5.54058,drop_decision_no_action,-1,-1,-1,veh3,0.0,False
3637,5.57933,CAM_DROP_PHY,5561,8,3.0,5.57933,drop_decision_no_action,-1,-1,-1,veh3,0.0,False
3706,5.65283,CAM_DROP_PHY,5634,6,5.0,5.65283,drop_decision_no_action,-1,-1,-1,veh5,0.0,False
3804,5.75433,CAM_DROP_PHY,5737,5,3.0,5.75433,drop_decision_no_action,-1,-1,-1,veh3,0.0,False
4058,5.98033,CAM_DROP_PHY,5975,4,5.0,5.98033,drop_decision_no_action,-1,-1,-1,veh5,0.0,False
4221,6.15033,CAM_DROP_PHY,6124,3,5.0,6.15033,drop_decision_no_action,-1,-1,-1,veh5,0.0,False
4269,6.18033,CAM_DROP_PHY,6175,4,5.0,6.18033,drop_decision_no_action,-1,-1,-1,veh5,0.0,False
4538,6.39133,CAM_DROP_PHY,6375,4,5.0,6.39133,drop_decision_no_action,-1,-1,-1,veh5,0.0,False
4604,6.45283,CAM_DROP_PHY,6434,6,5.0,6.45283,drop_decision_no_action,-1,-1,-1,veh5,0.0,False
4725,6.55283,CAM_DROP_PHY,6534,6,5.0,6.55283,drop_decision_no_action,-1,-1,-1,veh5,0.0,False
4712,6.65108,CAM_DROP_PHY,6523,2,5.0,6.65108,drop_decision_no_action,-1,-1,-1,veh5,0.0,False
4978,6.75683,CAM_DROP_PHY,6737,5,3.0,6.75683,drop_decision_no_action,-1,-1,-1,veh3,0.0,False
5038,6.79133,CAM_DROP_PHY,6775,4,5.0,6.79133,drop_decision_no_action,-1,-1,-1,veh5,0.0,False
5107,6.85283,CAM_DROP_PHY,6834,6,5.0,6.85283,drop_decision_no_action,-1,-1,-1,veh5,0.0,False
5156,6.86733,CAM_DROP_PHY,6864,7,5.0,6.86733,drop_decision_no_action,-1,-1,-1,veh5,0.0,False
5281,6.99133,CAM_DROP_PHY,6975,4,5.0,6.99133,drop_decision_no_action,-1,-1,-1,veh5,0.0,False
5333,7.03533,CAM_DROP_PHY,7034,6,5.0,7.03533,drop_decision_no_action,-1,-1,-1,veh5,0.0,False
5464,7.14358,CAM_DROP_PHY,7123,2,5.0,7.14358,drop_decision_no_action,-1,-1,-1,veh5,0.0,False
5714,7.33533,CAM_DROP_PHY,7334,6,5.0,7.33533,drop_decision_no_action,-1,-1,-1,veh5,0.0,False
6018,7.59333,CAM_DROP_PHY,7575,4,5.0,7.59333,drop_decision_no_action,-1,-1,-1,veh5,0.0,False
6447,7.94933,CAM_DROP_PHY,7934,6,5.0,7.94933,drop_decision_no_action,-1,-1,-1,veh5,0.0,False
6734,8.16608,CAM_DROP_PHY,8164,7,5.0,8.16608,drop_decision_no_action,-1,-1,-1,veh5,0.0,False
6870,8.26608,CAM_DROP_PHY,8264,7,5.0,8.26608,drop_decision_no_action,-1,-1,-1,veh5,0.0,False
7591,8.84433,CAM_DROP_PHY,8834,6,5.0,8.84433,drop_decision_no_action,-1,-1,-1,veh5,0.0,False
7761,8.99233,CAM_DROP_PHY,8975,4,3.0,8.99233,drop_decision_no_action,-1,-1,-1,veh3,0.0,False
7973,9.13433,CAM_DROP_PHY,9123,2,5.0,9.13433,drop_decision_no_action,-1,-1,-1,veh5,0.0,False
7993,9.14433,CAM_DROP_PHY,9134,6,5.0,9.14433,drop_decision_no_action,-1,-1,-1,veh5,0.0,False
8334,9.39833,CAM_DROP_PHY,9389,9,3.0,9.39833,drop_decision_no_action,-1,-1,-1,veh3,0.0,False
8664,9.67933,CAM_DROP_PHY,9664,7,5.0,9.67933,drop_decision_no_action,-1,-1,-1,veh5,0.0,False
8750,9.73983,CAM_DROP_PHY,9734,6,5.0,9.73983,drop_decision_no_action,-1,-1,-1,veh5,0.0,False
8802,9.78958,CAM_DROP_PHY,9775,4,5.0,9.78958,drop_decision_no_action,-1,-1,-1,veh5,0.0,False
