time_s,vehicle_id,event_type,source_id,distance_m,heading_diff_deg,lane_before,lane_after,target_speed_mps
11.4498,veh5,lane0_slowdown,2,73.4892,0,0,0,5.555
11.8498,veh5,lane0_slowdown,2,69.0426,0,0,0,5.555
12.0498,veh5,lane0_slowdown,2,66.1608,0,0,0,5.555
12.1446,veh5,lane0_slowdown,2,64.7351,0,0,0,5.555
12.2446,veh5,lane0_slowdown,2,63.3882,0,0,0,5.555
12.3446,veh5,lane0_slowdown,2,62.1355,0,0,0,5.555
12.4446,veh5,lane0_slowdown,2,60.9852,0,0,0,5.555
12.5446,veh5,lane0_slowdown,2,59.9208,0,0,0,5.555
12.6446,veh5,lane0_slowdown,2,58.9427,0,0,0,5.555
12.7446,veh5,lane0_slowdown,2,58.0356,0,0,0,5.555
12.8446,veh5,lane0_slowdown,2,57.2225,0,0,0,5.555
12.9446,veh5,lane0_slowdown,2,56.5033,0,0,0,5.555
13.0446,veh5,lane0_slowdown,2,55.8867,0,0,0,5.555
13.1446,veh5,lane0_slowdown,2,55.3404,0,0,0,5.555
13.2446,veh5,lane0_slowdown,2,54.8723,0,0,0,5.555
13.3521,veh5,lane0_slowdown,2,54.5534,0,0,0,5.555
13.4521,veh5,lane0_slowdown,2,54.274,0,0,0,5.555
13.5521,veh5,lane0_slowdown,2,54.0963,0,0,0,5.555
13.6521,veh5,lane0_slowdown,2,53.9896,0,0,0,5.555
13.7521,veh5,lane0_slowdown,2,53.961,0,0,0,5.555
13.8521,veh5,lane0_slowdown,2,54.0269,0,0,0,5.555
13.9521,veh5,lane0_slowdown,2,54.1862,0,0,0,5.555
14.0521,veh5,lane0_slowdown,2,54.4481,0,0,0,5.555
14.1521,veh5,lane0_slowdown,2,54.7806,0,0,0,5.555
14.2521,veh5,lane0_slowdown,2,55.191,0,0,0,5.555
14.3521,veh5,lane0_slowdown,2,55.6964,0,0,0,5.555
14.4521,veh5,lane0_slowdown,2,56.2327,0,0,0,5.555
14.5521,veh5,lane0_slowdown,2,56.7611,0,0,0,5.555
14.6521,veh5,lane0_slowdown,2,57.3054,0,0,0,5.555
15.6446,veh5,lane0_slowdown,2,62.6165,0,0,0,5.555
16.6446,veh5,lane0_slowdown,2,67.9899,0,0,0,5.555
17.6608,veh5,lane0_slowdown,2,73.4086,0,0,0,5.555
