timestamp,index,name,utilization_gpu_pct,utilization_mem_pct,memory_used_mib,power_w,temp_c
2026/02/20 19:59:54.379, 0, NVIDIA GeForce RTX 5070 Ti, 0, 18, 1410, 29.79, 48
2026/02/20 19:59:55.436, 0, NVIDIA GeForce RTX 5070 Ti, 0, 19, 1410, 29.71, 48
2026/02/20 19:59:56.475, 0, NVIDIA GeForce RTX 5070 Ti, 0, 18, 1410, 29.70, 48
2026/02/20 19:59:57.534, 0, NVIDIA GeForce RTX 5070 Ti, 0, 18, 1410, 29.55, 48
2026/02/20 19:59:58.588, 0, NVIDIA GeForce RTX 5070 Ti, 0, 19, 1410, 29.54, 48
2026/02/20 19:59:59.644, 0, NVIDIA GeForce RTX 5070 Ti, 0, 19, 1410, 29.45, 48
2026/02/20 20:00:00.702, 0, NVIDIA GeForce RTX 5070 Ti, 0, 19, 1410, 29.32, 48
2026/02/20 20:00:01.758, 0, NVIDIA GeForce RTX 5070 Ti, 0, 19, 1410, 29.56, 48
2026/02/20 20:00:02.802, 0, NVIDIA GeForce RTX 5070 Ti, 1, 19, 1422, 29.52, 48
2026/02/20 20:00:03.855, 0, NVIDIA GeForce RTX 5070 Ti, 0, 19, 1422, 29.50, 48
2026/02/20 20:00:04.910, 0, NVIDIA GeForce RTX 5070 Ti, 0, 19, 1422, 29.51, 48
2026/02/20 20:00:05.966, 0, NVIDIA GeForce RTX 5070 Ti, 0, 19, 1422, 29.29, 48
2026/02/20 20:00:07.005, 0, NVIDIA GeForce RTX 5070 Ti, 0, 19, 1422, 29.51, 48
2026/02/20 20:00:08.061, 0, NVIDIA GeForce RTX 5070 Ti, 0, 22, 1422, 29.52, 48
2026/02/20 20:00:09.119, 0, NVIDIA GeForce RTX 5070 Ti, 0, 19, 1422, 29.58, 48
2026/02/20 20:00:10.180, 0, NVIDIA GeForce RTX 5070 Ti, 0, 19, 1422, 29.56, 48
2026/02/20 20:00:11.236, 0, NVIDIA GeForce RTX 5070 Ti, 3, 22, 1422, 29.50, 48
2026/02/20 20:00:12.292, 0, NVIDIA GeForce RTX 5070 Ti, 0, 23, 1422, 29.36, 48
2026/02/20 20:00:13.350, 0, NVIDIA GeForce RTX 5070 Ti, 0, 20, 1422, 29.47, 48
2026/02/20 20:00:14.406, 0, NVIDIA GeForce RTX 5070 Ti, 0, 21, 1422, 29.60, 48
2026/02/20 20:00:15.445, 0, NVIDIA GeForce RTX 5070 Ti, 0, 20, 1422, 29.65, 48
2026/02/20 20:00:16.504, 0, NVIDIA GeForce RTX 5070 Ti, 0, 21, 1422, 29.49, 48
2026/02/20 20:00:17.558, 0, NVIDIA GeForce RTX 5070 Ti, 0, 21, 1422, 29.55, 48
2026/02/20 20:00:18.597, 0, NVIDIA GeForce RTX 5070 Ti, 0, 20, 1422, 29.56, 48
2026/02/20 20:00:19.636, 0, NVIDIA GeForce RTX 5070 Ti, 1, 22, 1422, 29.45, 48
2026/02/20 20:00:20.676, 0, NVIDIA GeForce RTX 5070 Ti, 0, 21, 1422, 29.41, 48
2026/02/20 20:00:21.715, 0, NVIDIA GeForce RTX 5070 Ti, 0, 20, 1422, 29.60, 48
2026/02/20 20:00:21.616, 0, NVIDIA GeForce RTX 5070 Ti, 0, 20, 1422, 29.44, 48
2026/02/20 20:00:22.655, 0, NVIDIA GeForce RTX 5070 Ti, 0, 21, 1422, 29.40, 48
2026/02/20 20:00:23.696, 0, NVIDIA GeForce RTX 5070 Ti, 0, 21, 1422, 29.49, 48
2026/02/20 20:00:24.735, 0, NVIDIA GeForce RTX 5070 Ti, 0, 22, 1422, 29.45, 48
2026/02/20 20:00:25.773, 0, NVIDIA GeForce RTX 5070 Ti, 0, 20, 1422, 29.38, 48
2026/02/20 20:00:26.826, 0, NVIDIA GeForce RTX 5070 Ti, 0, 20, 1422, 29.39, 48
2026/02/20 20:00:27.880, 0, NVIDIA GeForce RTX 5070 Ti, 0, 20, 1422, 29.33, 48
2026/02/20 20:00:28.942, 0, NVIDIA GeForce RTX 5070 Ti, 0, 21, 1422, 29.57, 48
2026/02/20 20:00:29.982, 0, NVIDIA GeForce RTX 5070 Ti, 0, 20, 1422, 29.40, 48
2026/02/20 20:00:31.021, 0, NVIDIA GeForce RTX 5070 Ti, 0, 20, 1422, 29.49, 48
2026/02/20 20:00:32.061, 0, NVIDIA GeForce RTX 5070 Ti, 0, 21, 1422, 29.53, 48
2026/02/20 20:00:33.102, 0, NVIDIA GeForce RTX 5070 Ti, 0, 19, 1422, 29.57, 48
2026/02/20 20:00:34.143, 0, NVIDIA GeForce RTX 5070 Ti, 0, 19, 1422, 29.40, 48
2026/02/20 20:00:35.200, 0, NVIDIA GeForce RTX 5070 Ti, 0, 20, 1422, 29.42, 48
2026/02/20 20:00:36.258, 0, NVIDIA GeForce RTX 5070 Ti, 0, 20, 1422, 29.51, 48
2026/02/20 20:00:37.317, 0, NVIDIA GeForce RTX 5070 Ti, 1, 21, 1422, 29.55, 48
2026/02/20 20:00:38.377, 0, NVIDIA GeForce RTX 5070 Ti, 0, 20, 1422, 29.72, 48
2026/02/20 20:00:39.434, 0, NVIDIA GeForce RTX 5070 Ti, 0, 21, 1422, 29.42, 48
2026/02/20 20:00:40.493, 0, NVIDIA GeForce RTX 5070 Ti, 0, 21, 1422, 29.53, 48
2026/02/20 20:00:41.534, 0, NVIDIA GeForce RTX 5070 Ti, 4, 20, 1422, 30.31, 48
2026/02/20 20:00:42.592, 0, NVIDIA GeForce RTX 5070 Ti, 0, 20, 1422, 29.48, 48
2026/02/20 20:00:43.650, 0, NVIDIA GeForce RTX 5070 Ti, 0, 20, 1422, 29.41, 48
