time_s,vehicle_id,event_type,source_id,distance_m,heading_diff_deg,lane_before,lane_after,target_speed_mps
3.83683,veh15,lane0_slowdown,2,25.0409,0.00724887,0,0,6.945
4.03683,veh15,lane0_slowdown,2,27.4621,0.00724887,0,0,6.945
4.22958,veh15,lane0_slowdown,2,29.8569,0.00724887,0,0,6.945
4.32958,veh15,lane0_slowdown,2,30.7562,6.40725,0,0,6.945
4.42958,veh15,lane0_slowdown,2,31.56,15.9072,0,0,6.945
4.52958,veh15,lane0_slowdown,2,32.3828,26.1072,0,0,6.945
4.62958,veh15,lane0_slowdown,2,33.2221,36.2072,0,0,6.945
16.2393,veh15,lane1_speedup,2,63.5966,8.03536,1,0,20.835
17.2381,veh15,lane0_slowdown,2,48.4652,0,0,0,6.945
18.2311,veh15,lane0_slowdown,2,36.8511,0,0,0,6.945
19.2291,veh15,lane0_slowdown,2,30.1798,0,0,0,6.945
20.2293,veh15,lane0_slowdown,2,23.4323,0,0,0,6.945
21.2446,veh15,lane0_slowdown,2,16.57,0,0,0,6.945
22.2258,veh15,lane0_slowdown,2,11.8148,0,0,0,6.945
23.2401,veh15,lane0_slowdown,2,9.26738,0,0,0,6.945
24.2381,veh15,lane0_slowdown,2,8.17259,0,0,0,6.945
25.2358,veh15,lane0_slowdown,2,7.71638,0,0,0,6.945
26.2293,veh15,lane0_slowdown,2,7.54083,0,0,0,6.945
27.2293,veh15,lane0_slowdown,2,7.47957,0,0,0,6.945
28.2298,veh15,lane0_slowdown,2,7.45191,0,0,0,6.945
29.2298,veh15,lane0_slowdown,2,7.44746,0,0,0,6.945
30.1348,veh15,lane0_slowdown,2,7.48392,0,0,0,6.945
30.3448,veh15,lane0_slowdown,2,7.63344,0,0,0,6.945
30.5448,veh15,lane0_slowdown,2,7.87301,0,0,0,6.945
30.7448,veh15,lane0_slowdown,2,8.17596,0,0,0,6.945
30.9448,veh15,lane0_slowdown,2,8.52419,0,0,0,6.945
31.1448,veh15,lane0_slowdown,2,8.90582,0,0,0,6.945
31.3426,veh15,lane0_slowdown,2,9.31434,0,0,0,6.945
31.5426,veh15,lane0_slowdown,2,9.75556,0,0,0,6.945
31.7426,veh15,lane0_slowdown,2,10.2383,0,0,0,6.945
31.9421,veh15,lane0_slowdown,2,10.7637,0,0,0,6.945
32.1421,veh15,lane0_slowdown,2,11.3138,0,0,0,6.945
32.3421,veh15,lane0_slowdown,2,11.8608,0,0,0,6.945
32.5451,veh15,lane0_slowdown,2,12.405,0,0,0,6.945
32.7351,veh15,lane0_slowdown,2,13.0657,0,0,0,6.945
32.9351,veh15,lane0_slowdown,2,13.7765,0,0,0,6.945
33.3373,veh15,lane0_slowdown,2,15.5516,0,0,0,6.945
33.5373,veh15,lane0_slowdown,2,16.6079,0,0,0,6.945
33.7373,veh15,lane0_slowdown,2,17.7822,0,0,0,6.945
33.9373,veh15,lane0_slowdown,2,19.0743,0,0,0,6.945
34.1373,veh15,lane0_slowdown,2,20.4768,0,0,0,6.945
34.3356,veh15,lane0_slowdown,2,21.9966,0,0,0,6.945
34.5356,veh15,lane0_slowdown,2,23.6266,0,0,0,6.945
34.7356,veh15,lane0_slowdown,2,25.3663,0,0,0,6.945
34.9348,veh15,lane0_slowdown,2,27.2244,0,0,0,6.945
35.1348,veh15,lane0_slowdown,2,29.2084,0,0,0,6.945
35.3348,veh15,lane0_slowdown,2,31.302,0,0,0,6.945
35.5348,veh15,lane0_slowdown,2,33.5059,0,0,0,6.945
35.7353,veh15,lane0_slowdown,2,35.8432,0,0,0,6.945
35.9353,veh15,lane0_slowdown,2,38.2906,0,0,0,6.945
36.1353,veh15,lane0_slowdown,2,40.8477,0,0,0,6.945
36.3353,veh15,lane0_slowdown,2,43.5304,0,0,0,6.945
36.7353,veh15,lane0_slowdown,2,48.9902,0,0,0,6.945
37.0353,veh15,lane0_slowdown,2,51.0384,0,0,0,6.945
37.1346,veh15,lane0_slowdown,2,54.4498,0,0,0,6.945
37.3346,veh15,lane0_slowdown,2,57.1795,0,0,0,6.945
37.5346,veh15,lane0_slowdown,2,59.9095,0,0,0,6.945
37.7348,veh15,lane0_slowdown,2,62.6396,0,0,0,6.945
37.9348,veh15,lane0_slowdown,2,65.37,0,0,0,6.945
38.1348,veh15,lane0_slowdown,2,68.0999,0,0,0,6.945
38.3348,veh15,lane0_slowdown,2,70.8294,0,0,0,6.945
38.5348,veh15,lane0_slowdown,2,73.5595,0,0,0,6.945
