time_s,vehicle_id,event_type,source_id,distance_m,heading_diff_deg,lane_before,lane_after,target_speed_mps
11.0283,veh5,lane0_slowdown,2,71.1333,0,0,0,5.555
11.1283,veh5,lane0_slowdown,2,68.4706,0,0,0,5.555
11.3283,veh5,lane0_slowdown,2,66.6531,0,0,0,5.555
11.5283,veh5,lane0_slowdown,2,64.5445,0,0,0,5.555
11.7283,veh5,lane0_slowdown,2,62.2376,0,0,0,5.555
11.9283,veh5,lane0_slowdown,2,60.0126,0,0,0,5.555
12.1431,veh5,lane0_slowdown,2,58.0303,0,0,0,5.555
12.2431,veh5,lane0_slowdown,2,57.0904,0,0,0,5.555
12.3431,veh5,lane0_slowdown,2,56.237,0,0,0,5.555
12.4431,veh5,lane0_slowdown,2,55.4857,0,0,0,5.555
12.5431,veh5,lane0_slowdown,2,54.8362,0,0,0,5.555
12.6431,veh5,lane0_slowdown,2,54.2579,0,0,0,5.555
12.7431,veh5,lane0_slowdown,2,53.7584,0,0,0,5.555
12.8431,veh5,lane0_slowdown,2,53.3447,0,0,0,5.555
12.9431,veh5,lane0_slowdown,2,53.0336,0,0,0,5.555
13.0306,veh5,lane0_slowdown,2,52.7699,0,0,0,5.555
13.1306,veh5,lane0_slowdown,2,52.6313,0,0,0,5.555
13.2306,veh5,lane0_slowdown,2,52.5716,0,0,0,5.555
13.3306,veh5,lane0_slowdown,2,52.5982,0,0,0,5.555
13.4306,veh5,lane0_slowdown,2,52.7268,0,0,0,5.555
13.5306,veh5,lane0_slowdown,2,52.9579,0,0,0,5.555
13.6306,veh5,lane0_slowdown,2,53.2591,0,0,0,5.555
13.7306,veh5,lane0_slowdown,2,53.6391,0,0,0,5.555
13.8306,veh5,lane0_slowdown,2,54.1056,0,0,0,5.555
13.9306,veh5,lane0_slowdown,2,54.6428,0,0,0,5.555
14.0278,veh5,lane0_slowdown,2,55.1253,0,0,0,5.555
14.1278,veh5,lane0_slowdown,2,55.6624,0,0,0,5.555
14.2278,veh5,lane0_slowdown,2,56.2074,0,0,0,5.555
15.2431,veh5,lane0_slowdown,2,61.6888,0,0,0,5.555
16.2393,veh5,lane0_slowdown,2,67.0145,0,0,0,5.555
17.2381,veh5,lane0_slowdown,2,72.3866,0,0,0,5.555
