time,vehicle,speed,lane
58.0,veh5,11.1,0
58.0,veh14,11.1,0
58.0,veh18,13.88,0
58.0,veh19,6.93,0
59.0,veh11,9.72,0
59.0,veh15,13.88,0
59.0,veh4,20.81,0
59.0,veh10,3.45,0
59.0,veh9,3.45,0
59.0,veh20,5.09,0
59.0,veh3,3.46,0
59.0,veh1,3.47,0
59.0,veh2,20.83,1
59.0,veh6,8.31,0
59.0,veh12,6.94,0
59.0,veh17,11.11,0
59.0,veh7,11.1,0
59.0,veh13,13.31,1
59.0,veh8,14.27,1
59.0,veh16,15.31,1
59.0,veh5,11.1,0
59.0,veh14,11.1,0
59.0,veh18,12.13,0
59.0,veh19,6.93,0
60.0,veh11,9.71,0
60.0,veh15,13.89,0
60.0,veh4,20.82,0
60.0,veh10,6.19,0
60.0,veh9,3.47,0
60.0,veh20,6.94,0
60.0,veh3,3.46,0
60.0,veh1,3.46,0
60.0,veh6,8.31,0
60.0,veh12,6.93,0
60.0,veh17,11.09,0
60.0,veh7,11.1,0
60.0,veh13,14.66,1
60.0,veh8,15.63,1
60.0,veh16,16.65,1
60.0,veh5,11.11,0
60.0,veh14,11.1,0
60.0,veh19,6.94,0
60.0,veh18,11.26,1
60.0,veh2,20.82,1
61.0,veh7,11.1,0
61.0,veh11,9.7,0
61.0,veh15,13.89,0
61.0,veh4,20.81,0
61.0,veh10,6.93,0
61.0,veh9,6.47,0
61.0,veh20,6.94,0
61.0,veh3,3.46,0
61.0,veh1,3.46,0
61.0,veh6,8.32,0
61.0,veh12,6.92,0
61.0,veh17,11.11,0
61.0,veh13,15.13,1
61.0,veh8,15.92,1
61.0,veh16,16.64,1
61.0,veh5,11.1,0
61.0,veh14,11.09,0
61.0,veh19,6.93,0
61.0,veh18,13.88,1
61.0,veh2,20.83,0
62.0,veh7,11.11,0
62.0,veh11,9.72,0
62.0,veh15,13.88,0
62.0,veh4,20.83,0
62.0,veh10,6.92,0
62.0,veh9,6.92,0
62.0,veh20,6.92,0
62.0,veh3,3.46,0
62.0,veh1,3.47,0
62.0,veh6,8.31,0
62.0,veh12,6.93,0
62.0,veh17,11.09,0
62.0,veh13,15.25,1
62.0,veh8,16.12,1
62.0,veh16,16.65,1
62.0,veh5,11.09,0
62.0,veh14,11.1,0
62.0,veh19,6.94,0
62.0,veh18,13.88,1
62.0,veh2,20.83,0
63.0,veh7,11.11,0
63.0,veh11,9.71,0
63.0,veh15,13.88,0
63.0,veh10,6.94,0
63.0,veh9,6.92,0
63.0,veh20,6.93,0
63.0,veh3,3.46,0
63.0,veh1,3.46,0
63.0,veh6,8.31,0
63.0,veh12,6.94,0
63.0,veh17,11.1,0
63.0,veh13,15.25,1
63.0,veh8,16.27,1
63.0,veh16,16.64,1
63.0,veh4,20.82,0
63.0,veh5,11.1,0
63.0,veh14,11.09,0
63.0,veh19,6.94,0
63.0,veh18,13.88,1
63.0,veh2,20.83,0
64.0,veh7,11.09,0
64.0,veh11,9.71,0
64.0,veh15,13.88,0
64.0,veh16,16.64,1
64.0,veh10,6.93,0
64.0,veh9,6.94,0
64.0,veh20,6.92,0
64.0,veh3,3.45,0
64.0,veh1,3.45,0
64.0,veh6,7.9,0
64.0,veh12,6.93,0
64.0,veh17,11.1,0
64.0,veh13,15.26,1
64.0,veh8,16.35,1
64.0,veh4,20.82,0
64.0,veh5,11.11,0
64.0,veh14,11.1,0
64.0,veh19,6.93,0
64.0,veh18,13.88,1
64.0,veh2,20.83,0
65.0,veh17,11.1,0
65.0,veh7,11.1,0
65.0,veh11,9.72,0
65.0,veh15,13.89,0
65.0,veh8,16.44,1
65.0,veh16,16.65,1
65.0,veh10,6.93,0
65.0,veh9,6.93,0
65.0,veh20,6.94,0
65.0,veh3,3.93,0
65.0,veh1,3.46,0
65.0,veh6,7.51,0
65.0,veh12,6.93,0
65.0,veh13,15.26,1
65.0,veh4,20.83,0
65.0,veh5,11.1,0
65.0,veh14,11.1,0
65.0,veh19,6.93,0
65.0,veh18,13.88,1
65.0,veh2,20.81,0
66.0,veh17,11.1,0
66.0,veh7,11.1,0
66.0,veh11,9.72,0
66.0,veh8,16.51,1
66.0,veh16,16.66,1
66.0,veh10,6.93,0
66.0,veh9,6.94,0
66.0,veh15,13.87,0
66.0,veh20,6.93,0
66.0,veh3,5.19,0
66.0,veh6,7.27,0
66.0,veh12,6.92,0
66.0,veh13,15.25,1
66.0,veh4,20.82,0
66.0,veh5,11.1,0
66.0,veh14,11.1,0
66.0,veh19,6.94,0
66.0,veh18,13.87,1
66.0,veh1,4.54,0
66.0,veh2,20.81,0
67.0,veh17,11.1,0
67.0,veh7,11.11,0
67.0,veh11,9.7,0
67.0,veh13,15.27,1
67.0,veh8,16.54,1
67.0,veh16,16.64,1
67.0,veh10,6.93,0
67.0,veh9,6.93,0
67.0,veh15,13.87,0
67.0,veh20,6.93,0
67.0,veh3,6.92,1
67.0,veh12,6.93,0
67.0,veh6,8.31,1
67.0,veh4,20.82,0
67.0,veh5,11.1,0
67.0,veh14,11.1,0
67.0,veh19,6.92,0
67.0,veh18,13.87,1
67.0,veh1,6.92,0
67.0,veh2,20.81,0
68.0,veh17,11.1,0
68.0,veh7,11.11,0
68.0,veh11,9.71,0
68.0,veh13,15.25,1
68.0,veh8,16.56,1
68.0,veh16,16.65,1
68.0,veh10,6.92,0
68.0,veh9,6.93,0
68.0,veh15,13.87,0
68.0,veh20,6.93,0
68.0,veh12,6.93,0
68.0,veh6,8.32,1
68.0,veh4,20.82,0
68.0,veh5,5.54,0
68.0,veh14,11.1,0
68.0,veh19,6.92,0
68.0,veh18,13.87,1
68.0,veh1,6.94,0
68.0,veh2,20.81,0
68.0,veh3,6.92,1
69.0,veh17,11.11,0
69.0,veh7,11.11,0
69.0,veh11,9.7,0
69.0,veh13,15.25,1
69.0,veh8,16.58,1
69.0,veh16,16.66,1
69.0,veh9,6.94,0
69.0,veh10,6.93,0
69.0,veh15,13.88,0
69.0,veh20,6.93,0
69.0,veh12,6.92,0
69.0,veh6,8.32,1
69.0,veh4,18.97,0
69.0,veh5,5.55,0
69.0,veh14,11.09,0
69.0,veh19,6.93,0
69.0,veh18,13.87,1
69.0,veh1,6.92,0
69.0,veh2,20.82,0
69.0,veh3,6.93,1
70.0,veh17,11.1,0
70.0,veh7,11.11,0
70.0,veh11,9.71,0
70.0,veh13,15.26,1
70.0,veh8,16.61,1
70.0,veh16,16.65,1
70.0,veh9,6.93,0
70.0,veh18,13.89,0
70.0,veh10,6.93,0
70.0,veh15,12.54,0
70.0,veh20,6.93,0
70.0,veh12,6.93,0
70.0,veh6,8.31,1
70.0,veh4,15.44,0
70.0,veh5,5.54,0
70.0,veh14,11.11,0
70.0,veh19,6.92,0
70.0,veh1,6.92,0
70.0,veh2,20.82,0
70.0,veh3,6.92,1
71.0,veh17,11.09,0
71.0,veh7,11.11,0
71.0,veh11,9.71,0
71.0,veh13,15.26,1
71.0,veh8,16.61,1
71.0,veh16,16.65,1
71.0,veh10,6.94,0
71.0,veh9,6.92,0
71.0,veh18,13.88,0
71.0,veh15,10.73,0
71.0,veh20,6.93,0
71.0,veh12,6.92,0
71.0,veh6,8.32,1
71.0,veh5,5.54,0
71.0,veh4,18.26,1
71.0,veh14,11.1,0
71.0,veh19,6.92,0
71.0,veh1,6.93,0
71.0,veh2,20.81,0
71.0,veh3,6.94,1
72.0,veh12,6.92,0
72.0,veh17,11.1,0
72.0,veh7,11.1,0
72.0,veh11,9.72,0
72.0,veh13,15.26,1
72.0,veh8,16.62,1
72.0,veh16,16.66,1
72.0,veh10,6.93,0
72.0,veh9,6.94,0
72.0,veh18,13.88,0
72.0,veh20,6.94,0
72.0,veh15,13.74,1
72.0,veh2,20.82,0
72.0,veh6,8.33,1
72.0,veh5,5.55,0
72.0,veh4,20.82,1
72.0,veh14,11.1,0
72.0,veh19,6.93,0
72.0,veh1,6.94,0
72.0,veh3,6.94,1
73.0,veh12,6.94,0
73.0,veh17,11.09,0
73.0,veh7,11.1,0
73.0,veh11,9.7,0
73.0,veh6,8.33,1
73.0,veh13,15.26,1
73.0,veh8,16.64,1
73.0,veh16,16.65,1
73.0,veh10,6.94,0
73.0,veh9,6.92,0
73.0,veh18,13.88,0
73.0,veh20,6.94,0
73.0,veh15,13.88,1
73.0,veh2,20.81,0
73.0,veh5,5.54,0
73.0,veh4,20.83,1
73.0,veh14,11.1,0
73.0,veh19,6.93,0
73.0,veh1,6.94,0
73.0,veh3,6.93,1
74.0,veh12,6.93,0
74.0,veh17,11.09,0
74.0,veh7,11.1,0
74.0,veh11,9.7,0
74.0,veh6,8.31,1
74.0,veh13,15.25,1
74.0,veh8,16.63,1
74.0,veh16,16.65,1
74.0,veh10,6.93,0
74.0,veh9,6.93,0
74.0,veh18,13.88,0
74.0,veh20,6.94,0
74.0,veh15,13.88,1
74.0,veh2,20.82,0
74.0,veh5,5.54,0
74.0,veh4,20.83,1
74.0,veh14,11.11,0
74.0,veh19,6.92,0
74.0,veh1,6.93,0
74.0,veh3,6.94,1
75.0,veh12,6.93,0
75.0,veh17,11.1,0
75.0,veh7,11.1,0
75.0,veh11,9.71,0
75.0,veh6,8.31,1
75.0,veh13,15.26,1
75.0,veh8,16.63,1
75.0,veh16,16.64,1
75.0,veh10,6.93,0
75.0,veh9,6.93,0
75.0,veh18,13.88,0
75.0,veh20,6.94,0
75.0,veh2,20.81,0
75.0,veh5,5.55,0
75.0,veh4,20.83,1
75.0,veh14,11.1,0
75.0,veh19,6.93,0
75.0,veh1,6.92,0
75.0,veh15,13.88,1
75.0,veh3,6.93,1
76.0,veh12,6.93,0
76.0,veh17,11.11,0
76.0,veh7,11.09,0
76.0,veh11,9.7,0
76.0,veh6,8.33,1
76.0,veh13,15.25,1
76.0,veh8,16.65,1
76.0,veh16,16.64,1
76.0,veh10,6.93,0
76.0,veh9,6.93,0
76.0,veh19,6.94,0
76.0,veh18,13.87,0
76.0,veh2,20.82,0
76.0,veh5,5.54,0
76.0,veh14,11.1,0
76.0,veh4,20.81,1
76.0,veh20,6.92,0
76.0,veh1,6.93,0
76.0,veh15,13.88,1
76.0,veh3,6.93,1
77.0,veh12,3.56,0
77.0,veh17,11.09,0
77.0,veh7,11.1,0
77.0,veh11,9.72,0
77.0,veh6,9.62,1
77.0,veh13,15.26,1
77.0,veh8,16.65,1
77.0,veh16,16.66,1
77.0,veh10,6.92,0
77.0,veh9,6.94,0
77.0,veh19,6.93,0
77.0,veh18,13.89,0
77.0,veh2,20.83,0
77.0,veh5,5.54,0
77.0,veh14,11.1,0
77.0,veh4,20.82,1
77.0,veh20,6.94,0
77.0,veh1,6.94,0
77.0,veh15,13.88,1
77.0,veh3,6.93,1
78.0,veh12,3.47,0
78.0,veh6,6.66,0
78.0,veh17,11.09,0
78.0,veh7,11.09,0
78.0,veh11,9.71,0
78.0,veh13,15.27,1
78.0,veh8,16.65,1
78.0,veh16,16.65,1
78.0,veh10,6.93,0
78.0,veh9,6.93,0
78.0,veh19,6.93,0
78.0,veh18,13.88,0
78.0,veh2,17.42,0
78.0,veh5,5.54,0
78.0,veh14,5.54,0
78.0,veh4,20.82,1
78.0,veh20,6.93,0
78.0,veh1,6.93,0
78.0,veh15,13.87,1
78.0,veh3,6.94,1
79.0,veh12,3.45,0
79.0,veh6,4.15,0
79.0,veh17,11.1,0
79.0,veh7,11.1,0
79.0,veh11,9.7,0
79.0,veh2,15.82,1
79.0,veh13,15.27,1
79.0,veh8,16.65,1
79.0,veh10,6.93,0
79.0,veh9,6.93,0
79.0,veh19,6.93,0
79.0,veh18,13.88,0
79.0,veh16,16.64,1
79.0,veh5,5.55,0
79.0,veh14,5.54,0
79.0,veh4,20.83,1
79.0,veh20,6.93,0
79.0,veh1,6.93,0
79.0,veh15,11.95,1
79.0,veh3,6.93,1
80.0,veh12,3.47,0
80.0,veh6,4.16,0
80.0,veh17,11.1,0
80.0,veh7,11.09,0
80.0,veh11,9.71,0
80.0,veh2,18.82,1
80.0,veh13,15.25,1
80.0,veh10,6.93,0
80.0,veh9,6.92,0
80.0,veh19,5.65,0
80.0,veh18,13.88,0
80.0,veh8,16.64,1
80.0,veh16,16.64,1
80.0,veh5,6.36,0
80.0,veh14,5.54,0
80.0,veh4,20.82,1
80.0,veh20,6.94,0
80.0,veh1,6.94,0
80.0,veh15,10.27,1
80.0,veh3,6.94,1
81.0,veh12,3.45,0
81.0,veh6,4.15,0
81.0,veh17,11.1,0
81.0,veh7,11.11,0
81.0,veh2,20.83,1
81.0,veh13,15.25,1
81.0,veh10,6.93,0
81.0,veh9,6.93,0
81.0,veh19,3.45,0
81.0,veh18,13.87,0
81.0,veh11,9.7,0
81.0,veh8,16.64,1
81.0,veh16,16.66,1
81.0,veh5,9.24,0
81.0,veh14,5.55,0
81.0,veh4,20.83,1
81.0,veh20,6.94,0
81.0,veh1,6.94,0
81.0,veh15,9.08,1
81.0,veh3,6.92,1
82.0,veh12,3.45,0
82.0,veh6,4.15,0
82.0,veh17,11.09,0
82.0,veh7,11.11,0
82.0,veh2,20.83,1
82.0,veh13,15.25,1
82.0,veh10,6.93,0
82.0,veh9,6.92,0
82.0,veh19,3.46,0
82.0,veh18,13.88,0
82.0,veh4,20.82,1
82.0,veh11,9.71,0
82.0,veh16,16.65,0
82.0,veh8,16.64,1
82.0,veh5,11.1,0
82.0,veh14,5.55,0
82.0,veh20,6.93,0
82.0,veh1,6.94,0
82.0,veh15,8.29,1
82.0,veh3,6.94,1
83.0,veh12,3.46,0
83.0,veh6,4.15,0
83.0,veh17,11.1,0
83.0,veh2,20.83,1
83.0,veh10,6.94,0
83.0,veh9,6.93,0
83.0,veh19,3.46,0
83.0,veh18,13.88,0
83.0,veh4,20.81,1
83.0,veh7,11.09,0
83.0,veh11,9.71,0
83.0,veh16,16.66,0
83.0,veh13,15.27,1
83.0,veh8,16.65,1
83.0,veh5,11.1,0
83.0,veh14,5.54,0
83.0,veh20,6.92,0
83.0,veh1,6.94,0
83.0,veh15,7.76,1
83.0,veh3,6.93,1
84.0,veh12,3.46,0
84.0,veh6,4.16,0
84.0,veh17,11.1,0
84.0,veh2,20.83,1
84.0,veh10,6.94,0
84.0,veh9,6.92,0
84.0,veh19,3.46,0
84.0,veh18,13.89,0
84.0,veh4,20.83,1
84.0,veh7,11.1,0
84.0,veh11,9.7,0
84.0,veh16,16.65,0
84.0,veh13,15.26,1
84.0,veh8,16.66,1
84.0,veh5,11.11,0
84.0,veh14,5.55,0
84.0,veh20,6.93,0
84.0,veh1,6.94,0
84.0,veh15,7.43,1
84.0,veh3,6.92,1
85.0,veh12,3.45,0
85.0,veh6,4.15,0
85.0,veh17,11.1,0
85.0,veh2,20.82,1
85.0,veh10,6.93,0
85.0,veh9,6.93,0
85.0,veh14,5.55,0
85.0,veh19,3.45,0
85.0,veh18,13.87,0
85.0,veh4,20.81,1
85.0,veh7,11.09,0
85.0,veh11,9.71,0
85.0,veh16,16.64,0
85.0,veh13,15.25,1
85.0,veh8,16.65,1
85.0,veh5,11.1,0
85.0,veh20,6.94,0
85.0,veh1,6.93,0
85.0,veh15,7.22,1
85.0,veh3,6.92,1
86.0,veh12,3.47,0
86.0,veh6,4.15,0
86.0,veh17,11.1,0
86.0,veh2,20.82,1
86.0,veh10,6.93,0
86.0,veh9,6.93,0
86.0,veh14,5.55,0
86.0,veh19,3.45,0
86.0,veh18,13.88,0
86.0,veh4,20.83,1
86.0,veh7,11.09,0
86.0,veh11,9.71,0
86.0,veh16,16.66,0
86.0,veh13,15.26,1
86.0,veh8,16.65,1
86.0,veh5,11.11,0
86.0,veh20,6.92,0
86.0,veh15,9.79,0
86.0,veh1,6.92,0
86.0,veh3,6.93,1
87.0,veh12,3.46,0
87.0,veh6,4.15,0
87.0,veh17,8.51,0
87.0,veh2,20.81,1
87.0,veh10,6.94,0
87.0,veh14,5.55,0
87.0,veh19,3.47,0
87.0,veh18,13.88,0
87.0,veh4,20.82,1
87.0,veh7,11.1,0
87.0,veh11,9.71,0
87.0,veh13,15.25,1
87.0,veh8,16.65,1
87.0,veh9,6.93,0
87.0,veh5,11.09,0
87.0,veh16,16.65,0
87.0,veh20,6.92,0
87.0,veh15,10.17,0
87.0,veh1,6.94,0
87.0,veh3,6.92,1
88.0,veh12,3.47,0
88.0,veh6,4.16,0
88.0,veh2,20.83,1
88.0,veh18,13.87,0
88.0,veh10,6.93,0
88.0,veh14,5.73,0
88.0,veh19,3.46,0
88.0,veh4,20.81,1
88.0,veh17,5.55,0
88.0,veh7,11.11,0
88.0,veh11,9.71,0
88.0,veh13,15.26,1
88.0,veh9,6.93,0
88.0,veh5,11.1,0
88.0,veh16,16.64,0
88.0,veh20,6.93,0
88.0,veh15,9.02,0
88.0,veh1,6.93,0
88.0,veh8,16.65,1
88.0,veh3,6.92,1
89.0,veh12,5.39,0
89.0,veh6,4.15,0
89.0,veh2,20.82,1
89.0,veh18,13.88,0
89.0,veh14,8.78,0
89.0,veh19,3.46,0
89.0,veh4,20.83,1
89.0,veh17,5.55,0
89.0,veh7,11.04,0
89.0,veh11,9.71,0
89.0,veh13,15.27,1
89.0,veh10,6.94,0
89.0,veh9,6.92,0
89.0,veh5,11.11,0
89.0,veh16,16.66,0
89.0,veh20,6.93,0
89.0,veh15,8.23,0
89.0,veh1,6.93,0
89.0,veh8,16.64,1
89.0,veh3,6.93,1
90.0,veh12,6.92,0
90.0,veh6,6.72,0
90.0,veh2,20.81,1
90.0,veh18,13.87,0
90.0,veh14,11.1,0
90.0,veh19,3.46,0
90.0,veh4,20.83,1
90.0,veh17,5.55,0
90.0,veh7,10.58,0
90.0,veh11,9.71,0
90.0,veh13,15.26,1
90.0,veh10,6.93,0
90.0,veh9,6.93,0
90.0,veh5,11.1,0
90.0,veh16,16.28,0
90.0,veh20,6.92,0
90.0,veh15,7.73,0
90.0,veh1,6.93,0
90.0,veh8,16.66,1
90.0,veh3,6.93,1
91.0,veh12,6.93,0
91.0,veh6,8.33,0
91.0,veh18,13.88,0
91.0,veh14,10.7,0
91.0,veh19,4.28,0
91.0,veh4,20.81,1
91.0,veh17,5.54,0
91.0,veh7,10.28,0
91.0,veh11,9.72,0
91.0,veh2,20.83,1
91.0,veh13,15.26,1
91.0,veh10,6.93,0
91.0,veh9,6.93,0
91.0,veh5,11.1,0
91.0,veh16,13.61,0
91.0,veh20,6.93,0
91.0,veh15,7.43,0
91.0,veh1,6.93,0
91.0,veh8,16.64,1
91.0,veh3,6.94,1
92.0,veh12,6.93,0
92.0,veh6,8.31,0
92.0,veh18,13.89,0
92.0,veh14,9.69,0
92.0,veh19,6.94,0
92.0,veh4,20.81,1
92.0,veh17,5.54,0
92.0,veh7,10.08,0
92.0,veh11,9.71,0
92.0,veh2,20.82,1
92.0,veh10,6.93,0
92.0,veh9,6.92,0
92.0,veh5,11.1,0
92.0,veh16,11.52,0
92.0,veh20,6.94,0
92.0,veh15,7.24,0
92.0,veh1,6.93,0
92.0,veh13,15.27,1
92.0,veh8,16.64,1
92.0,veh3,6.92,1
93.0,veh12,6.94,0
93.0,veh6,8.31,0
93.0,veh18,13.87,0
93.0,veh5,11.1,0
93.0,veh19,6.93,0
93.0,veh14,10.03,1
93.0,veh4,20.83,1
93.0,veh17,5.55,0
93.0,veh11,9.71,0
93.0,veh2,20.82,1
93.0,veh7,11.09,1
93.0,veh10,6.92,0
93.0,veh9,6.93,0
93.0,veh16,9.96,0
93.0,veh20,6.94,0
93.0,veh15,7.1,0
93.0,veh1,6.94,0
93.0,veh13,15.25,1
93.0,veh8,16.64,1
93.0,veh3,6.93,1
94.0,veh12,6.94,0
94.0,veh6,8.31,0
94.0,veh18,13.89,0
94.0,veh4,20.81,1
94.0,veh5,11.1,0
94.0,veh19,6.93,0
94.0,veh14,11.11,1
94.0,veh17,5.54,0
94.0,veh2,20.81,1
94.0,veh7,11.09,1
94.0,veh10,6.94,0
94.0,veh9,6.93,0
94.0,veh11,9.7,0
94.0,veh16,8.88,0
94.0,veh20,6.93,0
94.0,veh15,7.03,0
94.0,veh1,6.93,0
94.0,veh13,15.26,1
94.0,veh8,16.64,1
94.0,veh3,6.93,1
95.0,veh12,6.93,0
95.0,veh6,8.32,0
95.0,veh18,13.87,0
95.0,veh4,20.81,1
95.0,veh5,11.1,0
95.0,veh19,6.93,0
95.0,veh14,11.09,1
95.0,veh17,5.55,0
95.0,veh2,18.56,1
95.0,veh10,6.92,0
95.0,veh9,6.92,0
95.0,veh11,9.71,0
95.0,veh16,8.14,0
95.0,veh20,6.92,0
95.0,veh15,7.0,0
95.0,veh1,6.93,0
95.0,veh7,11.1,1
95.0,veh13,15.27,1
95.0,veh8,16.66,1
95.0,veh3,6.94,1
96.0,veh12,6.94,0
96.0,veh6,8.31,0
96.0,veh18,13.87,0
96.0,veh4,20.82,1
96.0,veh5,11.1,0
96.0,veh19,6.93,0
96.0,veh14,11.1,1
96.0,veh17,5.54,0
96.0,veh2,16.44,1
96.0,veh10,6.94,0
96.0,veh9,6.93,0
96.0,veh11,4.84,0
96.0,veh20,6.93,0
96.0,veh15,6.97,0
96.0,veh1,6.93,0
96.0,veh7,10.87,1
96.0,veh13,15.25,1
96.0,veh16,10.54,1
96.0,veh8,16.64,1
96.0,veh3,6.94,1
97.0,veh12,6.92,0
97.0,veh6,8.32,0
97.0,veh4,20.83,1
97.0,veh5,11.1,0
97.0,veh19,6.93,0
97.0,veh14,11.11,1
97.0,veh17,5.55,0
97.0,veh2,16.69,1
97.0,veh18,13.88,0
97.0,veh10,6.94,0
97.0,veh9,6.92,0
97.0,veh11,4.84,0
97.0,veh20,6.94,0
97.0,veh15,6.94,0
97.0,veh1,6.94,0
97.0,veh7,13.83,1
97.0,veh13,15.26,1
97.0,veh16,13.49,1
97.0,veh8,16.64,1
97.0,veh3,6.93,1
98.0,veh12,6.94,0
98.0,veh6,8.32,0
98.0,veh4,20.82,1
98.0,veh5,11.1,0
98.0,veh19,6.94,0
98.0,veh14,11.1,1
98.0,veh17,5.54,0
98.0,veh18,13.28,0
98.0,veh10,6.92,0
98.0,veh9,6.93,0
98.0,veh11,4.85,0
98.0,veh7,16.15,0
98.0,veh20,6.92,0
98.0,veh15,6.94,0
98.0,veh1,6.92,0
98.0,veh2,18.3,1
98.0,veh13,15.26,1
98.0,veh16,15.36,1
98.0,veh8,16.6,1
98.0,veh3,6.94,1
99.0,veh12,6.93,0
99.0,veh6,8.32,0
99.0,veh4,20.82,1
99.0,veh5,11.11,0
99.0,veh19,6.92,0
99.0,veh14,11.1,1
99.0,veh17,7.97,0
99.0,veh18,6.93,0
99.0,veh10,6.93,0
99.0,veh9,6.93,0
99.0,veh11,4.85,0
99.0,veh7,6.15,0
99.0,veh20,6.93,0
99.0,veh15,6.94,0
99.0,veh1,6.94,0
99.0,veh2,20.82,1
99.0,veh13,15.27,1
99.0,veh16,13.71,1
99.0,veh8,13.86,1
99.0,veh3,6.92,1
