time,vehicle,speed,lane
27.0,veh17,11.09,0
27.0,veh4,20.83,0
27.0,veh19,3.46,0
27.0,veh10,6.94,1
27.0,veh6,4.15,0
27.0,veh7,5.54,0
27.0,veh12,3.47,0
27.0,veh11,9.71,0
27.0,veh2,20.82,1
27.0,veh15,13.87,1
28.0,veh20,6.94,0
28.0,veh3,6.93,0
28.0,veh1,6.92,0
28.0,veh13,15.25,0
28.0,veh8,16.46,1
28.0,veh16,16.64,1
28.0,veh9,6.93,0
28.0,veh5,11.1,0
28.0,veh14,11.1,0
28.0,veh18,13.88,0
28.0,veh10,6.93,1
28.0,veh17,11.09,0
28.0,veh4,17.99,0
28.0,veh19,3.46,0
28.0,veh6,4.15,0
28.0,veh7,5.55,0
28.0,veh12,3.46,0
28.0,veh11,9.72,0
28.0,veh2,20.82,1
28.0,veh15,13.88,1
29.0,veh20,6.94,0
29.0,veh3,6.93,0
29.0,veh1,6.94,0
29.0,veh13,15.26,0
29.0,veh8,16.51,1
29.0,veh16,16.66,1
29.0,veh9,6.93,0
29.0,veh5,11.09,0
29.0,veh14,11.1,0
29.0,veh18,13.88,0
29.0,veh10,6.93,1
29.0,veh17,11.11,0
29.0,veh19,3.46,0
29.0,veh4,15.66,1
29.0,veh6,4.16,0
29.0,veh7,5.55,0
29.0,veh12,3.46,0
29.0,veh11,9.7,0
29.0,veh2,20.81,1
29.0,veh15,13.88,1
30.0,veh20,6.94,0
30.0,veh3,6.92,0
30.0,veh1,6.93,0
30.0,veh8,16.55,1
30.0,veh16,16.64,1
30.0,veh9,6.92,0
30.0,veh5,11.1,0
30.0,veh14,11.09,0
30.0,veh18,13.87,0
30.0,veh10,6.93,1
30.0,veh13,15.27,0
30.0,veh17,11.1,0
30.0,veh19,3.46,0
30.0,veh4,18.56,1
30.0,veh6,4.16,0
30.0,veh7,5.54,0
30.0,veh12,3.47,0
30.0,veh11,4.84,0
30.0,veh15,13.88,0
30.0,veh2,20.82,1
31.0,veh20,6.94,0
31.0,veh3,6.92,0
31.0,veh1,6.92,0
31.0,veh8,16.58,1
31.0,veh9,6.93,0
31.0,veh5,11.11,0
31.0,veh14,11.11,0
31.0,veh18,13.88,0
31.0,veh10,6.93,1
31.0,veh13,15.26,0
31.0,veh16,16.66,1
31.0,veh19,3.46,0
31.0,veh4,20.81,1
31.0,veh17,11.09,0
31.0,veh6,4.16,0
31.0,veh7,5.54,0
31.0,veh12,3.46,0
31.0,veh11,4.84,0
31.0,veh15,13.89,0
31.0,veh2,20.82,1
32.0,veh20,6.93,0
32.0,veh3,6.94,0
32.0,veh1,6.93,0
32.0,veh9,6.94,0
32.0,veh5,11.1,0
32.0,veh14,11.1,0
32.0,veh18,13.89,0
32.0,veh10,6.94,1
32.0,veh13,15.27,0
32.0,veh8,16.6,1
32.0,veh16,16.66,1
32.0,veh19,3.46,0
32.0,veh4,20.82,1
32.0,veh17,11.1,0
32.0,veh6,4.6,0
32.0,veh7,5.54,0
32.0,veh12,3.46,0
32.0,veh11,4.84,0
32.0,veh15,10.38,0
32.0,veh2,20.81,1
33.0,veh20,6.93,0
33.0,veh3,6.94,0
33.0,veh1,6.94,0
33.0,veh18,13.89,0
33.0,veh9,6.92,0
33.0,veh5,11.1,0
33.0,veh14,11.11,0
33.0,veh10,6.92,1
33.0,veh13,15.26,0
33.0,veh8,16.6,1
33.0,veh16,16.64,1
33.0,veh15,6.94,0
33.0,veh19,3.46,0
33.0,veh4,20.81,1
33.0,veh17,11.11,0
33.0,veh6,7.67,0
33.0,veh7,5.54,0
33.0,veh12,3.46,0
33.0,veh11,4.84,0
33.0,veh2,20.83,1
34.0,veh20,6.93,0
34.0,veh3,6.93,0
34.0,veh1,6.92,0
34.0,veh18,13.88,0
34.0,veh9,6.93,0
34.0,veh5,11.1,0
34.0,veh14,11.09,0
34.0,veh10,6.92,1
34.0,veh13,15.26,0
34.0,veh8,16.63,1
34.0,veh16,16.65,1
34.0,veh15,6.94,0
34.0,veh19,3.46,0
34.0,veh4,20.82,1
34.0,veh17,11.11,0
34.0,veh6,8.32,0
34.0,veh7,6.36,0
34.0,veh12,3.46,0
34.0,veh11,4.86,0
34.0,veh2,20.83,1
35.0,veh20,6.93,0
35.0,veh3,6.94,0
35.0,veh1,6.93,0
35.0,veh18,13.88,0
35.0,veh9,6.93,0
35.0,veh5,11.1,0
35.0,veh14,11.11,0
35.0,veh10,6.94,1
35.0,veh13,15.25,0
35.0,veh8,16.64,1
35.0,veh16,16.65,1
35.0,veh15,6.94,0
35.0,veh19,3.47,0
35.0,veh4,20.82,1
35.0,veh17,10.19,0
35.0,veh6,8.31,0
35.0,veh7,9.35,0
35.0,veh12,3.46,0
35.0,veh11,4.84,0
35.0,veh2,20.81,1
36.0,veh20,6.92,0
36.0,veh3,6.93,0
36.0,veh1,6.92,0
36.0,veh14,11.1,0
36.0,veh18,13.87,0
36.0,veh9,6.93,0
36.0,veh5,11.09,0
36.0,veh10,6.93,1
36.0,veh13,15.25,0
36.0,veh8,16.63,1
36.0,veh16,16.65,1
36.0,veh15,6.93,0
36.0,veh2,20.82,1
36.0,veh19,3.46,0
36.0,veh4,20.82,1
36.0,veh17,9.52,0
36.0,veh6,8.32,0
36.0,veh7,11.09,0
36.0,veh12,3.46,0
36.0,veh11,4.85,0
37.0,veh20,6.93,0
37.0,veh3,6.94,0
37.0,veh1,6.93,0
37.0,veh14,11.1,0
37.0,veh18,13.88,0
37.0,veh9,6.92,0
37.0,veh5,11.1,0
37.0,veh10,6.92,1
37.0,veh13,15.27,0
37.0,veh8,16.64,1
37.0,veh16,16.65,1
37.0,veh15,6.94,0
37.0,veh2,20.83,1
37.0,veh19,3.46,0
37.0,veh4,20.82,1
37.0,veh6,8.32,0
37.0,veh7,9.61,0
37.0,veh12,5.75,0
37.0,veh11,4.84,0
37.0,veh17,11.1,1
38.0,veh20,6.94,0
38.0,veh3,6.92,0
38.0,veh1,6.92,0
38.0,veh14,11.1,0
38.0,veh18,13.87,0
38.0,veh9,6.94,0
38.0,veh5,11.1,0
38.0,veh10,6.93,1
38.0,veh8,16.63,1
38.0,veh15,6.93,0
38.0,veh2,20.83,1
38.0,veh19,3.45,0
38.0,veh4,20.82,1
38.0,veh13,15.25,0
38.0,veh6,8.32,0
38.0,veh12,6.93,0
38.0,veh11,4.86,0
38.0,veh16,16.65,1
38.0,veh17,11.1,1
38.0,veh7,9.61,1
39.0,veh20,6.94,0
39.0,veh3,6.94,0
39.0,veh1,6.93,0
39.0,veh14,11.11,0
39.0,veh18,13.87,0
39.0,veh9,6.94,0
39.0,veh5,11.09,0
39.0,veh10,6.94,1
39.0,veh8,16.65,1
39.0,veh15,6.93,0
39.0,veh2,20.83,1
39.0,veh19,5.48,0
39.0,veh4,20.82,1
39.0,veh13,15.25,0
39.0,veh6,8.32,0
39.0,veh12,6.93,0
39.0,veh11,4.85,0
39.0,veh16,16.66,1
39.0,veh17,11.09,1
39.0,veh7,11.09,1
40.0,veh20,6.94,0
40.0,veh3,6.93,0
40.0,veh1,6.94,0
40.0,veh14,11.09,0
40.0,veh18,13.88,0
40.0,veh9,6.94,0
40.0,veh5,11.1,0
40.0,veh10,6.92,1
40.0,veh15,6.93,0
40.0,veh2,20.82,1
40.0,veh19,6.93,0
40.0,veh4,20.82,1
40.0,veh13,15.26,0
40.0,veh6,8.33,0
40.0,veh12,6.94,0
40.0,veh11,4.85,0
40.0,veh8,16.63,1
40.0,veh16,16.66,1
40.0,veh17,11.1,1
40.0,veh7,11.1,1
41.0,veh20,6.93,0
41.0,veh3,6.92,0
41.0,veh1,6.94,0
41.0,veh5,11.09,0
41.0,veh14,11.11,0
41.0,veh18,13.89,0
41.0,veh9,6.94,0
41.0,veh10,6.93,1
41.0,veh15,6.93,0
41.0,veh2,20.83,1
41.0,veh19,6.92,0
41.0,veh4,20.82,1
41.0,veh13,15.27,0
41.0,veh6,8.32,0
41.0,veh12,6.92,0
41.0,veh11,7.17,0
41.0,veh8,16.64,1
41.0,veh16,16.64,1
41.0,veh17,11.11,1
41.0,veh7,11.09,1
42.0,veh20,6.93,0
42.0,veh3,6.93,0
42.0,veh1,6.94,0
42.0,veh2,20.82,1
42.0,veh5,11.11,0
42.0,veh14,11.09,0
42.0,veh9,6.93,0
42.0,veh10,6.94,1
42.0,veh11,9.7,0
42.0,veh15,6.94,0
42.0,veh18,13.88,0
42.0,veh19,6.93,0
42.0,veh4,20.83,1
42.0,veh13,15.25,0
42.0,veh6,8.32,0
42.0,veh12,6.94,0
42.0,veh8,16.64,1
42.0,veh16,16.65,1
42.0,veh17,11.1,1
42.0,veh7,11.09,1
43.0,veh20,6.93,0
43.0,veh3,6.94,0
43.0,veh2,20.82,1
43.0,veh5,11.09,0
43.0,veh14,11.1,0
43.0,veh9,6.92,0
43.0,veh10,6.93,1
43.0,veh1,6.92,0
43.0,veh11,9.71,0
43.0,veh15,6.94,0
43.0,veh18,13.87,0
43.0,veh19,6.94,0
43.0,veh4,20.82,1
43.0,veh13,15.26,0
43.0,veh6,8.32,0
43.0,veh12,6.94,0
43.0,veh8,16.66,1
43.0,veh16,16.66,1
43.0,veh17,11.09,1
43.0,veh7,11.1,1
44.0,veh20,6.94,0
44.0,veh3,6.94,0
44.0,veh2,20.82,1
44.0,veh5,11.1,0
44.0,veh14,11.1,0
44.0,veh9,6.93,0
44.0,veh10,6.93,1
44.0,veh1,6.94,0
44.0,veh11,9.7,0
44.0,veh15,9.42,0
44.0,veh18,13.88,0
44.0,veh19,6.92,0
44.0,veh4,20.81,1
44.0,veh13,15.26,0
44.0,veh6,8.33,0
44.0,veh12,6.92,0
44.0,veh8,16.65,1
44.0,veh16,16.65,1
44.0,veh17,11.11,1
44.0,veh7,11.1,1
45.0,veh20,6.94,0
45.0,veh2,20.83,1
45.0,veh5,11.09,0
45.0,veh14,11.09,0
45.0,veh9,6.94,0
45.0,veh4,20.82,1
45.0,veh10,6.93,1
45.0,veh3,6.94,0
45.0,veh1,6.94,0
45.0,veh11,9.71,0
45.0,veh15,12.5,0
45.0,veh18,13.89,0
45.0,veh19,6.94,0
45.0,veh13,15.26,0
45.0,veh6,8.32,0
45.0,veh12,6.94,0
45.0,veh8,16.65,1
45.0,veh16,16.65,1
45.0,veh17,11.09,1
45.0,veh7,11.11,1
46.0,veh20,6.92,0
46.0,veh2,20.81,1
46.0,veh5,11.1,0
46.0,veh14,11.09,0
46.0,veh9,6.94,0
46.0,veh4,20.81,1
46.0,veh10,6.93,1
46.0,veh3,6.94,0
46.0,veh1,6.93,0
46.0,veh11,9.71,0
46.0,veh15,13.88,0
46.0,veh18,13.88,0
46.0,veh19,6.94,0
46.0,veh13,15.27,0
46.0,veh6,8.33,0
46.0,veh12,6.93,0
46.0,veh8,16.66,1
46.0,veh16,16.64,1
46.0,veh17,11.09,1
46.0,veh7,11.1,1
47.0,veh20,6.93,0
47.0,veh2,20.81,1
47.0,veh5,11.09,0
47.0,veh9,6.94,0
47.0,veh4,20.81,1
47.0,veh10,6.92,1
47.0,veh3,6.93,0
47.0,veh1,6.93,0
47.0,veh11,9.72,0
47.0,veh15,13.88,0
47.0,veh14,11.1,0
47.0,veh18,13.89,0
47.0,veh19,6.93,0
47.0,veh13,14.08,0
47.0,veh6,8.33,0
47.0,veh12,6.93,0
47.0,veh8,16.35,1
47.0,veh16,16.2,1
47.0,veh17,11.1,1
47.0,veh7,11.09,1
48.0,veh15,13.89,0
48.0,veh20,6.92,0
48.0,veh2,20.82,1
48.0,veh5,11.1,0
48.0,veh10,3.46,0
48.0,veh9,6.92,0
48.0,veh4,20.83,1
48.0,veh3,6.94,0
48.0,veh1,6.92,0
48.0,veh11,9.71,0
48.0,veh14,11.09,0
48.0,veh18,13.89,0
48.0,veh19,6.94,0
48.0,veh13,12.32,0
48.0,veh6,8.31,0
48.0,veh12,6.93,0
48.0,veh7,11.1,0
48.0,veh8,15.29,1
48.0,veh16,14.79,1
48.0,veh17,11.1,1
49.0,veh15,13.87,0
49.0,veh20,6.93,0
49.0,veh2,20.83,1
49.0,veh5,11.1,0
49.0,veh10,3.46,0
49.0,veh9,4.15,0
49.0,veh4,20.82,1
49.0,veh3,6.92,0
49.0,veh1,6.93,0
49.0,veh7,11.1,0
49.0,veh11,9.71,0
49.0,veh14,11.09,0
49.0,veh18,13.88,0
49.0,veh19,6.94,0
49.0,veh13,11.02,0
49.0,veh6,8.33,0
49.0,veh12,6.93,0
49.0,veh8,14.4,1
49.0,veh16,13.7,1
49.0,veh17,11.11,1
50.0,veh15,13.88,0
50.0,veh20,3.46,0
50.0,veh2,20.82,1
50.0,veh5,11.1,0
50.0,veh10,3.47,0
50.0,veh9,3.47,0
50.0,veh4,20.82,1
50.0,veh3,6.93,0
50.0,veh1,6.93,0
50.0,veh7,11.11,0
50.0,veh11,9.7,0
50.0,veh14,11.11,0
50.0,veh18,13.88,0
50.0,veh19,6.94,0
50.0,veh13,10.1,0
50.0,veh6,8.33,0
50.0,veh12,6.93,0
50.0,veh8,13.65,1
50.0,veh16,12.92,1
50.0,veh17,11.1,1
51.0,veh15,13.88,0
51.0,veh20,3.47,0
51.0,veh2,20.82,1
51.0,veh5,11.1,0
51.0,veh10,3.46,0
51.0,veh9,3.46,0
51.0,veh4,20.83,1
51.0,veh3,6.92,0
51.0,veh1,6.93,0
51.0,veh7,11.1,0
51.0,veh11,9.71,0
51.0,veh14,11.1,0
51.0,veh18,13.87,0
51.0,veh19,6.92,0
51.0,veh13,9.47,0
51.0,veh6,8.32,0
51.0,veh12,6.93,0
51.0,veh8,13.05,1
51.0,veh16,12.35,1
51.0,veh17,11.09,1
52.0,veh15,13.88,0
52.0,veh20,3.46,0
52.0,veh2,20.83,1
52.0,veh5,11.1,0
52.0,veh10,3.46,0
52.0,veh9,3.47,0
52.0,veh4,20.82,1
52.0,veh3,6.93,0
52.0,veh1,6.93,0
52.0,veh7,11.1,0
52.0,veh11,9.72,0
52.0,veh14,11.09,0
52.0,veh18,13.88,0
52.0,veh19,6.94,0
52.0,veh13,9.06,0
52.0,veh6,8.31,0
52.0,veh12,6.92,0
52.0,veh8,12.56,1
52.0,veh16,11.95,1
52.0,veh17,11.11,1
53.0,veh15,13.88,0
53.0,veh20,3.46,0
53.0,veh2,20.82,1
53.0,veh10,3.46,0
53.0,veh9,3.45,0
53.0,veh4,20.82,1
53.0,veh3,6.93,0
53.0,veh1,6.92,0
53.0,veh12,6.93,0
53.0,veh7,11.09,0
53.0,veh11,9.7,0
53.0,veh17,11.09,1
53.0,veh5,11.09,0
53.0,veh14,11.1,0
53.0,veh18,13.87,0
53.0,veh19,6.92,0
53.0,veh13,8.79,0
53.0,veh6,8.32,0
53.0,veh8,12.19,1
53.0,veh16,11.67,1
54.0,veh15,13.88,0
54.0,veh20,3.46,0
54.0,veh10,3.47,0
54.0,veh9,3.46,0
54.0,veh4,20.83,1
54.0,veh3,6.93,0
54.0,veh1,6.94,0
54.0,veh2,20.82,1
54.0,veh12,6.94,0
54.0,veh7,11.1,0
54.0,veh11,9.7,0
54.0,veh17,11.11,1
54.0,veh5,11.1,0
54.0,veh14,11.1,0
54.0,veh18,13.87,0
54.0,veh19,6.94,0
54.0,veh13,8.61,0
54.0,veh6,8.32,0
54.0,veh8,11.91,1
54.0,veh16,11.49,1
55.0,veh11,9.7,0
55.0,veh15,13.87,0
55.0,veh20,3.46,0
55.0,veh10,3.45,0
55.0,veh9,3.45,0
55.0,veh4,20.81,1
55.0,veh3,6.94,0
55.0,veh1,6.94,0
55.0,veh2,20.82,1
55.0,veh12,6.94,0
55.0,veh7,11.1,0
55.0,veh16,11.36,1
55.0,veh17,11.1,1
55.0,veh5,11.1,0
55.0,veh14,11.11,0
55.0,veh18,13.88,0
55.0,veh19,6.94,0
55.0,veh13,8.51,0
55.0,veh6,8.33,0
55.0,veh8,11.68,1
56.0,veh11,9.7,0
56.0,veh15,13.88,0
56.0,veh10,3.47,0
56.0,veh9,3.46,0
56.0,veh4,20.81,1
56.0,veh20,3.47,0
56.0,veh3,3.49,0
56.0,veh1,3.48,0
56.0,veh2,20.82,1
56.0,veh12,6.92,0
56.0,veh7,11.1,0
56.0,veh16,11.29,1
56.0,veh17,11.09,1
56.0,veh5,11.1,0
56.0,veh14,11.1,0
56.0,veh18,13.88,0
56.0,veh19,6.93,0
56.0,veh6,8.32,0
56.0,veh13,10.29,1
56.0,veh8,11.51,1
57.0,veh11,9.72,0
57.0,veh15,13.88,0
57.0,veh4,20.83,1
57.0,veh10,3.47,0
57.0,veh9,3.45,0
57.0,veh20,3.45,0
57.0,veh3,3.46,0
57.0,veh1,3.46,0
57.0,veh2,20.81,1
57.0,veh6,8.32,0
57.0,veh12,6.93,0
57.0,veh7,11.1,0
57.0,veh8,11.41,1
57.0,veh16,11.22,1
57.0,veh17,11.09,1
57.0,veh5,11.1,0
57.0,veh14,11.11,0
57.0,veh18,13.88,0
57.0,veh19,6.93,0
57.0,veh13,11.12,1
58.0,veh11,9.71,0
58.0,veh15,13.88,0
58.0,veh4,20.83,1
58.0,veh10,3.45,0
58.0,veh9,3.46,0
58.0,veh20,3.46,0
58.0,veh3,3.46,0
58.0,veh1,3.46,0
58.0,veh2,20.82,1
58.0,veh6,8.33,0
58.0,veh12,6.92,0
58.0,veh17,11.1,0
58.0,veh7,11.1,0
58.0,veh13,11.58,1
58.0,veh8,11.98,1
58.0,veh16,12.27,1
