time_s,vehicle_id,msg_type,tx_id,sinr_dB,snr_dB,rssi_dBm,rsrp_dBm,pkt_size,distance_m,rx_ok
9.0376,veh10,CAM,3,26.7120,nan,nan,-94.5065,120.0000,171.4872,1
9.0648,veh10,CAM,7,31.9293,nan,nan,-91.4436,120.0000,98.8921,1
9.0673,veh10,CAM,8,40.0144,nan,nan,-81.2041,120.0000,81.4288,1
9.0961,veh10,CAM,9,42.6935,nan,nan,-78.5250,120.0000,44.4326,1
9.1343,veh10,CAM,2,20.6012,nan,nan,-101.0261,120.0000,167.8880,1
9.1376,veh10,CAM,3,26.6327,nan,nan,-94.5858,120.0000,173.0653,1
9.1443,veh10,CAM,6,21.3142,nan,nan,-98.7591,120.0000,107.6002,1
9.1481,veh10,CAM,5,23.6881,nan,nan,-97.5304,120.0000,141.8214,1
9.1673,veh10,CAM,8,40.0908,nan,nan,-81.1277,120.0000,80.7258,1
9.1923,veh10,CAM,4,21.5127,nan,nan,-96.5379,120.0000,154.8079,1
9.2376,veh10,CAM,3,26.5550,nan,nan,-94.6635,120.0000,174.6193,1
9.2673,veh10,CAM,8,40.1615,nan,nan,-81.0570,120.0000,80.0677,1
9.3376,veh10,CAM,3,26.4773,nan,nan,-94.7412,120.0000,176.1746,1
9.3418,veh10,CAM,5,22.7572,nan,nan,-98.4613,120.0000,143.9343,1
9.3673,veh10,CAM,8,40.2260,nan,nan,-80.9925,120.0000,79.4838,1
9.3793,veh10,CAM,7,33.3264,nan,nan,-117.9999,277.0000,98.8798,1
9.3896,veh10,CAM,4,20.4624,nan,nan,-99.2028,120.0000,156.8166,1
9.3983,veh10,CAM,9,43.0173,nan,nan,-78.2012,120.0000,44.0776,1
9.4376,veh10,CAM,3,26.3989,nan,nan,-94.8196,120.0000,177.7734,1
9.4398,veh10,CAM,6,21.1134,nan,nan,-92.8753,120.0000,109.7068,1
9.4671,veh10,CAM,8,38.5396,nan,nan,-82.6789,120.0000,78.9650,1
9.5376,veh10,CAM,3,26.3200,nan,nan,-94.8985,120.0000,179.3826,1
9.5418,veh10,CAM,5,22.6276,nan,nan,-98.5909,120.0000,146.0897,1
9.5896,veh10,CAM,4,15.7396,nan,nan,-107.9927,120.0000,158.8383,1
9.6376,veh10,CAM,3,26.2408,nan,nan,-94.9777,120.0000,181.0261,1
9.6793,veh10,CAM,7,16.5736,nan,nan,-101.2078,265.0000,99.7107,1
9.6983,veh10,CAM,9,43.0470,nan,nan,-78.1715,120.0000,43.9292,1
9.7398,veh10,CAM,6,27.1268,nan,nan,-92.4166,120.0000,112.4955,1
9.7418,veh10,CAM,5,22.4985,nan,nan,-98.7200,120.0000,148.2644,1
9.7671,veh10,CAM,8,38.6525,nan,nan,-82.5660,120.0000,77.9530,1
9.7896,veh10,CAM,4,21.1541,nan,nan,-100.7834,120.0000,160.8093,1
9.9418,veh10,CAM,5,22.3695,nan,nan,-98.8490,120.0000,150.4738,1
9.9793,veh10,CAM,7,29.0890,nan,nan,-96.5377,265.0000,101.3513,1
9.9983,veh10,CAM,9,43.0938,nan,nan,-78.1247,120.0000,43.7315,1
10.0338,veh10,CAM,3,23.3319,nan,nan,-97.8866,120.0000,187.7848,1
10.0398,veh10,CAM,6,28.7207,nan,nan,-95.0605,120.0000,115.9333,1
10.0671,veh10,CAM,8,38.6757,nan,nan,-82.5427,120.0000,77.7485,1
10.0983,veh10,CAM,9,43.1141,nan,nan,-78.1043,120.0000,43.6272,1
10.1341,veh10,CAM,2,18.1272,nan,nan,-107.5355,120.0000,174.2578,1
10.1418,veh10,CAM,5,22.2409,nan,nan,-98.9776,120.0000,152.7143,1
10.1896,veh10,CAM,4,25.0679,nan,nan,-105.9575,120.0000,164.7232,1
10.1983,veh10,CAM,9,43.1207,nan,nan,-78.0977,120.0000,43.5956,1
10.2793,veh10,CAM,7,32.3816,nan,nan,-92.3899,265.0000,103.7677,1
10.2983,veh10,CAM,9,43.1135,nan,nan,-78.1050,120.0000,43.6303,1
10.3398,veh10,CAM,6,24.0161,nan,nan,-100.3499,120.0000,119.9590,1
10.3418,veh10,CAM,5,22.1130,nan,nan,-99.1055,120.0000,154.9711,1
10.3671,veh10,CAM,8,38.6078,nan,nan,-82.6107,120.0000,78.3578,1
10.3896,veh10,CAM,4,21.7029,nan,nan,-103.8434,120.0000,166.6601,1
10.3983,veh10,CAM,9,43.0925,nan,nan,-78.1260,120.0000,43.7371,1
10.4338,veh10,CAM,3,23.0103,nan,nan,-98.2082,120.0000,194.8480,1
10.4983,veh10,CAM,9,43.0579,nan,nan,-78.1605,120.0000,43.9102,1
10.5433,veh10,CAM,5,23.0824,nan,nan,-98.1360,120.0000,157.2364,1
10.5841,veh10,CAM,7,23.7127,nan,nan,-93.3045,265.0000,106.9159,1
10.5896,veh10,CAM,4,16.4279,nan,nan,-97.1249,120.0000,168.5857,1
10.6398,veh10,CAM,6,22.7475,nan,nan,-95.8283,120.0000,124.5257,1
10.6671,veh10,CAM,8,38.4527,nan,nan,-82.7658,120.0000,79.7495,1
10.7433,veh10,CAM,5,22.9571,nan,nan,-98.2614,120.0000,159.5164,1
10.7886,veh10,CAM,4,26.8440,nan,nan,-99.6378,120.0000,170.4936,1
10.8101,veh10,CAM,9,42.7736,nan,nan,-78.4449,305.0000,44.6174,1
10.8338,veh10,CAM,3,22.6885,nan,nan,-98.5300,120.0000,202.1880,1
10.8841,veh10,CAM,7,27.3792,nan,nan,-91.7769,265.0000,110.7149,1
10.9396,veh10,CAM,6,24.9409,nan,nan,-94.2200,120.0000,129.5654,1
10.9691,veh10,CAM,8,39.1198,nan,nan,-82.0987,120.0000,81.9076,1
10.9886,veh10,CAM,4,21.7449,nan,nan,-99.9946,120.0000,172.3897,1
11.0433,veh10,CAM,5,22.7721,nan,nan,-98.4464,120.0000,162.9443,1
11.0691,veh10,CAM,8,38.7975,nan,nan,-82.4210,120.0000,84.9892,1
11.1101,veh10,CAM,9,42.4846,nan,nan,-93.8574,293.0000,46.1553,1
11.1398,veh10,CAM,2,12.6243,nan,nan,-113.7055,120.0000,181.8285,1
11.1691,veh10,CAM,8,38.7604,nan,nan,-82.4581,120.0000,85.3480,1
11.1841,veh10,CAM,7,25.5975,nan,nan,-94.0740,293.0000,115.1151,1
11.2338,veh10,CAM,3,22.3903,nan,nan,-98.8282,120.0000,209.2328,1
11.2396,veh10,CAM,6,22.7707,nan,nan,-106.8718,120.0000,134.4658,1
11.2691,veh10,CAM,8,38.7944,nan,nan,-82.4241,120.0000,85.0007,1
11.2886,veh10,CAM,4,19.1684,nan,nan,-96.2131,120.0000,174.0566,1
11.3396,veh10,CAM,6,20.6385,nan,nan,-97.8089,120.0000,135.0816,1
11.3433,veh10,CAM,5,22.7595,nan,nan,-98.4590,120.0000,163.1527,1
11.3691,veh10,CAM,8,38.8491,nan,nan,-82.3694,120.0000,84.4666,1
11.3841,veh10,CAM,7,27.6653,nan,nan,-97.5427,305.0000,115.8906,1
11.4101,veh10,CAM,9,42.3875,nan,nan,-91.5536,293.0000,46.6106,1
11.4396,veh10,CAM,6,23.6644,nan,nan,-96.2809,120.0000,135.6909,1
11.4703,veh10,CAM,8,38.0014,nan,nan,-83.2171,120.0000,83.8757,1
11.5396,veh10,CAM,6,22.5196,nan,nan,-97.6150,120.0000,136.2970,1
11.5433,veh10,CAM,5,22.7495,nan,nan,-98.4690,120.0000,163.3231,1
11.5703,veh10,CAM,8,38.0417,nan,nan,-83.1768,120.0000,83.4684,1
11.5736,veh10,CAM,7,29.3421,nan,nan,-100.8197,293.0000,116.7530,1
11.5886,veh10,CAM,4,26.3809,nan,nan,-96.4371,120.0000,173.2164,1
11.6396,veh10,CAM,6,24.3457,nan,nan,-106.3690,120.0000,136.9057,1
11.6431,veh10,CAM,3,24.1885,nan,nan,-97.0300,120.0000,212.2440,1
11.6703,veh10,CAM,8,38.0749,nan,nan,-83.1435,120.0000,83.1406,1
11.7071,veh10,CAM,9,42.2223,nan,nan,-78.9962,293.0000,46.8056,1
11.7396,veh10,CAM,6,20.6716,nan,nan,-97.0795,120.0000,137.5017,1
11.7433,veh10,CAM,5,22.7288,nan,nan,-98.4897,120.0000,163.6945,1
11.7736,veh10,CAM,7,22.3922,nan,nan,-94.3734,293.0000,117.6069,1
11.8396,veh10,CAM,6,13.4641,nan,nan,-97.2440,120.0000,138.0902,1
11.9383,veh10,CAM,5,21.6029,nan,nan,-99.6156,120.0000,164.3114,1
11.9543,veh10,CAM,6,23.7669,nan,nan,-98.5067,120.0000,138.5746,1
11.9703,veh10,CAM,8,38.1301,nan,nan,-83.0884,120.0000,82.5814,1
11.9736,veh10,CAM,7,29.5382,nan,nan,-104.2238,293.0000,118.5145,1
12.0431,veh10,CAM,3,24.0530,nan,nan,-97.1654,120.0000,215.5626,1
12.0543,veh10,CAM,6,28.1872,nan,nan,-97.4902,120.0000,139.1694,1
12.1071,veh10,CAM,9,42.4151,nan,nan,-78.8034,265.0000,44.3613,1
12.1071,veh10,CAM,9,42.5028,nan,nan,-78.7157,293.0000,45.4128,1
12.1323,veh10,CAM,2,13.1670,nan,nan,-103.5551,120.0000,179.0503,1
12.1383,veh10,CAM,5,21.5609,nan,nan,-99.6576,120.0000,165.0978,1
12.1543,veh10,CAM,6,26.7659,nan,nan,-94.6361,120.0000,139.7952,1
12.1733,veh10,CAM,7,23.5447,nan,nan,-94.7367,293.0000,119.5436,1
12.2051,veh10,CAM,9,42.7360,nan,nan,-78.4825,293.0000,44.9986,1
12.2543,veh10,CAM,6,22.1410,nan,nan,-98.0473,120.0000,140.4588,1
12.2703,veh10,CAM,8,38.1169,nan,nan,-83.1016,120.0000,82.6688,1
12.3051,veh10,CAM,9,42.7999,nan,nan,-78.4186,293.0000,44.6604,1
12.3383,veh10,CAM,5,21.5080,nan,nan,-99.7105,120.0000,166.0968,1
12.3671,veh10,CAM,4,21.7652,nan,nan,-98.6565,120.0000,174.3941,1
12.3733,veh10,CAM,7,20.0590,nan,nan,-97.5054,305.0000,120.7306,1
12.3871,veh10,CAM,4,23.7388,nan,nan,-96.5924,120.0000,177.0119,1
12.4051,veh10,CAM,9,42.8509,nan,nan,-78.3676,293.0000,44.3792,1
12.4491,veh10,CAM,3,23.9091,nan,nan,-97.3094,120.0000,219.1482,1
12.4848,veh10,CAM,11,42.3204,nan,nan,-78.8981,120.0000,44.2797,1
12.4871,veh10,CAM,4,26.1009,nan,nan,-99.0905,120.0000,179.3827,1
12.5051,veh10,CAM,9,42.8887,nan,nan,-78.3298,293.0000,44.1779,1
12.5663,veh10,CAM,8,39.7828,nan,nan,-81.4357,120.0000,83.4928,1
12.5733,veh10,CAM,7,25.9947,nan,nan,-100.1739,293.0000,122.0774,1
12.5903,veh10,CAM,4,22.6165,nan,nan,-93.9114,120.0000,181.7153,1
12.6383,veh10,CAM,5,21.4443,nan,nan,-99.7742,120.0000,167.0803,1
12.6418,veh10,CAM,6,20.8285,nan,nan,-101.9966,120.0000,143.5201,1
12.6903,veh10,CAM,4,16.4476,nan,nan,-94.5882,120.0000,184.0366,1
12.7818,veh10,CAM,11,44.2552,nan,nan,-76.9633,120.0000,44.2288,1
12.7903,veh10,CAM,4,26.0984,nan,nan,-104.1663,120.0000,186.3292,1
12.8051,veh10,CAM,9,42.9194,nan,nan,-78.2991,305.0000,43.9891,1
12.8383,veh10,CAM,5,21.3700,nan,nan,-99.8485,120.0000,168.5467,1
12.8491,veh10,CAM,3,23.7575,nan,nan,-97.4610,120.0000,223.0012,1
12.8663,veh10,CAM,8,39.6487,nan,nan,-81.5698,120.0000,84.7651,1
12.8903,veh10,CAM,4,25.2073,nan,nan,-111.6595,120.0000,188.3247,1
12.9733,veh10,CAM,7,30.8045,nan,nan,-91.6205,293.0000,124.6031,1
12.9903,veh10,CAM,4,21.0901,nan,nan,-98.2828,120.0000,190.0001,1
13.0383,veh10,CAM,5,21.3101,nan,nan,-99.9084,120.0000,169.1956,1
13.0418,veh10,CAM,6,21.7032,nan,nan,-98.6801,120.0000,146.1048,1
13.0818,veh10,CAM,11,44.3240,nan,nan,-76.8945,120.0000,43.8863,1
13.0903,veh10,CAM,4,20.2384,nan,nan,-96.5196,120.0000,191.6336,1
13.1053,veh10,CAM,9,43.1047,nan,nan,-78.1138,293.0000,43.6691,1
13.1328,veh10,CAM,2,20.6550,nan,nan,-105.1590,120.0000,175.3223,1
13.1663,veh10,CAM,8,39.5957,nan,nan,-81.6228,120.0000,85.2668,1
13.1903,veh10,CAM,4,22.3186,nan,nan,-99.8414,120.0000,193.2334,1
13.2311,veh10,CAM,3,24.3491,nan,nan,-96.8694,120.0000,224.9192,1
13.2383,veh10,CAM,5,21.2713,nan,nan,-99.9472,120.0000,169.9809,1
13.2733,veh10,CAM,7,29.8102,nan,nan,-98.3286,293.0000,125.8311,1
13.2866,veh10,CAM,4,23.4203,nan,nan,-102.5507,120.0000,194.8526,1
13.3418,veh10,CAM,6,20.8017,nan,nan,-107.6291,120.0000,147.6345,1
13.3818,veh10,CAM,11,44.3065,nan,nan,-76.9120,120.0000,43.9755,1
13.3866,veh10,CAM,4,21.0525,nan,nan,-104.7195,120.0000,196.3660,1
13.4053,veh10,CAM,9,43.1172,nan,nan,-78.1013,265.0000,43.5862,1
13.4148,veh10,CAM,5,21.6541,nan,nan,-99.5644,120.0000,171.0940,1
13.4311,veh10,CAM,3,24.3053,nan,nan,-96.9132,120.0000,226.0533,1
13.4738,veh10,CAM,8,38.6524,nan,nan,-82.5661,120.0000,86.0937,1
13.4866,veh10,CAM,4,19.2464,nan,nan,-99.4251,120.0000,197.8357,1
13.5548,veh10,CAM,5,21.5940,nan,nan,-99.6244,120.0000,172.6561,1
13.5741,veh10,CAM,7,20.7902,nan,nan,-95.7165,293.0000,127.4102,1
13.5866,veh10,CAM,4,15.8088,nan,nan,-100.7132,120.0000,199.2654,1
13.6311,veh10,CAM,3,24.2545,nan,nan,-96.9640,120.0000,227.3693,1
13.6418,veh10,CAM,6,19.1048,nan,nan,-94.0870,120.0000,149.5264,1
13.6751,veh10,CAM,11,43.0256,nan,nan,-78.1929,120.0000,44.5316,1
13.6866,veh10,CAM,4,21.3448,nan,nan,-98.6556,120.0000,200.6522,1
13.7006,veh10,CAM,9,43.0314,nan,nan,-78.1870,120.0000,43.8281,1
13.7548,veh10,CAM,5,21.5242,nan,nan,-99.6943,120.0000,174.0373,1
13.7738,veh10,CAM,8,38.5138,nan,nan,-82.7047,120.0000,87.4638,1
13.7866,veh10,CAM,4,21.9781,nan,nan,-97.0550,120.0000,201.9951,1
13.8311,veh10,CAM,3,24.1969,nan,nan,-97.0216,120.0000,228.8693,1
13.8741,veh10,CAM,7,29.2480,nan,nan,-98.9858,293.0000,129.3559,1
13.8866,veh10,CAM,4,12.5196,nan,nan,-103.2732,120.0000,203.2956,1
13.9391,veh10,CAM,6,22.9659,nan,nan,-100.8691,120.0000,151.8715,1
13.9548,veh10,CAM,5,21.4446,nan,nan,-99.7738,120.0000,175.6195,1
13.9751,veh10,CAM,11,42.7794,nan,nan,-78.4390,120.0000,45.8151,1
13.9868,veh10,CAM,4,19.5149,nan,nan,-96.7802,120.0000,204.5411,1
14.0006,veh10,CAM,9,42.2025,nan,nan,-79.0160,120.0000,44.3991,1
14.0311,veh10,CAM,3,24.1326,nan,nan,-97.0859,120.0000,230.5611,1
14.0738,veh10,CAM,8,38.3383,nan,nan,-82.8802,120.0000,89.2298,1
