time_s,vehicle_id,msg_type,tx_id,sinr_dB,snr_dB,rssi_dBm,rsrp_dBm,pkt_size,distance_m,rx_ok
3.0991,veh8,CAM,4,13.4396,nan,nan,-110.1963,308.0000,99.2559,1
3.1276,veh8,CAM,2,25.4893,nan,nan,-97.9407,120.0000,118.3787,1
3.1331,veh8,CAM,3,31.5328,nan,nan,-89.6857,120.0000,103.1353,1
3.1426,veh8,CAM,5,18.2475,nan,nan,-111.4084,120.0000,90.0416,1
3.1481,veh8,CAM,6,29.1808,nan,nan,-92.0377,120.0000,65.9893,1
3.1991,veh8,CAM,4,14.7235,nan,nan,-106.8448,308.0000,98.8539,1
3.2811,veh8,CAM,7,40.1865,nan,nan,-81.0319,293.0000,47.0185,1
3.2991,veh8,CAM,4,12.9550,nan,nan,-105.6858,308.0000,98.5642,1
3.3253,veh8,CAM,3,33.4767,nan,nan,-87.7418,120.0000,103.8710,1
3.3276,veh8,CAM,2,26.2298,nan,nan,-92.4688,120.0000,121.2391,1
3.3426,veh8,CAM,5,15.3065,nan,nan,-110.6613,120.0000,90.2814,1
3.4181,veh8,CAM,4,7.2272,nan,nan,-109.0519,308.0000,98.2785,1
3.4481,veh8,CAM,6,29.1846,nan,nan,-92.0339,120.0000,65.9624,1
3.5253,veh8,CAM,3,33.3779,nan,nan,-87.8406,120.0000,105.0436,1
3.5276,veh8,CAM,2,16.3943,nan,nan,-93.7001,120.0000,124.4922,1
3.5426,veh8,CAM,5,23.1793,nan,nan,-100.3096,120.0000,90.9422,1
3.5811,veh8,CAM,7,40.2255,nan,nan,-80.9930,265.0000,46.8037,1
3.5991,veh8,CAM,4,14.7846,nan,nan,-105.7783,308.0000,98.4192,1
3.7253,veh8,CAM,3,33.2414,nan,nan,-87.9771,120.0000,106.6841,1
3.7276,veh8,CAM,2,27.0465,nan,nan,-93.7731,120.0000,128.1175,1
3.7426,veh8,CAM,5,15.7638,nan,nan,-102.0986,120.0000,94.1773,1
3.7481,veh8,CAM,6,29.1412,nan,nan,-92.0773,120.0000,66.2964,1
3.7811,veh8,CAM,7,40.2968,nan,nan,-80.9217,293.0000,46.4761,1
3.8416,veh8,CAM,5,19.3158,nan,nan,-101.9377,120.0000,93.8976,1
3.8811,veh8,CAM,7,40.3315,nan,nan,-80.8869,293.0000,46.2874,1
3.9251,veh8,CAM,2,25.6199,nan,nan,-99.1251,120.0000,132.0739,1
