time_s,vehicle_id,msg_type,tx_id,sinr_dB,snr_dB,rssi_dBm,rsrp_dBm,pkt_size,distance_m,rx_ok
12.0071,veh11,CAM,9,30.9544,nan,nan,-90.7304,265.0000,81.7985,1
12.0431,veh11,CAM,3,25.0622,nan,nan,-96.1563,120.0000,199.3637,1
12.0543,veh11,CAM,6,26.7979,nan,nan,-94.4206,120.0000,133.3651,1
12.1071,veh11,CAM,9,33.1284,nan,nan,-92.3343,293.0000,81.0534,1
12.1323,veh11,CAM,2,30.0615,nan,nan,-91.1570,120.0000,168.0684,1
12.1383,veh11,CAM,5,17.2949,nan,nan,-103.9236,120.0000,155.1992,1
12.1543,veh11,CAM,6,26.7240,nan,nan,-94.4945,120.0000,134.4921,1
12.1733,veh11,CAM,7,18.4736,nan,nan,-92.5011,293.0000,119.3793,1
12.1816,veh11,CAM,10,42.2562,nan,nan,-78.9623,120.0000,44.3141,1
12.1871,veh11,CAM,4,23.1623,nan,nan,-98.0562,120.0000,162.5279,1
12.2051,veh11,CAM,9,34.1460,nan,nan,-88.4304,293.0000,80.3509,1
12.2543,veh11,CAM,6,26.6474,nan,nan,-94.5711,120.0000,135.6713,1
12.2703,veh11,CAM,8,35.2831,nan,nan,-85.9354,120.0000,98.0713,1
12.2871,veh11,CAM,4,23.0093,nan,nan,-98.2092,120.0000,165.4022,1
12.3051,veh11,CAM,9,29.4069,nan,nan,-94.2346,293.0000,79.7202,1
12.3383,veh11,CAM,5,17.1609,nan,nan,-104.0576,120.0000,157.5962,1
12.3733,veh11,CAM,7,29.5736,nan,nan,-102.7467,305.0000,121.2730,1
12.3871,veh11,CAM,4,22.8581,nan,nan,-98.3604,120.0000,168.3077,1
12.4051,veh11,CAM,9,23.8622,nan,nan,-89.9647,293.0000,79.1434,1
12.4331,veh11,CAM,3,11.2447,nan,nan,-91.5963,120.0000,206.1333,1
12.4716,veh11,CAM,10,44.3868,nan,nan,-76.8317,120.0000,44.1482,1
12.4871,veh11,CAM,4,22.7092,nan,nan,-98.5093,120.0000,171.2137,1
12.5051,veh11,CAM,9,26.8307,nan,nan,-96.4712,293.0000,78.6601,1
12.5383,veh11,CAM,5,17.0162,nan,nan,-104.2023,120.0000,160.2269,1
12.5663,veh11,CAM,8,34.6285,nan,nan,-86.5900,120.0000,98.4587,1
12.5733,veh11,CAM,7,29.9371,nan,nan,-100.8983,293.0000,123.3937,1
12.5903,veh11,CAM,4,22.5483,nan,nan,-98.6702,120.0000,174.1907,1
12.6418,veh11,CAM,6,26.5100,nan,nan,-94.7085,120.0000,140.8486,1
12.6903,veh11,CAM,4,22.4049,nan,nan,-98.8136,120.0000,177.0941,1
12.7383,veh11,CAM,5,16.8624,nan,nan,-104.3561,120.0000,163.0771,1
12.7716,veh11,CAM,10,44.4002,nan,nan,-76.8183,120.0000,44.0885,1
12.7903,veh11,CAM,4,22.2643,nan,nan,-98.9542,120.0000,179.9889,1
12.8051,veh11,CAM,9,32.9389,nan,nan,-87.6786,305.0000,77.7259,1
