time_ms,imsi,rnti,frame,subframe,slot,sym_start,sym_len,rb_start,rb_len,priority,mcs,tb_size_bytes,reservation_period_ms,total_subchannels,start_subchannel,length_subchannel,max_num_per_reserve,gap_retx1,gap_retx2
13270.5000,3,3,1327,0,2,0,1,10,10,7,14,308,20,5,1,1,3,7,8
13273.2500,3,3,1327,3,1,0,1,20,10,7,14,308,20,5,2,1,3,13,255
13304.0000,2,2,1330,4,0,0,1,0,10,7,14,308,20,5,0,1,3,11,43
13315.5000,2,2,1331,5,2,0,1,30,10,7,14,308,20,5,3,1,3,20,255
13404.0000,2,2,1340,4,0,0,1,0,10,7,14,308,20,5,0,1,3,11,43
13415.5000,2,2,1341,5,2,0,1,30,10,7,14,308,20,5,3,1,3,20,255
13512.7500,1,1,1351,2,3,0,1,30,10,7,14,308,20,5,3,1,3,9,17
13518.5000,1,1,1351,8,2,0,1,10,10,7,14,308,20,5,1,1,3,35,255
13570.5000,3,3,1357,0,2,0,1,10,10,7,14,308,20,5,1,1,3,7,8
13573.2500,3,3,1357,3,1,0,1,20,10,7,14,308,20,5,2,1,3,13,255
13612.7500,1,1,1361,2,3,0,1,30,10,7,14,308,20,5,3,1,3,9,17
13618.5000,1,1,1361,8,2,0,1,10,10,7,14,308,20,5,1,1,3,35,255
13706.7500,2,2,1370,6,3,0,1,30,10,7,14,308,20,5,3,1,3,15,32
13712.7500,1,1,1371,2,3,0,1,30,10,7,14,308,20,5,3,1,3,9,17
13716.2500,2,2,1371,6,1,0,1,0,10,7,14,308,20,5,0,1,3,4,255
13718.5000,1,1,1371,8,2,0,1,10,10,7,14,308,20,5,1,1,3,35,255
13812.7500,1,1,1381,2,3,0,1,30,10,7,14,308,20,5,3,1,3,9,17
13818.5000,1,1,1381,8,2,0,1,10,10,7,14,308,20,5,1,1,3,35,255
13870.5000,3,3,1387,0,2,0,1,10,10,7,14,308,20,5,1,1,3,7,8
13873.2500,3,3,1387,3,1,0,1,20,10,7,14,308,20,5,2,1,3,13,255
13912.7500,1,1,1391,2,3,0,1,30,10,7,14,308,20,5,3,1,3,9,17
13918.5000,1,1,1391,8,2,0,1,10,10,7,14,308,20,5,1,1,3,35,255
14006.7500,2,2,1400,6,3,0,1,30,10,7,14,308,20,5,3,1,3,15,32
14012.7500,1,1,1401,2,3,0,1,30,10,7,14,308,20,5,3,1,3,9,17
14016.2500,2,2,1401,6,1,0,1,0,10,7,14,308,20,5,0,1,3,4,255
14018.5000,1,1,1401,8,2,0,1,10,10,7,14,308,20,5,1,1,3,35,255
14111.0000,1,1,1411,1,0,0,1,30,10,7,14,308,20,5,3,1,3,29,39
14124.5000,1,1,1412,4,2,0,1,30,10,7,14,308,20,5,3,1,3,11,255
14161.7500,3,3,1416,1,3,0,1,20,10,7,14,308,20,5,2,1,3,24,27
14176.2500,3,3,1417,6,1,0,1,40,10,7,14,308,20,5,4,1,3,3,255
14211.0000,1,1,1421,1,0,0,1,30,10,7,14,308,20,5,3,1,3,29,39
14224.5000,1,1,1422,4,2,0,1,30,10,7,14,308,20,5,3,1,3,11,255
14306.7500,2,2,1430,6,3,0,1,30,10,7,14,308,20,5,3,1,3,15,32
14311.0000,1,1,1431,1,0,0,1,30,10,7,14,308,20,5,3,1,3,29,39
14316.2500,2,2,1431,6,1,0,1,0,10,7,14,308,20,5,0,1,3,4,255
14324.5000,1,1,1432,4,2,0,1,30,10,7,14,308,20,5,3,1,3,11,255
14411.0000,1,1,1441,1,0,0,1,30,10,7,14,308,20,5,3,1,3,29,39
14424.5000,1,1,1442,4,2,0,1,30,10,7,14,308,20,5,3,1,3,11,255
14461.7500,3,3,1446,1,3,0,1,20,10,7,14,308,20,5,2,1,3,24,27
14476.2500,3,3,1447,6,1,0,1,40,10,7,14,308,20,5,4,1,3,3,255
14511.0000,1,1,1451,1,0,0,1,30,10,7,14,308,20,5,3,1,3,29,39
14524.5000,1,1,1452,4,2,0,1,30,10,7,14,308,20,5,3,1,3,11,255
14602.5000,2,2,1460,2,2,0,1,40,10,7,14,308,20,5,4,1,3,8,10
14606.0000,2,2,1460,6,0,0,1,30,10,7,14,308,20,5,3,1,3,20,255
14611.0000,1,1,1461,1,0,0,1,30,10,7,14,308,20,5,3,1,3,29,39
14624.5000,1,1,1462,4,2,0,1,30,10,7,14,308,20,5,3,1,3,11,255
14711.0000,1,1,1471,1,0,0,1,30,10,7,14,308,20,5,3,1,3,29,39
14724.5000,1,1,1472,4,2,0,1,30,10,7,14,308,20,5,3,1,3,11,255
14761.7500,3,3,1476,1,3,0,1,20,10,7,14,308,20,5,2,1,3,24,27
14776.2500,3,3,1477,6,1,0,1,40,10,7,14,308,20,5,4,1,3,3,255
14811.0000,1,1,1481,1,0,0,1,30,10,7,14,308,20,5,3,1,3,29,39
14824.5000,1,1,1482,4,2,0,1,30,10,7,14,308,20,5,3,1,3,11,255
14857.7500,3,3,1485,7,3,0,1,0,10,7,14,308,20,5,0,1,3,2,17
14862.2500,3,3,1486,2,1,0,1,30,10,7,14,308,20,5,3,1,3,8,255
14902.5000,2,2,1490,2,2,0,1,40,10,7,14,308,20,5,4,1,3,8,10
14906.0000,2,2,1490,6,0,0,1,30,10,7,14,308,20,5,3,1,3,20,255
14911.0000,1,1,1491,1,0,0,1,30,10,7,14,308,20,5,3,1,3,29,39
14924.5000,1,1,1492,4,2,0,1,30,10,7,14,308,20,5,3,1,3,11,255
14957.7500,3,3,1495,7,3,0,1,0,10,7,14,308,20,5,0,1,3,2,17
14962.2500,3,3,1496,2,1,0,1,30,10,7,14,308,20,5,3,1,3,8,255
15009.2500,1,1,1500,9,1,0,1,30,10,7,14,308,20,5,3,1,3,1,20
15016.0000,1,1,1501,6,0,0,1,0,10,7,14,308,20,5,0,1,3,35,255
15057.7500,3,3,1505,7,3,0,1,0,10,7,14,308,20,5,0,1,3,2,17
15062.2500,3,3,1506,2,1,0,1,30,10,7,14,308,20,5,3,1,3,8,255
15109.2500,1,1,1510,9,1,0,1,30,10,7,14,308,20,5,3,1,3,1,20
15116.0000,1,1,1511,6,0,0,1,0,10,7,14,308,20,5,0,1,3,35,255
15157.7500,3,3,1515,7,3,0,1,0,10,7,14,308,20,5,0,1,3,2,17
15162.2500,3,3,1516,2,1,0,1,30,10,7,14,308,20,5,3,1,3,8,255
15202.5000,2,2,1520,2,2,0,1,40,10,7,14,308,20,5,4,1,3,8,10
15206.0000,2,2,1520,6,0,0,1,30,10,7,14,308,20,5,3,1,3,20,255
15209.2500,1,1,1520,9,1,0,1,30,10,7,14,308,20,5,3,1,3,1,20
15216.0000,1,1,1521,6,0,0,1,0,10,7,14,308,20,5,0,1,3,35,255
15257.7500,3,3,1525,7,3,0,1,0,10,7,14,308,20,5,0,1,3,2,17
15262.2500,3,3,1526,2,1,0,1,30,10,7,14,308,20,5,3,1,3,8,255
15309.2500,1,1,1530,9,1,0,1,30,10,7,14,308,20,5,3,1,3,1,20
15316.0000,1,1,1531,6,0,0,1,0,10,7,14,308,20,5,0,1,3,35,255
15357.7500,3,3,1535,7,3,0,1,0,10,7,14,308,20,5,0,1,3,2,17
15362.2500,3,3,1536,2,1,0,1,30,10,7,14,308,20,5,3,1,3,8,255
15409.2500,1,1,1540,9,1,0,1,30,10,7,14,308,20,5,3,1,3,1,20
15416.0000,1,1,1541,6,0,0,1,0,10,7,14,308,20,5,0,1,3,35,255
15467.0000,3,3,1546,7,0,0,1,0,10,7,14,308,20,5,0,1,3,5,52
15480.5000,3,3,1548,0,2,0,1,30,10,7,14,308,20,5,3,1,3,5,255
15509.2500,1,1,1550,9,1,0,1,30,10,7,14,308,20,5,3,1,3,1,20
15516.0000,1,1,1551,6,0,0,1,0,10,7,14,308,20,5,0,1,3,35,255
15517.7500,2,2,1551,7,3,0,1,0,10,7,14,308,20,5,0,1,3,16,32
15527.7500,2,2,1552,7,3,0,1,40,10,7,14,308,20,5,4,1,3,10,255
15609.2500,1,1,1560,9,1,0,1,30,10,7,14,308,20,5,3,1,3,1,20
15616.0000,1,1,1561,6,0,0,1,0,10,7,14,308,20,5,0,1,3,35,255
15709.2500,1,1,1570,9,1,0,1,30,10,7,14,308,20,5,3,1,3,1,20
15716.0000,1,1,1571,6,0,0,1,0,10,7,14,308,20,5,0,1,3,35,255
15767.0000,3,3,1576,7,0,0,1,0,10,7,14,308,20,5,0,1,3,5,52
15780.5000,3,3,1578,0,2,0,1,30,10,7,14,308,20,5,3,1,3,5,255
15817.7500,2,2,1581,7,3,0,1,0,10,7,14,308,20,5,0,1,3,16,32
15827.7500,2,2,1582,7,3,0,1,40,10,7,14,308,20,5,4,1,3,10,255
16006.2500,1,1,1600,6,1,0,1,20,10,7,14,308,20,5,2,1,3,23,45
16019.7500,1,1,1601,9,3,0,1,40,10,7,14,308,20,5,4,1,3,11,255
16067.0000,3,3,1606,7,0,0,1,0,10,7,14,308,20,5,0,1,3,5,52
16080.5000,3,3,1608,0,2,0,1,30,10,7,14,308,20,5,3,1,3,5,255
16117.7500,2,2,1611,7,3,0,1,0,10,7,14,308,20,5,0,1,3,16,32
16127.7500,2,2,1612,7,3,0,1,40,10,7,14,308,20,5,4,1,3,10,255
16206.2500,1,1,1620,6,1,0,1,20,10,7,14,308,20,5,2,1,3,23,45
16219.7500,1,1,1621,9,3,0,1,40,10,7,14,308,20,5,4,1,3,11,255
16363.5000,3,3,1636,3,2,0,1,30,10,7,14,308,20,5,3,1,3,9,13
16367.7500,3,3,1636,7,3,0,1,10,10,7,14,308,20,5,1,1,3,37,255
16406.2500,1,1,1640,6,1,0,1,20,10,7,14,308,20,5,2,1,3,23,45
16413.2500,2,2,1641,3,1,0,1,40,10,7,14,308,20,5,4,1,3,8,20
16419.7500,1,1,1641,9,3,0,1,40,10,7,14,308,20,5,4,1,3,11,255
16423.0000,2,2,1642,3,0,0,1,10,10,7,14,308,20,5,1,1,3,15,255
16506.2500,1,1,1650,6,1,0,1,20,10,7,14,308,20,5,2,1,3,23,45
16519.7500,1,1,1651,9,3,0,1,40,10,7,14,308,20,5,4,1,3,11,255
16606.2500,1,1,1660,6,1,0,1,20,10,7,14,308,20,5,2,1,3,23,45
16619.7500,1,1,1661,9,3,0,1,40,10,7,14,308,20,5,4,1,3,11,255
16663.5000,3,3,1666,3,2,0,1,30,10,7,14,308,20,5,3,1,3,9,13
16667.7500,3,3,1666,7,3,0,1,10,10,7,14,308,20,5,1,1,3,37,255
16706.2500,1,1,1670,6,1,0,1,20,10,7,14,308,20,5,2,1,3,23,45
16713.2500,2,2,1671,3,1,0,1,40,10,7,14,308,20,5,4,1,3,8,20
16719.7500,1,1,1671,9,3,0,1,40,10,7,14,308,20,5,4,1,3,11,255
16723.0000,2,2,1672,3,0,0,1,10,10,7,14,308,20,5,1,1,3,15,255
16806.2500,1,1,1680,6,1,0,1,20,10,7,14,308,20,5,2,1,3,23,45
16819.7500,1,1,1681,9,3,0,1,40,10,7,14,308,20,5,4,1,3,11,255
16906.2500,1,1,1690,6,1,0,1,20,10,7,14,308,20,5,2,1,3,23,45
16919.7500,1,1,1691,9,3,0,1,40,10,7,14,308,20,5,4,1,3,11,255
16963.5000,3,3,1696,3,2,0,1,30,10,7,14,308,20,5,3,1,3,9,13
16967.7500,3,3,1696,7,3,0,1,10,10,7,14,308,20,5,1,1,3,37,255
17006.2500,1,1,1700,6,1,0,1,20,10,7,14,308,20,5,2,1,3,23,45
17013.2500,2,2,1701,3,1,0,1,40,10,7,14,308,20,5,4,1,3,8,20
17019.7500,1,1,1701,9,3,0,1,40,10,7,14,308,20,5,4,1,3,11,255
17023.0000,2,2,1702,3,0,0,1,10,10,7,14,308,20,5,1,1,3,15,255
17106.2500,1,1,1710,6,1,0,1,20,10,7,14,308,20,5,2,1,3,23,45
17119.7500,1,1,1711,9,3,0,1,40,10,7,14,308,20,5,4,1,3,11,255
17209.2500,1,1,1720,9,1,0,1,30,10,7,14,308,20,5,3,1,3,5,21
17215.0000,1,1,1721,5,0,0,1,10,10,7,14,308,20,5,1,1,3,14,255
17259.2500,3,3,1725,9,1,0,1,10,10,7,14,308,20,5,1,1,3,12,13
17265.7500,3,3,1726,5,3,0,1,40,10,7,14,308,20,5,4,1,3,28,255
17308.5000,2,2,1730,8,2,0,1,20,10,7,14,308,20,5,2,1,3,6,19
17309.2500,1,1,1730,9,1,0,1,30,10,7,14,308,20,5,3,1,3,5,21
17315.0000,1,1,1731,5,0,0,1,10,10,7,14,308,20,5,1,1,3,14,255
17316.5000,2,2,1731,6,2,0,1,10,10,7,14,308,20,5,1,1,3,25,255
17409.2500,1,1,1740,9,1,0,1,30,10,7,14,308,20,5,3,1,3,5,21
17415.0000,1,1,1741,5,0,0,1,10,10,7,14,308,20,5,1,1,3,14,255
17509.2500,1,1,1750,9,1,0,1,30,10,7,14,308,20,5,3,1,3,5,21
17515.0000,1,1,1751,5,0,0,1,10,10,7,14,308,20,5,1,1,3,14,255
17559.2500,3,3,1755,9,1,0,1,10,10,7,14,308,20,5,1,1,3,12,13
17565.7500,3,3,1756,5,3,0,1,40,10,7,14,308,20,5,4,1,3,28,255
17608.5000,2,2,1760,8,2,0,1,20,10,7,14,308,20,5,2,1,3,6,19
17609.2500,1,1,1760,9,1,0,1,30,10,7,14,308,20,5,3,1,3,5,21
17615.0000,1,1,1761,5,0,0,1,10,10,7,14,308,20,5,1,1,3,14,255
17616.5000,2,2,1761,6,2,0,1,10,10,7,14,308,20,5,1,1,3,25,255
17709.2500,1,1,1770,9,1,0,1,30,10,7,14,308,20,5,3,1,3,5,21
17715.0000,1,1,1771,5,0,0,1,10,10,7,14,308,20,5,1,1,3,14,255
17809.2500,1,1,1780,9,1,0,1,30,10,7,14,308,20,5,3,1,3,5,21
17815.0000,1,1,1781,5,0,0,1,10,10,7,14,308,20,5,1,1,3,14,255
17859.2500,3,3,1785,9,1,0,1,10,10,7,14,308,20,5,1,1,3,12,13
17865.7500,3,3,1786,5,3,0,1,40,10,7,14,308,20,5,4,1,3,28,255
17904.7500,2,2,1790,4,3,0,1,30,10,7,14,308,20,5,3,1,3,22,25
17909.2500,1,1,1790,9,1,0,1,30,10,7,14,308,20,5,3,1,3,5,21
17913.7500,2,2,1791,3,3,0,1,0,10,7,14,308,20,5,0,1,3,32,255
17915.0000,1,1,1791,5,0,0,1,10,10,7,14,308,20,5,1,1,3,14,255
18009.2500,1,1,1800,9,1,0,1,30,10,7,14,308,20,5,3,1,3,5,21
18015.0000,1,1,1801,5,0,0,1,10,10,7,14,308,20,5,1,1,3,14,255
18106.7500,1,1,1810,6,3,0,1,20,10,7,14,308,20,5,2,1,3,5,15
18111.5000,1,1,1811,1,2,0,1,40,10,7,14,308,20,5,4,1,3,10,255
18159.2500,3,3,1815,9,1,0,1,10,10,7,14,308,20,5,1,1,3,12,13
18165.7500,3,3,1816,5,3,0,1,40,10,7,14,308,20,5,4,1,3,28,255
18204.7500,2,2,1820,4,3,0,1,30,10,7,14,308,20,5,3,1,3,22,25
18213.7500,2,2,1821,3,3,0,1,0,10,7,14,308,20,5,0,1,3,32,255
18306.7500,1,1,1830,6,3,0,1,20,10,7,14,308,20,5,2,1,3,5,15
18311.5000,1,1,1831,1,2,0,1,40,10,7,14,308,20,5,4,1,3,10,255
18459.2500,3,3,1845,9,1,0,1,10,10,7,14,308,20,5,1,1,3,12,13
18465.7500,3,3,1846,5,3,0,1,40,10,7,14,308,20,5,4,1,3,28,255
18504.7500,2,2,1850,4,3,0,1,30,10,7,14,308,20,5,3,1,3,22,25
18506.7500,1,1,1850,6,3,0,1,20,10,7,14,308,20,5,2,1,3,5,15
18511.5000,1,1,1851,1,2,0,1,40,10,7,14,308,20,5,4,1,3,10,255
18513.7500,2,2,1851,3,3,0,1,0,10,7,14,308,20,5,0,1,3,32,255
18706.7500,1,1,1870,6,3,0,1,20,10,7,14,308,20,5,2,1,3,5,15
18711.5000,1,1,1871,1,2,0,1,40,10,7,14,308,20,5,4,1,3,10,255
18774.5000,3,3,1877,4,2,0,1,20,10,7,14,308,20,5,2,1,3,4,21
18787.2500,3,3,1878,7,1,0,1,0,10,7,14,308,20,5,0,1,3,4,255
18804.7500,2,2,1880,4,3,0,1,30,10,7,14,308,20,5,3,1,3,22,25
18813.7500,2,2,1881,3,3,0,1,0,10,7,14,308,20,5,0,1,3,32,255
18904.7500,2,2,1890,4,3,0,1,30,10,7,14,308,20,5,3,1,3,22,25
18906.7500,1,1,1890,6,3,0,1,20,10,7,14,308,20,5,2,1,3,5,15
18911.5000,1,1,1891,1,2,0,1,40,10,7,14,308,20,5,4,1,3,10,255
18913.7500,2,2,1891,3,3,0,1,0,10,7,14,308,20,5,0,1,3,32,255
19010.2500,2,2,1901,0,1,0,1,20,10,7,14,308,20,5,2,1,3,5,22
19016.0000,2,2,1901,6,0,0,1,30,10,7,14,308,20,5,3,1,3,14,255
19074.5000,3,3,1907,4,2,0,1,20,10,7,14,308,20,5,2,1,3,4,21
19087.2500,3,3,1908,7,1,0,1,0,10,7,14,308,20,5,0,1,3,4,255
19104.5000,1,1,1910,4,2,0,1,30,10,7,14,308,20,5,3,1,3,18,21
19110.2500,2,2,1911,0,1,0,1,20,10,7,14,308,20,5,2,1,3,5,22
19112.2500,1,1,1911,2,1,0,1,0,10,7,14,308,20,5,0,1,3,5,255
19116.0000,2,2,1911,6,0,0,1,30,10,7,14,308,20,5,3,1,3,14,255
19174.5000,3,3,1917,4,2,0,1,20,10,7,14,308,20,5,2,1,3,4,21
19187.2500,3,3,1918,7,1,0,1,0,10,7,14,308,20,5,0,1,3,4,255
19210.2500,2,2,1921,0,1,0,1,20,10,7,14,308,20,5,2,1,3,5,22
19216.0000,2,2,1921,6,0,0,1,30,10,7,14,308,20,5,3,1,3,14,255
19274.5000,3,3,1927,4,2,0,1,20,10,7,14,308,20,5,2,1,3,4,21
19287.2500,3,3,1928,7,1,0,1,0,10,7,14,308,20,5,0,1,3,4,255
19304.5000,1,1,1930,4,2,0,1,30,10,7,14,308,20,5,3,1,3,18,21
19310.2500,2,2,1931,0,1,0,1,20,10,7,14,308,20,5,2,1,3,5,22
19312.2500,1,1,1931,2,1,0,1,0,10,7,14,308,20,5,0,1,3,5,255
19316.0000,2,2,1931,6,0,0,1,30,10,7,14,308,20,5,3,1,3,14,255
19374.5000,3,3,1937,4,2,0,1,20,10,7,14,308,20,5,2,1,3,4,21
19387.2500,3,3,1938,7,1,0,1,0,10,7,14,308,20,5,0,1,3,4,255
19410.2500,2,2,1941,0,1,0,1,20,10,7,14,308,20,5,2,1,3,5,22
19416.0000,2,2,1941,6,0,0,1,30,10,7,14,308,20,5,3,1,3,14,255
19473.7500,3,3,1947,3,3,0,1,0,10,7,14,308,20,5,0,1,3,14,31
19482.2500,3,3,1948,2,1,0,1,10,10,7,14,308,20,5,1,1,3,8,255
19504.5000,1,1,1950,4,2,0,1,30,10,7,14,308,20,5,3,1,3,18,21
19512.2500,1,1,1951,2,1,0,1,0,10,7,14,308,20,5,0,1,3,5,255
19573.7500,3,3,1957,3,3,0,1,0,10,7,14,308,20,5,0,1,3,14,31
19582.2500,3,3,1958,2,1,0,1,10,10,7,14,308,20,5,1,1,3,8,255
19673.7500,3,3,1967,3,3,0,1,0,10,7,14,308,20,5,0,1,3,14,31
19682.2500,3,3,1968,2,1,0,1,10,10,7,14,308,20,5,1,1,3,8,255
19702.5000,2,2,1970,2,2,0,1,0,10,7,14,308,20,5,0,1,3,7,14
19704.5000,1,1,1970,4,2,0,1,30,10,7,14,308,20,5,3,1,3,18,21
19709.0000,2,2,1970,9,0,0,1,10,10,7,14,308,20,5,1,1,3,12,255
19712.2500,1,1,1971,2,1,0,1,0,10,7,14,308,20,5,0,1,3,5,255
19773.7500,3,3,1977,3,3,0,1,0,10,7,14,308,20,5,0,1,3,14,31
19782.2500,3,3,1978,2,1,0,1,10,10,7,14,308,20,5,1,1,3,8,255
19873.7500,3,3,1987,3,3,0,1,0,10,7,14,308,20,5,0,1,3,14,31
19882.2500,3,3,1988,2,1,0,1,10,10,7,14,308,20,5,1,1,3,8,255
19917.0000,1,1,1991,7,0,0,1,10,10,7,14,308,20,5,1,1,3,12,48
19931.2500,1,1,1993,1,1,0,1,0,10,7,14,308,20,5,0,1,3,8,255
19973.7500,3,3,1997,3,3,0,1,0,10,7,14,308,20,5,0,1,3,14,31
19982.2500,3,3,1998,2,1,0,1,10,10,7,14,308,20,5,1,1,3,8,255
20002.5000,2,2,2000,2,2,0,1,0,10,7,14,308,20,5,0,1,3,7,14
20009.0000,2,2,2000,9,0,0,1,10,10,7,14,308,20,5,1,1,3,12,255
20073.7500,3,3,2007,3,3,0,1,0,10,7,14,308,20,5,0,1,3,14,31
20082.2500,3,3,2008,2,1,0,1,10,10,7,14,308,20,5,1,1,3,8,255
20117.0000,1,1,2011,7,0,0,1,10,10,7,14,308,20,5,1,1,3,12,48
20131.2500,1,1,2013,1,1,0,1,0,10,7,14,308,20,5,0,1,3,8,255
20173.7500,3,3,2017,3,3,0,1,0,10,7,14,308,20,5,0,1,3,14,31
20182.2500,3,3,2018,2,1,0,1,10,10,7,14,308,20,5,1,1,3,8,255
20273.7500,3,3,2027,3,3,0,1,0,10,7,14,308,20,5,0,1,3,14,31
20282.2500,3,3,2028,2,1,0,1,10,10,7,14,308,20,5,1,1,3,8,255
20302.5000,2,2,2030,2,2,0,1,0,10,7,14,308,20,5,0,1,3,7,14
20309.0000,2,2,2030,9,0,0,1,10,10,7,14,308,20,5,1,1,3,12,255
20317.0000,1,1,2031,7,0,0,1,10,10,7,14,308,20,5,1,1,3,12,48
20331.2500,1,1,2033,1,1,0,1,0,10,7,14,308,20,5,0,1,3,8,255
20373.7500,3,3,2037,3,3,0,1,0,10,7,14,308,20,5,0,1,3,14,31
20382.2500,3,3,2038,2,1,0,1,10,10,7,14,308,20,5,1,1,3,8,255
20473.7500,3,3,2047,3,3,0,1,0,10,7,14,308,20,5,0,1,3,14,31
20482.2500,3,3,2048,2,1,0,1,10,10,7,14,308,20,5,1,1,3,8,255
20517.0000,1,1,2051,7,0,0,1,10,10,7,14,308,20,5,1,1,3,12,48
20531.2500,1,1,2053,1,1,0,1,0,10,7,14,308,20,5,0,1,3,8,255
20573.7500,3,3,2057,3,3,0,1,0,10,7,14,308,20,5,0,1,3,14,31
20582.2500,3,3,2058,2,1,0,1,10,10,7,14,308,20,5,1,1,3,8,255
20616.0000,2,2,2061,6,0,0,1,30,10,7,14,308,20,5,3,1,3,7,36
20632.0000,2,2,2063,2,0,0,1,20,10,7,14,308,20,5,2,1,3,1,255
20714.2500,1,1,2071,4,1,0,1,30,10,7,14,308,20,5,3,1,3,11,14
20727.0000,1,1,2072,7,0,0,1,30,10,7,14,308,20,5,3,1,3,14,255
20865.0000,3,3,2086,5,0,0,1,0,10,7,14,308,20,5,0,1,3,20,26
20871.7500,3,3,2087,1,3,0,1,40,10,7,14,308,20,5,4,1,3,19,255
20914.2500,1,1,2091,4,1,0,1,30,10,7,14,308,20,5,3,1,3,11,14
20916.0000,2,2,2091,6,0,0,1,30,10,7,14,308,20,5,3,1,3,7,36
20927.0000,1,1,2092,7,0,0,1,30,10,7,14,308,20,5,3,1,3,14,255
20932.0000,2,2,2093,2,0,0,1,20,10,7,14,308,20,5,2,1,3,1,255
20965.0000,3,3,2096,5,0,0,1,0,10,7,14,308,20,5,0,1,3,20,26
20971.7500,3,3,2097,1,3,0,1,40,10,7,14,308,20,5,4,1,3,19,255
21065.0000,3,3,2106,5,0,0,1,0,10,7,14,308,20,5,0,1,3,20,26
21071.7500,3,3,2107,1,3,0,1,40,10,7,14,308,20,5,4,1,3,19,255
21114.2500,1,1,2111,4,1,0,1,30,10,7,14,308,20,5,3,1,3,11,14
21127.0000,1,1,2112,7,0,0,1,30,10,7,14,308,20,5,3,1,3,14,255
21165.0000,3,3,2116,5,0,0,1,0,10,7,14,308,20,5,0,1,3,20,26
21171.7500,3,3,2117,1,3,0,1,40,10,7,14,308,20,5,4,1,3,19,255
21216.0000,2,2,2121,6,0,0,1,30,10,7,14,308,20,5,3,1,3,7,36
21232.0000,2,2,2123,2,0,0,1,20,10,7,14,308,20,5,2,1,3,1,255
21265.0000,3,3,2126,5,0,0,1,0,10,7,14,308,20,5,0,1,3,20,26
21271.7500,3,3,2127,1,3,0,1,40,10,7,14,308,20,5,4,1,3,19,255
21314.2500,1,1,2131,4,1,0,1,30,10,7,14,308,20,5,3,1,3,11,14
21327.0000,1,1,2132,7,0,0,1,30,10,7,14,308,20,5,3,1,3,14,255
21357.2500,3,3,2135,7,1,0,1,40,10,7,14,308,20,5,4,1,3,8,10
21360.7500,3,3,2136,0,3,0,1,30,10,7,14,308,20,5,3,1,3,27,255
21457.2500,3,3,2145,7,1,0,1,40,10,7,14,308,20,5,4,1,3,8,10
21460.7500,3,3,2146,0,3,0,1,30,10,7,14,308,20,5,3,1,3,27,255
21516.0000,2,2,2151,6,0,0,1,30,10,7,14,308,20,5,3,1,3,7,36
21532.0000,2,2,2153,2,0,0,1,20,10,7,14,308,20,5,2,1,3,1,255
21557.2500,3,3,2155,7,1,0,1,40,10,7,14,308,20,5,4,1,3,8,10
21560.7500,3,3,2156,0,3,0,1,30,10,7,14,308,20,5,3,1,3,27,255
21614.2500,1,1,2161,4,1,0,1,30,10,7,14,308,20,5,3,1,3,11,14
21627.0000,1,1,2162,7,0,0,1,30,10,7,14,308,20,5,3,1,3,14,255
21657.2500,3,3,2165,7,1,0,1,40,10,7,14,308,20,5,4,1,3,8,10
21660.7500,3,3,2166,0,3,0,1,30,10,7,14,308,20,5,3,1,3,27,255
21757.2500,3,3,2175,7,1,0,1,40,10,7,14,308,20,5,4,1,3,8,10
21760.7500,3,3,2176,0,3,0,1,30,10,7,14,308,20,5,3,1,3,27,255
21814.2500,2,2,2181,4,1,0,1,10,10,7,14,308,20,5,1,1,3,33,46
21827.7500,2,2,2182,7,3,0,1,20,10,7,14,308,20,5,2,1,3,18,255
21857.2500,3,3,2185,7,1,0,1,40,10,7,14,308,20,5,4,1,3,8,10
21860.7500,3,3,2186,0,3,0,1,30,10,7,14,308,20,5,3,1,3,27,255
21914.2500,1,1,2191,4,1,0,1,30,10,7,14,308,20,5,3,1,3,11,14
21927.0000,1,1,2192,7,0,0,1,30,10,7,14,308,20,5,3,1,3,14,255
21957.2500,3,3,2195,7,1,0,1,40,10,7,14,308,20,5,4,1,3,8,10
21960.7500,3,3,2196,0,3,0,1,30,10,7,14,308,20,5,3,1,3,27,255
