time_ms,rx_rnti,tx_rnti,frame,subframe,slot,sinr_db,sinr_min_db,mcs,tbler,tb_size_bytes,corrupt,ndi,tbler_sci2,sci2_corrupted,rb_start,rb_end,rb_assigned,bwp_id,rv,dst_l2_id,src_l2_id
2706.7321,1,2,270,6,2,36.5344,36.5344,14,0.0000,308,0,1,0.0000,0,20,29,10,0,0,255,2
2706.7321,3,2,270,6,2,37.6420,37.6420,14,0.0000,308,0,1,0.0000,0,20,29,10,0,0,255,2
2760.2321,1,3,276,0,0,33.7096,33.7096,14,0.0000,308,0,1,0.0000,0,40,49,10,0,0,255,3
2760.2321,2,3,276,0,0,37.6420,37.6420,14,0.0000,308,0,1,0.0000,0,40,49,10,0,0,255,3
2806.7321,1,2,280,6,2,37.4434,37.4434,14,0.0000,308,0,1,0.0000,0,20,29,10,0,0,255,2
2806.7321,3,2,280,6,2,37.6420,37.6420,14,0.0000,308,0,1,0.0000,0,20,29,10,0,0,255,2
2906.7321,3,2,290,6,2,3.7242,3.7242,14,1.0000,308,1,1,0.0000,0,20,29,10,0,0,255,2
2910.7321,3,2,291,0,2,37.6420,37.6420,14,0.0000,308,0,0,0.0000,0,20,29,10,0,2,255,2
2918.4821,2,1,291,8,1,37.4435,37.4435,14,0.0000,308,0,0,0.0000,0,30,39,10,0,1,255,1
2918.4821,3,1,291,8,1,33.9160,33.9160,14,0.0000,308,0,0,0.0000,0,30,39,10,0,1,255,1
3006.7321,1,2,300,6,2,38.7216,38.7216,14,0.0000,308,0,1,0.0000,0,20,29,10,0,0,255,2
3006.7321,3,2,300,6,2,37.7491,37.7491,14,0.0000,308,0,1,0.0000,0,20,29,10,0,0,255,2
3060.2321,1,3,306,0,0,34.2309,34.2309,14,0.0000,308,0,1,0.0000,0,40,49,10,0,0,255,3
3060.2321,2,3,306,0,0,37.7491,37.7491,14,0.0000,308,0,1,0.0000,0,40,49,10,0,0,255,3
3106.7321,1,2,310,6,2,38.7216,38.7216,14,0.0000,308,0,1,0.0000,0,20,29,10,0,0,255,2
3106.7321,3,2,310,6,2,37.7491,37.7491,14,0.0000,308,0,1,0.0000,0,20,29,10,0,0,255,2
3206.7321,3,2,320,6,2,3.5406,3.5406,14,1.0000,308,1,1,0.0000,0,20,29,10,0,0,255,2
3210.7321,3,2,321,0,2,37.8731,37.8731,14,0.0000,308,0,0,0.0000,0,20,29,10,0,2,255,2
3306.7321,1,2,330,6,2,40.1038,40.1038,14,0.0000,308,0,1,0.0000,0,20,29,10,0,0,255,2
3306.7321,3,2,330,6,2,37.8577,37.8577,14,0.0000,308,0,1,0.0000,0,20,29,10,0,0,255,2
3360.2321,1,3,336,0,0,34.5556,34.5556,14,0.0000,308,0,1,0.0000,0,40,49,10,0,0,255,3
3360.2321,2,3,336,0,0,37.8577,37.8577,14,0.0000,308,0,1,0.0000,0,40,49,10,0,0,255,3
3412.9821,1,2,341,2,3,40.1038,40.1038,14,0.0000,308,0,1,0.0000,0,20,29,10,0,0,255,2
3412.9821,3,2,341,2,3,37.9833,37.9833,14,0.0000,308,0,1,0.0000,0,20,29,10,0,0,255,2
3503.4821,2,1,350,3,1,41.2425,41.2425,14,0.0000,308,0,1,0.0000,0,40,49,10,0,0,255,1
3503.4821,3,1,350,3,1,34.8907,34.8907,14,0.0000,308,0,1,0.0000,0,40,49,10,0,0,255,1
3512.9821,1,2,351,2,3,41.3542,41.3542,14,0.0000,308,0,1,0.0000,0,20,29,10,0,0,255,2
3512.9821,3,2,351,2,3,37.9833,37.9833,14,0.0000,308,0,1,0.0000,0,20,29,10,0,0,255,2
3612.9821,1,2,361,2,3,41.3542,41.3542,14,0.0000,308,0,1,0.0000,0,20,29,10,0,0,255,2
3612.9821,3,2,361,2,3,37.9833,37.9833,14,0.0000,308,0,1,0.0000,0,20,29,10,0,0,255,2
3657.2321,1,3,365,7,0,35.2367,35.2367,14,0.0000,308,0,1,0.0000,0,40,49,10,0,0,255,3
3657.2321,2,3,365,7,0,38.0963,38.0963,14,0.0000,308,0,1,0.0000,0,40,49,10,0,0,255,3
3712.9821,1,2,371,2,3,42.8009,42.8009,14,0.0000,308,0,1,0.0000,0,20,29,10,0,0,255,2
3712.9821,3,2,371,2,3,38.0948,38.0948,14,0.0000,308,0,1,0.0000,0,20,29,10,0,0,255,2
3757.2321,1,3,375,7,0,35.2367,35.2367,14,0.0000,308,0,1,0.0000,0,40,49,10,0,0,255,3
3757.2321,2,3,375,7,0,38.0948,38.0948,14,0.0000,308,0,1,0.0000,0,40,49,10,0,0,255,3
3803.4821,2,1,380,3,1,42.8010,42.8010,14,0.0000,308,0,1,0.0000,0,40,49,10,0,0,255,1
3803.4821,3,1,380,3,1,35.2367,35.2367,14,0.0000,308,0,1,0.0000,0,40,49,10,0,0,255,1
3812.9821,1,2,381,2,3,42.8009,42.8009,14,0.0000,308,0,1,0.0000,0,20,29,10,0,0,255,2
3812.9821,3,2,381,2,3,38.0948,38.0948,14,0.0000,308,0,1,0.0000,0,20,29,10,0,0,255,2
3857.2321,1,3,385,7,0,35.4887,35.4887,14,0.0000,308,0,1,0.0000,0,40,49,10,0,0,255,3
3857.2321,2,3,385,7,0,38.0948,38.0948,14,0.0000,308,0,1,0.0000,0,40,49,10,0,0,255,3
3912.9821,1,2,391,2,3,44.1567,44.1567,14,0.0000,308,0,1,0.0000,0,20,29,10,0,0,255,2
3912.9821,3,2,391,2,3,38.0948,38.0948,14,0.0000,308,0,1,0.0000,0,20,29,10,0,0,255,2
3957.2321,1,3,395,7,0,35.7744,35.7744,14,0.0000,308,0,1,0.0000,0,40,49,10,0,0,255,3
3957.2321,2,3,395,7,0,38.4642,38.4642,14,0.0000,308,0,1,0.0000,0,40,49,10,0,0,255,3
4012.9821,1,2,401,2,3,44.1584,44.1584,14,0.0000,308,0,1,0.0000,0,20,29,10,0,0,255,2
4012.9821,3,2,401,2,3,38.4642,38.4642,14,0.0000,308,0,1,0.0000,0,20,29,10,0,0,255,2
4057.2321,1,3,405,7,0,36.0435,36.0435,14,0.0000,308,0,1,0.0000,0,40,49,10,0,0,255,3
4057.2321,2,3,405,7,0,38.4642,38.4642,14,0.0000,308,0,1,0.0000,0,40,49,10,0,0,255,3
4103.4821,2,1,410,3,1,45.4835,45.4835,14,0.0000,308,0,1,0.0000,0,40,49,10,0,0,255,1
4103.4821,3,1,410,3,1,36.0435,36.0435,14,0.0000,308,0,1,0.0000,0,40,49,10,0,0,255,1
4112.9821,1,2,411,2,3,45.5594,45.5594,14,0.0000,308,0,1,0.0000,0,20,29,10,0,0,255,2
4112.9821,3,2,411,2,3,38.4642,38.4642,14,0.0000,308,0,1,0.0000,0,20,29,10,0,0,255,2
4173.7321,1,3,417,3,2,36.3408,36.3408,14,0.0000,308,0,1,0.0000,0,10,19,10,0,0,255,3
4173.7321,2,3,417,3,2,38.8504,38.8504,14,0.0000,308,0,1,0.0000,0,10,19,10,0,0,255,3
4212.9821,1,2,421,2,3,45.5594,45.5594,14,0.0000,308,0,1,0.0000,0,20,29,10,0,0,255,2
4212.9821,3,2,421,2,3,38.8504,38.8504,14,0.0000,308,0,1,0.0000,0,20,29,10,0,0,255,2
4273.7321,1,3,427,3,2,36.6278,36.6278,14,0.0000,308,0,1,0.0000,0,10,19,10,0,0,255,3
4273.7321,2,3,427,3,2,38.8483,38.8483,14,0.0000,308,0,1,0.0000,0,10,19,10,0,0,255,3
4304.7321,1,2,430,4,2,47.6830,47.6830,14,0.0000,308,0,1,0.0000,0,30,39,10,0,0,255,2
4304.7321,3,2,430,4,2,38.8483,38.8483,14,0.0000,308,0,1,0.0000,0,30,39,10,0,0,255,2
4373.7321,1,3,437,3,2,36.6278,36.6278,14,0.0000,308,0,1,0.0000,0,10,19,10,0,0,255,3
4373.7321,2,3,437,3,2,38.8483,38.8483,14,0.0000,308,0,1,0.0000,0,10,19,10,0,0,255,3
4403.4821,2,1,440,3,1,47.6831,47.6831,14,0.0000,308,0,1,0.0000,0,40,49,10,0,0,255,1
4403.4821,3,1,440,3,1,36.9464,36.9464,14,0.0000,308,0,1,0.0000,0,40,49,10,0,0,255,1
4404.7321,1,2,440,4,2,47.7040,47.7040,14,0.0000,308,0,1,0.0000,0,30,39,10,0,0,255,2
4404.7321,3,2,440,4,2,39.2559,39.2559,14,0.0000,308,0,1,0.0000,0,30,39,10,0,0,255,2
4504.7321,1,2,450,4,2,49.5776,49.5776,14,0.0000,308,0,1,0.0000,0,30,39,10,0,0,255,2
4504.7321,3,2,450,4,2,39.2559,39.2559,14,0.0000,308,0,1,0.0000,0,30,39,10,0,0,255,2
4604.7321,1,2,460,4,2,49.5776,49.5776,14,0.0000,308,0,1,0.0000,0,30,39,10,0,0,255,2
4604.7321,3,2,460,4,2,39.2559,39.2559,14,0.0000,308,0,1,0.0000,0,30,39,10,0,0,255,2
4673.7321,1,3,467,3,2,37.5971,37.5971,14,0.0000,308,0,1,0.0000,0,10,19,10,0,0,255,3
4673.7321,2,3,467,3,2,39.6822,39.6822,14,0.0000,308,0,1,0.0000,0,10,19,10,0,0,255,3
4704.7321,1,2,470,4,2,51.1881,51.1881,14,0.0000,308,0,1,0.0000,0,30,39,10,0,0,255,2
4704.7321,3,2,470,4,2,39.6822,39.6822,14,0.0000,308,0,1,0.0000,0,30,39,10,0,0,255,2
4721.9821,2,1,472,1,3,51.1817,51.1817,14,0.0000,308,0,1,0.0000,0,10,19,10,0,0,255,1
4721.9821,3,1,472,1,3,37.9319,37.9319,14,0.0000,308,0,1,0.0000,0,10,19,10,0,0,255,1
4804.7321,1,2,480,4,2,51.1881,51.1881,14,0.0000,308,0,1,0.0000,0,30,39,10,0,0,255,2
4804.7321,3,2,480,4,2,39.6822,39.6822,14,0.0000,308,0,1,0.0000,0,30,39,10,0,0,255,2
4916.7321,1,2,491,6,2,52.9933,52.9933,14,0.0000,308,0,1,0.0000,0,0,9,10,0,0,255,2
4916.7321,3,2,491,6,2,40.1288,40.1288,14,0.0000,308,0,1,0.0000,0,0,9,10,0,0,255,2
4973.7321,1,3,497,3,2,38.6628,38.6628,14,0.0000,308,0,1,0.0000,0,10,19,10,0,0,255,3
4973.7321,2,3,497,3,2,40.1288,40.1288,14,0.0000,308,0,1,0.0000,0,10,19,10,0,0,255,3
5016.7321,1,2,501,6,2,52.9933,52.9933,14,0.0000,308,0,1,0.0000,0,0,9,10,0,0,255,2
5016.7321,3,2,501,6,2,40.1288,40.1288,14,0.0000,308,0,1,0.0000,0,0,9,10,0,0,255,2
5021.9821,2,1,502,1,3,54.7910,54.7910,14,0.0000,308,0,1,0.0000,0,10,19,10,0,0,255,1
5021.9821,3,1,502,1,3,39.0407,39.0407,14,0.0000,308,0,1,0.0000,0,10,19,10,0,0,255,1
5116.7321,1,2,511,6,2,54.7885,54.7885,14,0.0000,308,0,1,0.0000,0,0,9,10,0,0,255,2
5116.7321,3,2,511,6,2,40.5978,40.5978,14,0.0000,308,0,1,0.0000,0,0,9,10,0,0,255,2
5216.7321,1,2,521,6,2,56.3895,56.3895,14,0.0000,308,0,1,0.0000,0,0,9,10,0,0,255,2
5216.7321,3,2,521,6,2,40.5978,40.5978,14,0.0000,308,0,1,0.0000,0,0,9,10,0,0,255,2
5270.4821,1,3,527,0,1,39.8862,39.8862,14,0.0000,308,0,1,0.0000,0,20,29,10,0,0,255,3
5270.4821,2,3,527,0,1,40.5978,40.5978,14,0.0000,308,0,1,0.0000,0,20,29,10,0,0,255,3
5316.7321,1,2,531,6,2,56.3895,56.3895,14,0.0000,308,0,1,0.0000,0,0,9,10,0,0,255,2
5316.7321,3,2,531,6,2,41.0911,41.0911,14,0.0000,308,0,1,0.0000,0,0,9,10,0,0,255,2
5321.9821,2,1,532,1,3,56.3374,56.3374,14,0.0000,308,0,1,0.0000,0,10,19,10,0,0,255,1
5321.9821,3,1,532,1,3,40.3560,40.3560,14,0.0000,308,0,1,0.0000,0,10,19,10,0,0,255,1
5416.7321,1,2,541,6,2,57.4301,57.4301,14,0.0000,308,0,1,0.0000,0,0,9,10,0,0,255,2
5416.7321,3,2,541,6,2,41.0911,41.0911,14,0.0000,308,0,1,0.0000,0,0,9,10,0,0,255,2
5516.7321,1,2,551,6,2,57.4301,57.4301,14,0.0000,308,0,1,0.0000,0,0,9,10,0,0,255,2
5516.7321,3,2,551,6,2,41.0911,41.0911,14,0.0000,308,0,1,0.0000,0,0,9,10,0,0,255,2
5570.4821,1,3,557,0,1,41.8815,41.8815,14,0.0000,308,0,1,0.0000,0,20,29,10,0,0,255,3
5570.4821,2,3,557,0,1,41.6109,41.6109,14,0.0000,308,0,1,0.0000,0,20,29,10,0,0,255,3
5616.7321,1,2,561,6,2,56.1980,56.1980,14,0.0000,308,0,1,0.0000,0,0,9,10,0,0,255,2
5616.7321,3,2,561,6,2,41.6109,41.6109,14,0.0000,308,0,1,0.0000,0,0,9,10,0,0,255,2
5621.9821,2,1,562,1,3,56.0904,56.0904,14,0.0000,308,0,1,0.0000,0,10,19,10,0,0,255,1
5621.9821,3,1,562,1,3,42.1099,42.1099,14,0.0000,308,0,1,0.0000,0,10,19,10,0,0,255,1
5870.4821,1,3,587,0,1,43.3477,43.3477,14,0.0000,308,0,1,0.0000,0,20,29,10,0,0,255,3
5870.4821,2,3,587,0,1,42.1600,42.1600,14,0.0000,308,0,1,0.0000,0,20,29,10,0,0,255,3
5921.9821,2,1,592,1,3,55.2731,55.2731,14,0.0000,308,0,1,0.0000,0,10,19,10,0,0,255,1
5921.9821,3,1,592,1,3,43.3477,43.3477,14,0.0000,308,0,1,0.0000,0,10,19,10,0,0,255,1
6170.4821,1,3,617,0,1,45.5691,45.5691,14,0.0000,308,0,1,0.0000,0,20,29,10,0,0,255,3
6170.4821,2,3,617,0,1,42.7479,42.7479,14,0.0000,308,0,1,0.0000,0,20,29,10,0,0,255,3
6215.4821,2,1,621,5,1,52.6579,52.6579,14,0.0000,308,0,1,0.0000,0,10,19,10,0,0,255,1
6215.4821,3,1,621,5,1,45.5578,45.5578,14,0.0000,308,0,1,0.0000,0,10,19,10,0,0,255,1
6470.4821,1,3,647,0,1,48.5980,48.5980,14,0.0000,308,0,1,0.0000,0,20,29,10,0,0,255,3
6470.4821,2,3,647,0,1,43.9930,43.9930,14,0.0000,308,0,1,0.0000,0,20,29,10,0,0,255,3
6515.4821,2,1,651,5,1,51.2693,51.2693,14,0.0000,308,0,1,0.0000,0,10,19,10,0,0,255,1
6515.4821,3,1,651,5,1,48.6806,48.6806,14,0.0000,308,0,1,0.0000,0,10,19,10,0,0,255,1
6619.2321,1,2,661,9,0,50.1271,50.1271,14,0.0000,308,0,1,0.0000,0,30,39,10,0,0,255,2
6619.2321,3,2,661,9,0,43.9593,43.9593,14,0.0000,308,0,1,0.0000,0,30,39,10,0,0,255,2
6770.4821,1,3,677,0,1,51.5061,51.5061,14,0.0000,308,0,1,0.0000,0,20,29,10,0,0,255,3
6770.4821,2,3,677,0,1,44.7740,44.7740,14,0.0000,308,0,1,0.0000,0,20,29,10,0,0,255,3
6820.4821,2,1,682,0,1,48.8660,48.8660,14,0.0000,308,0,1,0.0000,0,30,39,10,0,0,255,1
6820.4821,3,1,682,0,1,53.2620,53.2620,14,0.0000,308,0,1,0.0000,0,30,39,10,0,0,255,1
7069.4821,1,3,706,9,1,57.5593,57.5593,14,0.0000,308,0,1,0.0000,0,0,9,10,0,0,255,3
7069.4821,2,3,706,9,1,45.5252,45.5252,14,0.0000,308,0,1,0.0000,0,0,9,10,0,0,255,3
7120.4821,2,1,712,0,1,47.8646,47.8646,14,0.0000,308,0,1,0.0000,0,30,39,10,0,0,255,1
7120.4821,3,1,712,0,1,57.5334,57.5334,14,0.0000,308,0,1,0.0000,0,30,39,10,0,0,255,1
7365.9821,1,3,736,5,3,59.8847,59.8847,14,0.0000,308,0,1,0.0000,0,20,29,10,0,0,255,3
7365.9821,2,3,736,5,3,46.3162,46.3162,14,0.0000,308,0,1,0.0000,0,20,29,10,0,0,255,3
7420.4821,2,1,742,0,1,46.7183,46.7183,14,0.0000,308,0,1,0.0000,0,30,39,10,0,0,255,1
7420.4821,3,1,742,0,1,58.1602,58.1602,14,0.0000,308,0,1,0.0000,0,30,39,10,0,0,255,1
7614.4821,1,2,761,4,1,45.7654,45.7654,14,0.0000,308,0,1,0.0000,0,0,9,10,0,0,255,2
7614.4821,3,2,761,4,1,47.9206,47.9206,14,0.0000,308,0,1,0.0000,0,0,9,10,0,0,255,2
7665.9821,1,3,766,5,3,51.9013,51.9013,14,0.0000,308,0,1,0.0000,0,20,29,10,0,0,255,3
7665.9821,2,3,766,5,3,47.8950,47.8950,14,0.0000,308,0,1,0.0000,0,20,29,10,0,0,255,3
7720.4821,2,1,772,0,1,45.0193,45.0193,14,0.0000,308,0,1,0.0000,0,30,39,10,0,0,255,1
7720.4821,3,1,772,0,1,51.9475,51.9475,14,0.0000,308,0,1,0.0000,0,30,39,10,0,0,255,1
7965.9821,1,3,796,5,3,49.0131,49.0131,14,0.0000,308,0,1,0.0000,0,20,29,10,0,0,255,3
7965.9821,2,3,796,5,3,48.8602,48.8602,14,0.0000,308,0,1,0.0000,0,20,29,10,0,0,255,3
8020.4821,2,1,802,0,1,44.3440,44.3440,14,0.0000,308,0,1,0.0000,0,30,39,10,0,0,255,1
8020.4821,3,1,802,0,1,49.0437,49.0437,14,0.0000,308,0,1,0.0000,0,30,39,10,0,0,255,1
8269.9821,1,3,826,9,3,46.8764,46.8764,14,0.0000,308,0,1,0.0000,0,30,39,10,0,0,255,3
8269.9821,2,3,826,9,3,49.7024,49.7024,14,0.0000,308,0,1,0.0000,0,30,39,10,0,0,255,3
8312.2321,2,1,831,2,0,42.9445,42.9445,14,0.0000,308,0,1,0.0000,0,20,29,10,0,0,255,1
8312.2321,3,1,831,2,0,45.0211,45.0211,14,0.0000,308,0,1,0.0000,0,20,29,10,0,0,255,1
8569.9821,1,3,856,9,3,43.5282,43.5282,14,0.0000,308,0,1,0.0000,0,30,39,10,0,0,255,3
8569.9821,2,3,856,9,3,51.0720,51.0720,14,0.0000,308,0,1,0.0000,0,30,39,10,0,0,255,3
8609.7321,1,2,860,9,2,42.3393,42.3393,14,0.0000,308,0,1,0.0000,0,20,29,10,0,0,255,2
8609.7321,3,2,860,9,2,51.1565,51.1565,14,0.0000,308,0,1,0.0000,0,20,29,10,0,0,255,2
8612.2321,2,1,861,2,0,42.3393,42.3393,14,0.0000,308,0,1,0.0000,0,20,29,10,0,0,255,1
8612.2321,3,1,861,2,0,43.5282,43.5282,14,0.0000,308,0,1,0.0000,0,20,29,10,0,0,255,1
8769.9821,1,3,876,9,3,42.2833,42.2833,14,0.0000,308,0,1,0.0000,0,30,39,10,0,0,255,3
8769.9821,2,3,876,9,3,51.6337,51.6337,14,0.0000,308,0,1,0.0000,0,30,39,10,0,0,255,3
8912.2321,2,1,891,2,0,41.2376,41.2376,14,0.0000,308,0,1,0.0000,0,20,29,10,0,0,255,1
8912.2321,3,1,891,2,0,41.1950,41.1950,14,0.0000,308,0,1,0.0000,0,20,29,10,0,0,255,1
8969.9821,1,3,896,9,3,41.1950,41.1950,14,0.0000,308,0,1,0.0000,0,30,39,10,0,0,255,3
8969.9821,2,3,896,9,3,51.7612,51.7612,14,0.0000,308,0,1,0.0000,0,30,39,10,0,0,255,3
9169.9821,1,3,916,9,3,40.2325,40.2325,14,0.0000,308,0,1,0.0000,0,30,39,10,0,0,255,3
9169.9821,2,3,916,9,3,50.4664,50.4664,14,0.0000,308,0,1,0.0000,0,30,39,10,0,0,255,3
9209.7321,1,2,920,9,2,40.7334,40.7334,14,0.0000,308,0,1,0.0000,0,20,29,10,0,0,255,2
9209.7321,3,2,920,9,2,50.4337,50.4337,14,0.0000,308,0,1,0.0000,0,20,29,10,0,0,255,2
9212.2321,2,1,921,2,0,40.7334,40.7334,14,0.0000,308,0,1,0.0000,0,20,29,10,0,0,255,1
9212.2321,3,1,921,2,0,40.2325,40.2325,14,0.0000,308,0,1,0.0000,0,20,29,10,0,0,255,1
9361.4821,1,3,936,1,1,39.3638,39.3638,14,0.0000,308,0,1,0.0000,0,10,19,10,0,0,255,3
9361.4821,2,3,936,1,1,51.5335,51.5335,14,0.0000,308,0,1,0.0000,0,10,19,10,0,0,255,3
9419.4821,1,2,941,9,1,40.2560,40.2560,14,0.0000,308,0,1,0.0000,0,0,9,10,0,0,255,2
9419.4821,3,2,941,9,1,51.5333,51.5333,14,0.0000,308,0,1,0.0000,0,0,9,10,0,0,255,2
9514.9821,2,1,951,4,3,40.2560,40.2560,14,0.0000,308,0,1,0.0000,0,0,9,10,0,0,255,1
9514.9821,3,1,951,4,3,38.9764,38.9764,14,0.0000,308,0,1,0.0000,0,0,9,10,0,0,255,1
9619.4821,1,2,961,9,1,39.8027,39.8027,14,0.0000,308,0,1,0.0000,0,0,9,10,0,0,255,2
9619.4821,3,2,961,9,1,50.8568,50.8568,14,0.0000,308,0,1,0.0000,0,0,9,10,0,0,255,2
9661.4821,1,3,966,1,1,38.2222,38.2222,14,0.0000,308,0,1,0.0000,0,10,19,10,0,0,255,3
9661.4821,2,3,966,1,1,49.8198,49.8198,14,0.0000,308,0,1,0.0000,0,10,19,10,0,0,255,3
9814.9821,2,1,981,4,3,39.3051,39.3051,14,0.0000,308,0,1,0.0000,0,0,9,10,0,0,255,1
9814.9821,3,1,981,4,3,37.8569,37.8569,14,0.0000,308,0,1,0.0000,0,0,9,10,0,0,255,1
9819.4821,1,2,981,9,1,39.3051,39.3051,14,0.0000,308,0,1,0.0000,0,0,9,10,0,0,255,2
9819.4821,3,2,981,9,1,51.7386,51.7386,14,0.0000,308,0,1,0.0000,0,0,9,10,0,0,255,2
9961.4821,1,3,996,1,1,37.1991,37.1991,14,0.0000,308,0,1,0.0000,0,10,19,10,0,0,255,3
9961.4821,2,3,996,1,1,50.3488,50.3488,14,0.0000,308,0,1,0.0000,0,10,19,10,0,0,255,3
10019.4821,1,2,1001,9,1,38.8945,38.8945,14,0.0000,308,0,1,0.0000,0,0,9,10,0,0,255,2
10019.4821,3,2,1001,9,1,50.3557,50.3557,14,0.0000,308,0,1,0.0000,0,0,9,10,0,0,255,2
10117.4821,2,1,1011,7,1,38.8945,38.8945,14,0.0000,308,0,1,0.0000,0,30,39,10,0,0,255,1
10117.4821,3,1,1011,7,1,36.9134,36.9134,14,0.0000,308,0,1,0.0000,0,30,39,10,0,0,255,1
10217.4821,2,1,1021,7,1,38.8945,38.8945,14,0.0000,308,0,1,0.0000,0,30,39,10,0,0,255,1
10217.4821,3,1,1021,7,1,36.9134,36.9134,14,0.0000,308,0,1,0.0000,0,30,39,10,0,0,255,1
10219.4821,1,2,1021,9,1,38.8945,38.8945,14,0.0000,308,0,1,0.0000,0,0,9,10,0,0,255,2
10219.4821,3,2,1021,9,1,48.7831,48.7831,14,0.0000,308,0,1,0.0000,0,0,9,10,0,0,255,2
10270.7321,1,3,1027,0,2,36.2851,36.2851,14,0.0000,308,0,1,0.0000,0,30,39,10,0,0,255,3
10270.7321,2,3,1027,0,2,47.3044,47.3044,14,0.0000,308,0,1,0.0000,0,30,39,10,0,0,255,3
10317.4821,2,1,1031,7,1,38.4665,38.4665,14,0.0000,308,0,1,0.0000,0,30,39,10,0,0,255,1
10317.4821,3,1,1031,7,1,36.2851,36.2851,14,0.0000,308,0,1,0.0000,0,30,39,10,0,0,255,1
10417.4821,2,1,1041,7,1,38.4665,38.4665,14,0.0000,308,0,1,0.0000,0,30,39,10,0,0,255,1
10417.4821,3,1,1041,7,1,36.2851,36.2851,14,0.0000,308,0,1,0.0000,0,30,39,10,0,0,255,1
10517.4821,2,1,1051,7,1,38.2804,38.2804,14,0.0000,308,0,1,0.0000,0,30,39,10,0,0,255,1
10517.4821,3,1,1051,7,1,35.8708,35.8708,14,0.0000,308,0,1,0.0000,0,30,39,10,0,0,255,1
10521.2321,1,2,1052,1,0,38.2804,38.2804,14,0.0000,308,0,1,0.0000,0,0,9,10,0,0,255,2
10521.2321,3,2,1052,1,0,45.9095,45.9095,14,0.0000,308,0,1,0.0000,0,0,9,10,0,0,255,2
10570.7321,1,3,1057,0,2,35.8708,35.8708,14,0.0000,308,0,1,0.0000,0,30,39,10,0,0,255,3
10570.7321,2,3,1057,0,2,45.9096,45.9096,14,0.0000,308,0,1,0.0000,0,30,39,10,0,0,255,3
10617.4821,2,1,1061,7,1,38.2804,38.2804,14,0.0000,308,0,1,0.0000,0,30,39,10,0,0,255,1
10617.4821,3,1,1061,7,1,35.8708,35.8708,14,0.0000,308,0,1,0.0000,0,30,39,10,0,0,255,1
10717.4821,2,1,1071,7,1,37.9411,37.9411,14,0.0000,308,0,1,0.0000,0,30,39,10,0,0,255,1
10717.4821,3,1,1071,7,1,35.7149,35.7149,14,0.0000,308,0,1,0.0000,0,30,39,10,0,0,255,1
