scenario_id,mode,seed,run_dir,focus_vehicle,focus_tx_station_id,observed_prr_focus_vehicle,first_cam_reaction_s,first_cpm_reaction_s,first_sensor_reaction_s,first_control_action_s,first_useful_warning_s,first_lane_change_s,collision_flag,collision_time_s,min_gap_m,min_ttc_s,pscch_rx_total,pscch_corrupt_total,pscch_corrupt_rate,pssch_rx_total,pssch_corrupt_total,pssch_corrupt_rate,sci2_corrupt_total,sci2_corrupt_rate,pssch_tx_total,pssch_overlap_pairs
strict_intersection,radar_good,17,/home/afetz/work/clean/NEWWAY/analysis/strict_runs_smoke_full/strict_intersection/radar_good/seed-017,veh3,2,1.0,2.29808,,,2.29808,2.29808,,0,,33.65,44.078,1172,4,0.0034129692832764505,614,32,0.05211726384364821,0,0.0,1485,5
