time_s,vehicle_id,event_type,source_id,distance_m,heading_diff_deg,lane_before,lane_after,target_speed_mps
4.30783,veh8,cam_reaction,2,119.55,109.343,0,1,21
4.40783,veh8,cam_reaction,2,119.388,101.302,0,1,21
4.50783,veh8,cam_reaction,2,119.21,101.302,0,1,21
4.60783,veh8,cam_reaction,2,118.999,101.302,0,1,21
4.70783,veh8,cam_reaction,2,118.766,101.302,0,1,21
4.80783,veh8,cam_reaction,2,118.522,101.302,0,1,21
4.90783,veh8,cam_reaction,2,118.244,101.302,0,1,21
5.00783,veh8,cam_reaction,2,117.908,101.302,0,1,21
5.10783,veh8,cam_reaction,2,117.541,101.302,0,1,21
5.20783,veh8,cam_reaction,2,117.16,101.302,0,1,21
5.30658,veh8,cam_reaction,2,116.746,101.302,0,1,21
5.40658,veh8,cam_reaction,2,116.275,101.302,0,1,21
5.50658,veh8,cam_reaction,2,115.751,101.302,0,1,21
5.60658,veh8,cam_reaction,2,115.223,101.302,0,1,21
5.70658,veh8,cam_reaction,2,114.517,98.9448,0,1,21
5.80658,veh8,cam_reaction,2,113.443,91.8713,0,1,21
5.90658,veh8,cam_reaction,2,112.403,84.827,0,1,21
6.00658,veh8,cam_reaction,2,111.389,80.5462,0,1,21
7.00333,veh8,cam_reaction,2,102.462,80.5462,0,1,21
8.00633,veh8,cam_reaction,2,93.0354,33.6988,0,1,21
9.00008,veh8,cam_reaction,2,79.8851,33.6988,0,1,21
9.99708,veh8,cam_reaction,2,69.059,33.6988,0,1,21
10.9971,veh8,cam_reaction,2,52.1696,0,1,1,3
11.9968,veh8,cam_reaction,2,42.4161,0,1,1,3
13.0123,veh8,cam_reaction,2,33.7317,0,1,1,3
14.0126,veh8,cam_reaction,2,27.7032,0,1,1,3
15.0051,veh8,cam_reaction,2,23.4524,0,1,1,3
16.0056,veh8,cam_reaction,2,20.5078,0,1,1,3
17.0098,veh8,cam_reaction,2,17.6428,0,1,1,3
18.0101,veh8,cam_reaction,2,14.792,0,1,1,3
19.0101,veh8,cam_reaction,2,11.9733,0,1,1,3
20.0021,veh8,cam_reaction,2,9.19396,0,1,1,3
21.0021,veh8,cam_reaction,2,6.52211,0,1,1,3
22.0048,veh8,cam_reaction,2,4.16973,0,1,1,3
22.7143,veh8,cam_reaction,2,3.17106,0,1,1,3
22.9141,veh8,cam_reaction,2,3.11122,0,1,1,3
23.1141,veh8,cam_reaction,2,3.10153,0,1,1,3
23.3141,veh8,cam_reaction,2,3.14946,0,1,1,3
23.5141,veh8,cam_reaction,2,3.26818,0,1,1,3
23.7141,veh8,cam_reaction,2,3.53214,0,1,1,3
23.9131,veh8,cam_reaction,2,3.98368,0,1,1,3
24.1131,veh8,cam_reaction,2,4.65646,0,1,1,3
24.3131,veh8,cam_reaction,2,5.59196,0,1,1,3
24.5131,veh8,cam_reaction,2,6.76194,0,1,1,3
24.7051,veh8,cam_reaction,2,8.17732,0,1,1,3
24.9051,veh8,cam_reaction,2,9.81028,0,1,1,3
25.1051,veh8,cam_reaction,2,11.6716,0,1,1,3
25.3051,veh8,cam_reaction,2,13.7396,0,1,1,3
25.5051,veh8,cam_reaction,2,16.0249,0,1,1,3
25.6993,veh8,cam_reaction,2,18.798,0,1,1,3
25.8993,veh8,cam_reaction,2,21.4931,0,1,1,3
26.0993,veh8,cam_reaction,2,24.3902,0,1,1,3
26.2993,veh8,cam_reaction,2,27.4804,0,1,1,3
26.4993,veh8,cam_reaction,2,30.7774,0,1,1,3
26.6956,veh8,cam_reaction,2,34.2737,0,1,1,3
26.8956,veh8,cam_reaction,2,37.9603,0,1,1,3
27.0956,veh8,cam_reaction,2,41.8533,0,1,1,3
27.2956,veh8,cam_reaction,2,45.9364,0,1,1,3
27.4961,veh8,cam_reaction,2,50.0525,0,1,1,3
27.6961,veh8,cam_reaction,2,54.1777,0,1,1,3
27.8961,veh8,cam_reaction,2,58.296,0,1,1,3
28.0961,veh8,cam_reaction,2,62.4229,0,1,1,3
28.2961,veh8,cam_reaction,2,66.5427,0,1,1,3
28.5083,veh8,cam_reaction,2,70.3761,0,1,1,3
28.7083,veh8,cam_reaction,2,74.4968,0,1,1,3
28.9083,veh8,cam_reaction,2,78.6256,0,1,1,3
29.1083,veh8,cam_reaction,2,82.7548,0,1,1,3
29.3083,veh8,cam_reaction,2,86.8764,0,1,1,3
29.5083,veh8,cam_reaction,2,91.0061,0,1,1,3
29.7083,veh8,cam_reaction,2,95.1281,0,1,1,3
29.8996,veh8,cam_reaction,2,99.5529,0,1,1,3
