time_s,vehicle_id,event_type,source_id,distance_m,heading_diff_deg,lane_before,lane_after,target_speed_mps
3.41033,veh7,cam_reaction,2,110.583,103.405,0,1,21
3.51033,veh7,cam_reaction,2,110.986,101.302,0,1,21
3.61033,veh7,cam_reaction,2,111.367,101.302,0,1,21
3.71033,veh7,cam_reaction,2,111.71,101.302,0,1,21
3.81033,veh7,cam_reaction,2,112.037,101.302,0,1,21
3.91033,veh7,cam_reaction,2,112.313,101.302,0,1,21
4.01033,veh7,cam_reaction,2,112.55,101.302,0,1,21
4.11033,veh7,cam_reaction,2,112.747,101.302,0,1,21
4.21033,veh7,cam_reaction,2,112.91,101.302,0,1,21
4.30783,veh7,cam_reaction,2,113.05,101.302,0,1,21
4.40783,veh7,cam_reaction,2,113.131,101.302,0,1,21
4.50783,veh7,cam_reaction,2,113.188,101.302,0,1,21
4.60783,veh7,cam_reaction,2,113.215,101.302,0,1,21
4.70783,veh7,cam_reaction,2,113.215,101.302,0,1,21
4.80783,veh7,cam_reaction,2,113.201,101.302,0,1,21
4.90783,veh7,cam_reaction,2,112.765,96.5806,0,1,21
5.00783,veh7,cam_reaction,2,112.078,89.4474,0,1,21
5.10783,veh7,cam_reaction,2,111.355,82.417,0,1,21
5.40658,veh7,cam_reaction,2,108.829,80.5462,0,1,21
5.40658,veh7,cam_reaction,2,108.966,80.5462,0,1,21
5.50658,veh7,cam_reaction,2,108.049,80.5462,0,1,21
5.60658,veh7,cam_reaction,2,107.124,80.5462,0,1,21
5.70658,veh7,cam_reaction,2,106.212,80.5462,0,1,21
5.80658,veh7,cam_reaction,2,105.303,80.5462,0,1,21
5.90658,veh7,cam_reaction,2,104.431,80.5462,0,1,21
6.00658,veh7,cam_reaction,2,103.588,80.5462,0,1,21
7.00333,veh7,cam_reaction,2,94.4736,44.4262,0,1,21
8.00633,veh7,cam_reaction,2,80.6441,33.6988,0,1,21
9.00008,veh7,cam_reaction,2,66.8326,33.6855,1,1,3
9.99708,veh7,cam_reaction,2,51.7717,0,1,1,3
11.0971,veh7,cam_reaction,2,40.0491,0,1,1,3
11.9968,veh7,cam_reaction,2,32.06,0,1,1,3
13.0123,veh7,cam_reaction,2,24.2427,0,1,1,3
14.0126,veh7,cam_reaction,2,19.0085,0,1,1,3
15.0051,veh7,cam_reaction,2,15.5354,0,1,1,3
16.0056,veh7,cam_reaction,2,12.7011,0,1,1,3
17.0098,veh7,cam_reaction,2,9.90601,0,1,1,3
18.0101,veh7,cam_reaction,2,7.19575,0,1,1,3
19.0101,veh7,cam_reaction,2,4.72507,0,1,1,3
20.0021,veh7,cam_reaction,2,3.1,0,1,1,3
21.0021,veh7,cam_reaction,2,3.70588,0,1,1,3
22.0048,veh7,cam_reaction,2,5.8904,0,1,1,3
22.7143,veh7,cam_reaction,2,7.55293,0,1,1,3
22.9141,veh7,cam_reaction,2,7.76541,0,1,1,3
23.1141,veh7,cam_reaction,2,7.79414,0,1,1,3
23.3141,veh7,cam_reaction,2,7.6361,0,1,1,3
23.5141,veh7,cam_reaction,2,7.30309,0,1,1,3
23.7141,veh7,cam_reaction,2,6.80261,0,1,1,3
23.9131,veh7,cam_reaction,2,6.12914,0,1,1,3
24.1131,veh7,cam_reaction,2,5.31766,0,1,1,3
24.3131,veh7,cam_reaction,2,4.41824,0,1,1,3
24.5131,veh7,cam_reaction,2,3.55412,0,1,1,3
24.7051,veh7,cam_reaction,2,3.03122,0,1,1,3
24.9051,veh7,cam_reaction,2,3.31274,0,1,1,3
25.1051,veh7,cam_reaction,2,4.48626,0,1,1,3
25.3051,veh7,cam_reaction,2,6.2329,0,1,1,3
25.5051,veh7,cam_reaction,2,8.35436,0,1,1,3
25.6993,veh7,cam_reaction,2,11.0275,0,1,1,3
25.8993,veh7,cam_reaction,2,13.6702,0,1,1,3
26.0993,veh7,cam_reaction,2,16.5338,0,1,1,3
26.2993,veh7,cam_reaction,2,19.6016,0,1,1,3
26.4993,veh7,cam_reaction,2,22.8826,0,1,1,3
26.6956,veh7,cam_reaction,2,26.3677,0,1,1,3
26.8956,veh7,cam_reaction,2,30.0458,0,1,1,3
27.0956,veh7,cam_reaction,2,33.9324,0,1,1,3
27.2956,veh7,cam_reaction,2,38.0109,0,1,1,3
27.4961,veh7,cam_reaction,2,42.1234,0,1,1,3
27.6961,veh7,cam_reaction,2,46.2459,0,1,1,3
27.8961,veh7,cam_reaction,2,50.3621,0,1,1,3
28.0961,veh7,cam_reaction,2,54.4874,0,1,1,3
28.2961,veh7,cam_reaction,2,58.6058,0,1,1,3
28.5083,veh7,cam_reaction,2,62.4382,0,1,1,3
28.7083,veh7,cam_reaction,2,66.5579,0,1,1,3
28.9083,veh7,cam_reaction,2,70.686,0,1,1,3
29.1083,veh7,cam_reaction,2,74.8145,0,1,1,3
29.3083,veh7,cam_reaction,2,78.9355,0,1,1,3
29.5083,veh7,cam_reaction,2,83.0647,0,1,1,3
29.7083,veh7,cam_reaction,2,87.1864,0,1,1,3
29.8996,veh7,cam_reaction,2,91.6108,0,1,1,3
